feature_variant,included_groups,feature_count,architecture,model_seed,split,frozen_contract_only,detection_precision,detection_recall,detection_f1,event_macro_f1_all_labels,event_weighted_f1_all_labels,event_macro_f1_abnormal,event_weighted_f1_abnormal,normal_minutes,false_positive_samples,false_positive_fraction,false_alarm_episodes,false_alarm_episodes_per_min,event_scenarios,detected_event_scenarios,scenario_detection_rate,delay_mean_s,delay_median_s,delay_p95_s,physical_n,physical_top1,physical_top3,physical_prediction_coverage,physical_electrical_distance_conditional,physical_electrical_distance_penalized,integrity_n,integrity_top1,integrity_top3,integrity_prediction_coverage,integrity_electrical_distance_conditional,integrity_electrical_distance_penalized,validation_selected,frozen_trajectories_only,derivation_version
all_minus_missingness,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""disturbance_score""]",128,typed,11,validation,True,0.984337802280416,0.9502842627313416,0.967011324470704,0.7221799529268064,0.9048552139145366,0.6944483020578854,0.7957015980745044,7.1509094444444425,125,0.0096816667957555,28,3.915585873032312,137,129,0.9416058394160584,0.0285012919896641,0.0001000000000002,0.133433333333333,7915,0.4777005685407454,0.620214782059381,0.9406190777005684,0.0169910989602612,0.0232940203897582,2212,0.6292947558770343,0.7002712477396021,0.7188065099457505,0.0046115606898403,0.0379395740359739,False,,
all_minus_missingness,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""disturbance_score""]",128,typed,11,test,True,0.9853217914941664,0.9500423370025404,0.9673605123783716,0.7505354244276012,0.9253973025019566,0.7258856554847255,0.8475086649194064,7.1509094444444425,117,0.0090620401208272,24,3.3562164625991247,137,129,0.9416058394160584,0.029531007751938,0.0001000000000002,0.133433333333333,7915,0.4536955148452306,0.6142766898294377,0.939229311433986,0.0174207605209268,0.0238450863039242,2212,0.7215189873417721,0.7626582278481012,0.777124773960217,0.0032057366956261,0.0299349934438963,False,,
all_minus_missingness,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""disturbance_score""]",128,typed,29,validation,True,0.982793017456359,0.953429297205758,0.9678885000306994,0.7095072024888197,0.901366524271556,0.6802387824426512,0.7867891375860061,7.1509094444444425,138,0.0106885601425141,33,4.614797636073797,137,129,0.9416058394160584,0.0259118863049096,0.0001000000000002,0.133433333333333,7915,0.4668351231838282,0.6203411244472521,0.9385975994946304,0.0169613212995394,0.0234806386869116,2212,0.6306509945750453,0.7061482820976492,0.7301084990958409,0.0049078600338771,0.0368163543296832,False,,
all_minus_missingness,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""disturbance_score""]",128,typed,29,test,True,0.9825545171339564,0.9537921857989596,0.9679597348391848,0.736788387821963,0.9229440979133549,0.711728182721175,0.8421425427106795,7.1509094444444425,140,0.0108434668112462,37,5.174167046506984,137,129,0.9416058394160584,0.02823669250646,0.0001000000000002,0.133433333333333,7915,0.4631711939355654,0.6192040429564118,0.936070751737208,0.0173821902635036,0.0241428864805394,2212,0.7124773960216998,0.7545207956600362,0.7689873417721519,0.003933608473481,0.0314706336953881,False,,
all_minus_missingness,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""disturbance_score""]",128,typed,47,validation,True,0.980169618358693,0.9506471513245434,0.9651826834510284,0.7104343152556164,0.9021481202654976,0.6822086250336723,0.7926400051274843,7.1509094444444425,159,0.012315080164201,31,4.3351129308572025,137,129,0.9416058394160584,0.0269470284237726,0.0001000000000002,0.1200999999999996,7915,0.4697409981048642,0.613518635502211,0.9413771320277952,0.0172379815810308,0.0234459672164863,2212,0.6301989150090416,0.6971066907775768,0.7147377938517179,0.0038495852897556,0.0378771995547815,False,,
all_minus_missingness,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""disturbance_score""]",128,typed,47,test,True,0.978474555182282,0.9512519656465463,0.9646712463199216,0.73556946555586,0.9194516597226956,0.7113002298019628,0.838361790019878,7.1509094444444425,173,0.0133994268453256,27,3.7757435204240153,137,129,0.9416058394160584,0.0290149870801034,0.0001000000000002,0.133433333333333,7915,0.4710044219835755,0.6169298799747315,0.9413771320277952,0.0166323264074982,0.0228758172862284,2212,0.7106690777576854,0.7301084990958409,0.7414104882459313,0.0021410370310168,0.0334288011325655,False,,
all_minus_disturbance_score,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness""]",128,typed,11,validation,True,0.977221243392902,0.9392766420708842,0.957873311540122,0.747031172647611,0.9153213007163412,0.7259538459854553,0.8344493745503401,7.1509094444444425,181,0.014019053520254,41,5.733536456940172,137,129,0.9416058394160584,0.0584739018087854,0.0001000000000002,0.2667666666666659,7915,0.512065698041693,0.6269109286165508,0.914845230574858,0.0147022490342871,0.0239358130613034,2212,0.8345388788426763,0.8471971066907775,0.8485533453887885,0.0004930868131592,0.0190667909375755,False,,
all_minus_disturbance_score,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness""]",128,typed,11,test,True,0.9800756620428752,0.9401233821216888,0.95968389207878,0.7622903735423076,0.9336161606853702,0.74314607048877,0.8782040654539811,7.1509094444444425,158,0.012237626829835,34,4.754639988682094,137,129,0.9416058394160584,0.0579532299741601,0.0001000000000002,0.2667666666666659,7915,0.4851547694251421,0.6509159823120657,0.9191408717624764,0.0154109747868661,0.024121443771051,2212,0.864376130198915,0.8783905967450272,0.8824593128390597,0.0009629116537432,0.0153231002753991,False,,
all_minus_disturbance_score,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness""]",128,typed,29,validation,True,0.9751162498429056,0.9385508648844804,0.9564842209072978,0.7517297162746094,0.9162507275150648,0.7309540045459075,0.8392054972316411,7.1509094444444425,198,0.0153357602044768,41,5.733536456940172,137,129,0.9416058394160584,0.0620860465116278,0.0001000000000002,0.2667666666666659,7915,0.5162349968414403,0.6344914718888187,0.9158559696778268,0.0151281816231105,0.0242163087663239,2212,0.8539783001808319,0.8598553345388789,0.8616636528028933,0.0004520790385705,0.0174235831343776,False,,
all_minus_disturbance_score,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness""]",128,typed,29,test,True,0.979967242030994,0.9408491593080924,0.9600098741051593,0.7806042950074764,0.937189431746867,0.7627119378435119,0.8870935510506593,7.1509094444444425,159,0.012315080164201,28,3.915585873032312,137,129,0.9416058394160584,0.0576894056847544,0.0001000000000002,0.2534333333333324,7915,0.5012002526847757,0.6451042324699937,0.920909665192672,0.0160515353769402,0.0245208007005627,2212,0.8783905967450272,0.8824593128390597,0.885623869801085,0.0003620873892828,0.0144043755023465,False,,
all_minus_disturbance_score,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness""]",128,typed,47,validation,True,0.97578115196386,0.9406072335792912,0.9578713968957872,0.7630144155200218,0.9200912889586522,0.7438876067465531,0.8474657226523239,7.1509094444444425,193,0.0149484935326465,38,5.314009399115281,137,129,0.9416058394160584,0.0571764857881136,0.0001000000000002,0.2334333333333327,7915,0.5096651926721415,0.6356285533796588,0.920783322804801,0.0153179534842501,0.0238588599056954,2212,0.8422242314647378,0.8508137432188065,0.8539783001808319,0.0007844356676499,0.0186502698221886,False,,
all_minus_disturbance_score,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness""]",128,typed,47,test,True,0.9772784333417024,0.9416958993588967,0.959157272223249,0.7777378777492575,0.9360358324624226,0.7604404343464084,0.8863997345727141,7.1509094444444425,181,0.014019053520254,30,4.195270578248906,137,129,0.9416058394160584,0.0545909560723513,0.0001000000000002,0.2334333333333327,7915,0.4975363234365129,0.6576121288692356,0.9241945672773216,0.0153239791225793,0.0234966385392289,2212,0.8743218806509946,0.8783905967450272,0.8833634719710669,0.0005334505344295,0.0148332670205682,False,,
plus_multiscale,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale""]",352,typed,11,validation,False,0.9965640111987784,0.9472601911213258,0.9712868217054264,0.7789625527809112,0.9353187731858176,0.7554700583704654,0.8634861947680808,7.1509094444444425,27,0.0020912400278832,18,2.517162346949344,137,129,0.9416058394160584,0.0372945736434109,0.0001000000000002,0.186766666666666,7915,0.5542640555906506,0.6842703727100442,0.9498420720151612,0.0143602802870741,0.019816193737881,2212,0.804249547920434,0.8245931283905967,0.8277576853526221,0.000478226921387,0.021604909621758,False,True,causal_v2_no_backward_fill
plus_multiscale,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale""]",352,typed,11,test,False,0.9956819913639828,0.9483488569009314,0.9714391921194474,0.8035539944430714,0.9529123834670108,0.7832656194807779,0.9088753686261628,7.1509094444444425,34,0.0026334133684455,19,2.6570046995576404,137,129,0.9416058394160584,0.0349705426356589,0.0001000000000002,0.1534333333333328,7915,0.5521162349968415,0.6852811118130132,0.950726468730259,0.0140009225337604,0.0193783428247834,2212,0.870253164556962,0.8729656419529838,0.8747739602169982,0.0001938728468902,0.0155893005626452,False,True,causal_v2_no_backward_fill
plus_multiscale,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale""]",352,typed,29,validation,False,0.9941911857557773,0.9523406314261522,0.9728160138391202,0.783065474126284,0.9368531952309098,0.7609641093897165,0.8672402412832612,7.1509094444444425,46,0.003562853380838,24,3.3562164625991247,137,129,0.9416058394160584,0.027474677002584,0.0001000000000002,0.133433333333333,7915,0.5699305116866709,0.6939987365761213,0.9498420720151612,0.0136641622626386,0.0191549915511841,2212,0.7956600361663653,0.8264014466546112,0.8277576853526221,0.0003403901087729,0.0214908141407922,False,True,causal_v2_no_backward_fill
plus_multiscale,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale""]",352,typed,29,test,False,0.9926869247257596,0.9523406314261522,0.9720953204099272,0.8027477461036363,0.953456871217615,0.783551888773985,0.9112188262568888,7.1509094444444425,58,0.0044922933932305,19,2.6570046995576404,137,129,0.9416058394160584,0.0277330749354005,0.0001000000000002,0.133433333333333,7915,0.5703095388502842,0.6909665192672142,0.9511054958938724,0.0136528574447205,0.0190059314341994,2212,0.8603074141048824,0.8707052441229657,0.879746835443038,0.0009549206108697,0.0156474591489113,False,True,causal_v2_no_backward_fill
plus_multiscale,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale""]",352,typed,47,validation,False,0.9783300685602352,0.9666142494254264,0.9724368725281411,0.8249902804790197,0.937145637825892,0.811683451429419,0.8766019056968801,7.1509094444444425,177,0.0137092401827898,34,4.754639988682094,137,134,0.978102189781022,0.0281781094527363,0.0001000000000002,0.133433333333333,7915,0.5498420720151611,0.6750473783954517,0.9567909033480732,0.0140110354354713,0.0187261824136363,2212,0.8349909584086799,0.8765822784810127,0.8774864376130199,0.0015723453979361,0.0164654165622375,False,True,causal_v2_no_backward_fill
plus_multiscale,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale""]",352,typed,47,test,False,0.9804403985730102,0.9640740292730132,0.9721883386191754,0.8200510742532232,0.9522530606291804,0.8060577164351931,0.9144960783488978,7.1509094444444425,159,0.012315080164201,34,4.754639988682094,137,134,0.978102189781022,0.0304161691542288,0.0001000000000002,0.1450999999999995,7915,0.5581806696146557,0.7012002526847757,0.9567909033480732,0.0136750257092839,0.0184046913641838,2212,0.8892405063291139,0.8960216998191681,0.8973779385171791,0.00058493436449,0.0131612724697064,False,True,causal_v2_no_backward_fill
plus_adaptive_residual,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""adaptive_residual""]",184,typed,11,validation,False,0.9896288891665626,0.9580258860529818,0.9735709895513216,0.7975436010615742,0.9421912818640996,0.7767118292815671,0.8825943953730345,7.1509094444444425,83,0.0064286267523816,18,2.517162346949344,137,129,0.9416058394160584,0.0119661498708011,0.0001000000000002,0.0667666666666666,7915,0.5326595072646872,0.6649399873657612,0.9672773215413772,0.0168438729362845,0.0203220025879145,2212,0.8770343580470162,0.8820072332730561,0.8842676311030742,0.0004651204211373,0.0146619936225641,False,True,causal_v2_no_backward_fill
plus_adaptive_residual,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""adaptive_residual""]",184,typed,11,test,False,0.989010989010989,0.9580258860529818,0.9732718894009216,0.8174599206848554,0.9528181457723568,0.7994397600939613,0.9104201432332752,7.1509094444444425,88,0.0068158934242119,18,2.517162346949344,137,129,0.9416058394160584,0.0132596899224807,0.0001000000000002,0.0667666666666666,7915,0.5257106759317751,0.6653190145293746,0.966013897662666,0.0161623496490592,0.0197979323410143,2212,0.8946654611211573,0.8978300180831826,0.9000904159132007,0.0003184564969413,0.0125890040720275,False,True,causal_v2_no_backward_fill
plus_adaptive_residual,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""adaptive_residual""]",184,typed,29,validation,False,0.9888847258648682,0.9577839603241805,0.9730859038957846,0.786480834143486,0.9380047581570358,0.7648870301011703,0.8727111913780907,7.1509094444444425,89,0.0068933467585779,24,3.3562164625991247,137,129,0.9416058394160584,0.0111925064599484,0.0001000000000002,0.0667666666666666,7915,0.5204042956411876,0.6716361339229311,0.9698041692987998,0.0166129651196588,0.0198294857843469,2212,0.8607594936708861,0.8612115732368897,0.8657323688969258,0.000377155277042,0.0168595573236521,False,True,causal_v2_no_backward_fill
plus_adaptive_residual,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""adaptive_residual""]",184,typed,29,test,False,0.9892634207240948,0.9585097375105842,0.9736437918535356,0.8187646373306314,0.951811773293216,0.8009438893044762,0.90730174132502,7.1509094444444425,86,0.0066609867554798,21,2.9366894047742345,137,129,0.9416058394160584,0.0119653746770027,0.0001000000000002,0.0667666666666666,7915,0.5148452305748579,0.6711307643714466,0.9674036639292484,0.0167247049651373,0.0201932899839896,2212,0.8693490054249547,0.8833634719710669,0.885623869801085,0.0008988903430923,0.01487978101162,False,True,causal_v2_no_backward_fill
plus_adaptive_residual,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""adaptive_residual""]",184,typed,47,validation,False,0.9876141623920932,0.9548808515785654,0.9709717097170972,0.7805077647429182,0.9360836552779004,0.7580578941524574,0.870394134997724,7.1509094444444425,99,0.0076678801022384,34,4.754639988682094,137,129,0.9416058394160584,0.0127421188630492,0.0001000000000002,0.0667666666666666,7915,0.5192672141503475,0.6711307643714466,0.967150979153506,0.0164694122412951,0.019973271632115,2212,0.8440325497287523,0.8458408679927667,0.8481012658227848,0.0002647142502672,0.0189285517708163,False,True,causal_v2_no_backward_fill
plus_adaptive_residual,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""adaptive_residual""]",184,typed,47,test,False,0.987495310741528,0.9552437401717672,0.971101819970487,0.8084832139773686,0.9510488651941222,0.7896972238727195,0.9086790553394418,7.1509094444444425,100,0.0077453334366044,28,3.915585873032312,137,129,0.9416058394160584,0.0132581395348838,0.0001000000000002,0.0667666666666666,7915,0.5192672141503475,0.6754264055590651,0.965255843335439,0.0163599574356596,0.02006976547548,2212,0.8829113924050633,0.8851717902350814,0.8869801084990958,0.0002401097109021,0.0141296743827278,False,True,causal_v2_no_backward_fill
plus_graph_temporal,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""graph_temporal""]",184,typed,11,validation,False,0.9917428861788616,0.9443570823757108,0.9674701034760518,0.7721448783918827,0.929671355251139,0.7486904513288475,0.8549856909478808,7.1509094444444425,65,0.0050344667337928,24,3.3562164625991247,137,129,0.9416058394160584,0.034193023255814,0.0001000000000002,0.1667666666666662,7915,0.57094125078964,0.685912823752369,0.9326595072646872,0.0107108926911325,0.0182815859862472,2212,0.8535262206148282,0.8594032549728752,0.8634719710669078,0.000720047377396,0.0174331165573443,False,True,causal_v2_no_backward_fill
plus_graph_temporal,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""graph_temporal""]",184,typed,11,test,False,0.9927314460596788,0.9416958993588967,0.9665404432304924,0.7876915850522532,0.9429047085155928,0.766546220751307,0.8892125814335341,7.1509094444444425,57,0.0044148400588645,18,2.517162346949344,137,129,0.9416058394160584,0.0344521963824289,0.0001000000000002,0.133433333333333,7915,0.5225521162349969,0.6727732154137713,0.933291219204043,0.0122857264975226,0.0196803449125419,2212,0.8720614828209765,0.8752260397830018,0.8792947558770343,0.0003070896936806,0.0151330599280178,False,True,causal_v2_no_backward_fill
plus_graph_temporal,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""graph_temporal""]",184,typed,29,validation,False,0.9849642901891994,0.9508890770533446,0.9676267848350566,0.7596431043113516,0.9238502958165908,0.7357008084512265,0.8434785089601169,7.1509094444444425,120,0.0092944001239253,26,3.635901167815719,137,129,0.9416058394160584,0.0266956072351421,0.0001000000000002,0.133433333333333,7915,0.5564118761844599,0.6937460518003791,0.9320277953253316,0.0116506366118741,0.0192284730777811,2212,0.8363471971066908,0.8435804701627486,0.8471971066907775,0.0007867016714384,0.0194818722747172,False,True,causal_v2_no_backward_fill
plus_graph_temporal,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""graph_temporal""]",184,typed,29,test,False,0.9846849108712026,0.948832708358534,0.9664264153268034,0.7839799086766589,0.9410158944533188,0.7644343781094505,0.8887034370889603,7.1509094444444425,122,0.0094493067926574,22,3.076531757382531,137,129,0.9416058394160584,0.0290173126614987,0.0001000000000002,0.133433333333333,7915,0.5542640555906506,0.6874289324068225,0.932533164876816,0.0113397438203251,0.0188822144473724,2212,0.8756781193490054,0.8811030741410488,0.8842676311030742,0.0004712703285999,0.0146674317866675,False,True,causal_v2_no_backward_fill
plus_graph_temporal,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""graph_temporal""]",184,typed,47,validation,False,0.9863082527320688,0.9498004112737388,0.9677101306384028,0.7687026381648883,0.926261366609557,0.7462855645249411,0.8488715353723509,7.1509094444444425,109,0.0084424134458988,22,3.076531757382531,137,129,0.9416058394160584,0.0266956072351421,0.0001000000000002,0.133433333333333,7915,0.5647504737839545,0.6860391661402401,0.9378395451674036,0.0109346057190947,0.0179090318879381,2212,0.8453887884267631,0.8517179023508138,0.8539783001808319,0.0005220394618326,0.0184261891563709,False,True,causal_v2_no_backward_fill
plus_graph_temporal,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""graph_temporal""]",184,typed,47,test,False,0.985556392866114,0.9491955969517358,0.9670343212767268,0.7843960415822986,0.9396453939084616,0.7641087909428604,0.8841784019990805,7.1509094444444425,115,0.0089071334520951,33,4.614797636073797,137,129,0.9416058394160584,0.0253989664082688,0.0001000000000002,0.133433333333333,7915,0.5675300063171194,0.6826279216677196,0.932533164876816,0.0114297700137473,0.0189661668584462,2212,0.8634719710669078,0.8670886075949367,0.8693490054249547,0.000275596286206,0.016327296690479,False,True,causal_v2_no_backward_fill
all_frozen_derived,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale"", ""adaptive_residual"", ""graph_temporal""]",448,typed,11,validation,False,0.9922344689378756,0.958267811781783,0.9749553873607778,0.7851898445153793,0.9362195810823658,0.7627564799670028,0.8646654846492297,7.1509094444444425,62,0.0048021067306947,12,1.6781082312995623,137,129,0.9416058394160584,0.0145532299741603,0.0001000000000002,0.0667666666666666,7915,0.6045483259633607,0.7132027795325332,0.9637397346809856,0.0117852435665016,0.0158228144776229,2212,0.7802893309222423,0.8173598553345389,0.8191681735985533,0.0002910772974131,0.0225051642105781,True,True,causal_v2_no_backward_fill
all_frozen_derived,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale"", ""adaptive_residual"", ""graph_temporal""]",448,typed,11,test,False,0.992730007520682,0.9580258860529818,0.9750692520775625,0.8191744515459223,0.9572838512358104,0.8007630051259069,0.9182650198797768,7.1509094444444425,58,0.0044922933932305,10,1.3984235260829687,137,129,0.9416058394160584,0.0145540051679587,0.0001000000000002,0.0667666666666666,7915,0.6035375868603916,0.7171193935565382,0.9657612128869236,0.0121720199088997,0.015971257005926,2212,0.8729656419529838,0.8770343580470162,0.879746835443038,0.0002832070789088,0.0150565212948444,True,True,causal_v2_no_backward_fill
all_frozen_derived,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale"", ""adaptive_residual"", ""graph_temporal""]",448,typed,29,validation,False,0.99534122387308,0.9562114430869724,0.9753840459004256,0.785048308876574,0.9384703540283944,0.7617553203933123,0.8684278948699587,7.1509094444444425,37,0.0028657733715436,13,1.8179505839078596,137,129,0.9416058394160584,0.0181739018087856,0.0001000000000002,0.1000999999999998,7915,0.6,0.7265950726468731,0.9637397346809856,0.0121329846906214,0.0161579464163198,2212,0.7920433996383364,0.8169077757685352,0.8187160940325497,0.0003494697027035,0.0226085062298415,True,True,causal_v2_no_backward_fill
all_frozen_derived,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale"", ""adaptive_residual"", ""graph_temporal""]",448,typed,29,test,False,0.9950844466851524,0.955001814442966,0.9746311956052096,0.8114570738465051,0.9545805820999426,0.791716245786678,0.910528818773354,7.1509094444444425,39,0.0030206800402757,12,1.6781082312995623,137,129,0.9416058394160584,0.0181739018087856,0.0001000000000002,0.1000999999999998,7915,0.5742261528742894,0.7106759317751106,0.962476310802274,0.0131103971765855,0.0172389253487822,2212,0.8639240506329114,0.8666365280289331,0.8688969258589512,0.0002898693286513,0.0163952407091141,True,True,causal_v2_no_backward_fill
all_frozen_derived,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale"", ""adaptive_residual"", ""graph_temporal""]",448,typed,47,validation,False,0.9978538063375836,0.9560904802225716,0.976525821596244,0.7866066231798126,0.9394403358607284,0.7631743254989297,0.8685600614046176,7.1509094444444425,17,0.0013167066842227,13,1.8179505839078596,137,129,0.9416058394160584,0.0176571059431525,0.0001000000000002,0.1000999999999998,7915,0.5838281743524952,0.7219204042956412,0.9639924194567278,0.0124459383270174,0.016431582835679,2212,0.7943037974683544,0.8227848101265823,0.8268535262206148,0.0005077230366167,0.0217401998101697,True,True,causal_v2_no_backward_fill
all_frozen_derived,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""multiscale"", ""adaptive_residual"", ""graph_temporal""]",448,typed,47,test,False,0.9988614800759014,0.9551227773073666,0.9765025970813752,0.8134219864002804,0.9578641003628277,0.7933345490540002,0.915259722127808,7.1509094444444425,9,0.0006970800092944,9,1.258581173474672,137,129,0.9416058394160584,0.0184315245478037,0.0001000000000002,0.1000999999999998,7915,0.5914087176247631,0.7241945672773216,0.9650031585596968,0.0120457345758657,0.0159335072111562,2212,0.8589511754068716,0.8711573236889693,0.8788426763110307,0.0011364537369652,0.0159174684218599,True,True,causal_v2_no_backward_fill
all_frozen_derived_minus_multiscale,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""adaptive_residual"", ""graph_temporal""]",232,typed,11,validation,False,0.991219267436026,0.9558485544937704,0.9732126362460742,0.7887235112361615,0.9380166526916888,0.766866770075627,0.871405240684895,7.1509094444444425,70,0.0054217334056231,16,2.2374776417327498,137,129,0.9416058394160584,0.0140379844961241,0.0001000000000002,0.0667666666666666,7915,0.5964624131396083,0.7200252684775742,0.9665192672141504,0.0111428732135888,0.0148924509456306,2212,0.8381555153707052,0.840867992766727,0.8444846292947559,0.0003872743790856,0.0194764289995905,False,True,causal_v2_no_backward_fill
all_frozen_derived_minus_multiscale,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""adaptive_residual"", ""graph_temporal""]",232,typed,11,test,False,0.990467828922614,0.9552437401717672,0.972536945812808,0.8188822998477069,0.9523494005173626,0.8011189079887903,0.9091365676079952,7.1509094444444425,76,0.0058864534118193,20,2.796847052165937,137,129,0.9416058394160584,0.0158467700258399,0.0001000000000002,0.0667666666666666,7915,0.5785217940619077,0.7032217308907138,0.9627289955780164,0.0123917216297727,0.0165192340249395,2212,0.8743218806509946,0.8860759493670886,0.8874321880650995,0.0007379517129102,0.0145159171411933,False,True,causal_v2_no_backward_fill
all_frozen_derived_minus_multiscale,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""adaptive_residual"", ""graph_temporal""]",232,typed,29,validation,False,0.9933224140103314,0.9536712229345592,0.9730930634411256,0.7953561021124615,0.9410361431967098,0.7739967077330112,0.8781567100201758,7.1509094444444425,53,0.0041050267214003,18,2.517162346949344,137,129,0.9416058394160584,0.0148139534883722,0.0001000000000002,0.0667666666666666,7915,0.5795325331648769,0.7061276058117498,0.9656348704990524,0.0122032124537881,0.0160153969400512,2212,0.8444846292947559,0.8508137432188065,0.854882459312839,0.0002565109896539,0.0180883319150415,False,True,causal_v2_no_backward_fill
all_frozen_derived_minus_multiscale,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""adaptive_residual"", ""graph_temporal""]",232,typed,29,test,False,0.9928175403225806,0.953066408612556,0.9725359501326916,0.8122349881755991,0.9514428803109618,0.7929548163459751,0.9055955921534,7.1509094444444425,57,0.0044148400588645,9,1.258581173474672,137,129,0.9416058394160584,0.0153299741602068,0.0001000000000002,0.0667666666666666,7915,0.5650031585596967,0.698547062539482,0.9627289955780164,0.0118196908078017,0.0159685233662637,2212,0.8761301989150091,0.8833634719710669,0.8847197106690777,0.0004648048493658,0.0146062578940546,False,True,causal_v2_no_backward_fill
all_frozen_derived_minus_multiscale,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""adaptive_residual"", ""graph_temporal""]",232,typed,47,validation,False,0.9922178988326849,0.9562114430869724,0.9738819760995442,0.7962244521011528,0.9415994613696548,0.7750961275818596,0.8794481652298932,7.1509094444444425,62,0.0048021067306947,15,2.097635289124453,137,129,0.9416058394160584,0.0145555555555556,0.0001000000000002,0.0667666666666666,7915,0.5824384080859129,0.6999368288060644,0.9650031585596968,0.0118750739322263,0.0157688191510023,2212,0.8657323688969258,0.8698010849909584,0.8725135623869801,0.0003473079530851,0.0160010705808902,False,True,causal_v2_no_backward_fill
all_frozen_derived_minus_multiscale,"[""voltage_magnitude"", ""voltage_angle"", ""frequency"", ""missingness"", ""disturbance_score"", ""adaptive_residual"", ""graph_temporal""]",232,typed,47,test,False,0.9934517063342148,0.9542760372565622,0.9734698914116484,0.8168511279234622,0.953214907580024,0.7979774690458323,0.9089452800882428,7.1509094444444425,52,0.0040275733870343,11,1.5382658786912655,137,129,0.9416058394160584,0.0161067183462533,0.0001000000000002,0.0667666666666666,7915,0.5742261528742894,0.7049905243209097,0.9619709412507896,0.0114942544098302,0.0157398460432772,2212,0.8901446654611211,0.8969258589511754,0.8991862567811935,0.0004422276974211,0.0128113431138967,False,True,causal_v2_no_backward_fill
