CORRECTED_M6_BASIS,MAP_SOLVER_CONVERGENCE,8PMU_STATIC_FUNCTIONAL_IDENTIFIABILITY,REAL_M6_STATIC_RECENTERING,UNCERTAINTY,SOLVER_CONSISTENCY,ONLINE_RECENTERING_JUSTIFIED,NONLINEAR_DAE_FIXED_LAG_NEEDED,dev_cases,test_cases,selected_qd,selected_lambda,selected_initialization,test_valid_rate,closure_median,runtime_median_ms,runtime_p95_ms,ident_rank_median,ident_nullspace_median,uncertainty_coverage95
PASS,PASS,PARTIAL,STRONG,PARTIAL,PARTIAL,YES,NOT_YET_JUSTIFIED,30,60,1.0,0.01,I1,1.0,0.9808898436506872,61.733249996905215,76.04668501589913,25.0,18.0,1.0
