head_start,head_final,physical_rows,physical_success,unique_physical_trajectories,noise_rows,hypotheses_per_case,integrator,reference_integrator,dictionary_hash,historical,FRESH_FULL_137_DATA,CONFIRMATORY_GH31_GK2D,EVENT_DETECTION_CONFIRMATORY,CARDINALITY_CONFIRMATORY,GLOBAL_DOUBLE_SUPPORT_CONFIRMATORY,SOURCE_INCLUSION_CONFIRMATORY,TRUE_SUPPORT_AMPLITUDE_CALIBRATION,MODEL_AVERAGED_AMPLITUDE_CALIBRATION,WEAK_WEAK_IDENTIFIABILITY,SUPPORT_SPACE_MULTIPLICITY,CONDITIONAL_FISHER_INCREMENTAL_VALUE,NESTED_SINGLE_MANIFOLD_DISTANCE,PAIR_MANIFOLD_DISTANCE,GLOBAL_SUPPORT_RECOVERY,ANALYTIC_DAE_TANGENT
9c3bbeb83df055663c1eee0d0c2c3f0578f71f17,5189fa16a1e39e31595ed5786f2ccc4487db24d3,3488,3488,3488,10564,137,GH31_OPERATIONAL,GK2D,8a156913cea000cf9dba23bca74f45abbce47292a45993d707815215a103752b,"{'event_AUROC': 0.994788, 'event_AUPRC': 0.999898, 'weak_weak_top1': 0.1667, 'moderate_top1': 0.9525, 'finite_top1': 1.0, 'source_inclusion_AUROC': 0.970289}",PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,LIMITED,MODERATE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,PARTIAL,PENDING
