start_head,final_head,runtime_seconds,physical_trajectories,noise_realizations,prefix_horizons,gh31_t30_regression,profile_rows,quotient_rows,delay_rows
871669404ff040ae1b98b3e65d07c299daf22ece,47ac8d3a6,873.4638871999923,2400,2400,"(5, 10, 15, 20, 25, 30)",PASS,9600,3360,9600
