case_id,family,m,R0_TVE_percent,R1_TVE_percent,R2A_TVE_percent,oracle_gap,closure,status
M6-OPERATING-POINT_m0p0_s204_ED,M6_OPERATING_POINT,0.0,0.02893037644237568,0.00042521267649720917,0.02765087263016243,0.0002850516376587847,0.04488673781081226,OK
M6-OPERATING-POINT_m0p0_s205_EA,M6_OPERATING_POINT,0.0,0.0479936170822202,0.001921318530643542,0.045662698033958705,0.0004607229855157666,0.05059263638978418,OK
M6-OPERATING-POINT_m0p0_s206_EB,M6_OPERATING_POINT,0.0,9.727200485177069e-05,9.727200485177069e-05,0.002260088609797971,0.0,,NOT_IDENTIFIABLE_LOW_GAP
M6-OPERATING-POINT_m0p0_s207_EC,M6_OPERATING_POINT,0.0,0.00034182949347468455,5.319474712706186e-06,0.0003382163339588611,3.3651001876197835e-06,0.010737152876209275,OK
M6-OPERATING-POINT_m0p0_s208_ED,M6_OPERATING_POINT,0.0,0.0337371194912127,0.0005824247664772838,0.032238931138067826,0.0003315469472473541,0.0451878192691405,OK
M6-OPERATING-POINT_m0p0_s209_EA,M6_OPERATING_POINT,0.0,0.05753898812955717,0.0027868799162859012,0.054687592853346935,0.0005475210821327127,0.052078273682237726,OK
M6-OPERATING-POINT_m0p0_s210_EB,M6_OPERATING_POINT,0.0,0.0001378140798451142,0.0001378140798451142,0.002690167216800248,0.0,,NOT_IDENTIFIABLE_LOW_GAP
M6-OPERATING-POINT_m0p0_s211_EC,M6_OPERATING_POINT,0.0,0.00041379125285230414,6.429043289258604e-06,0.0004094205212584537,4.0736220956304556e-06,0.010729349682531154,OK
M6-OPERATING-POINT_m0p0_s212_ED,M6_OPERATING_POINT,0.0,0.038540195726037785,0.0007659122846814824,0.03682138170246526,0.000377742834413563,0.04550222709693333,OK
M6-OPERATING-POINT_m0p0_s213_EA,M6_OPERATING_POINT,0.0,0.06708143438279741,0.003813887752223567,0.06368329111499889,0.0006326754663057385,0.05371068500001533,OK
M6-OPERATING-POINT_m0p0_s214_EB,M6_OPERATING_POINT,0.0,0.0001855714072793538,0.0001855714072793538,0.0031203425213154902,0.0,,NOT_IDENTIFIABLE_LOW_GAP
M6-OPERATING-POINT_m0p0_s215_EC,M6_OPERATING_POINT,0.0,0.0004857521942115623,7.535065573679929e-06,0.0004806249725382204,4.782171286378824e-06,0.010721534981287544,OK
M6-OPERATING-POINT_m0p0_s216_ED,M6_OPERATING_POINT,0.0,0.043339845665039775,0.0009756791938096435,0.041398312944508346,0.0004236416647123013,0.04582959803658451,OK
M6-OPERATING-POINT_m0p0_s217_EA,M6_OPERATING_POINT,0.0,0.07662790402258206,0.005002208399008377,0.07265463046208502,0.0007162569562357368,0.05547273957908135,OK
M6-OPERATING-POINT_m0p0_s218_EB,M6_OPERATING_POINT,0.0,0.0002405663106547451,0.0002405663106547451,0.003550709118261769,0.0,,NOT_IDENTIFIABLE_LOW_GAP
M6-OPERATING-POINT_m0p0_s219_EC,M6_OPERATING_POINT,0.0,0.0005577123257904518,8.637569683277391e-06,0.0005518296883649751,5.490747561071744e-06,0.010713727702914885,OK
M6-OPERATING-POINT_m0p0_s220_ED,M6_OPERATING_POINT,0.0,0.04813631426908849,0.0012117196222136398,0.045969815553971845,0.0004692459464687485,0.04616979073384347,OK
M6-OPERATING-POINT_m0p5_s201_EA,M6_OPERATING_POINT,0.5,0.07477636000289044,0.0017504100506650602,0.0717823359874562,0.0007302594995222538,0.04099945317237189,OK
M6-OPERATING-POINT_m0p5_s202_EB,M6_OPERATING_POINT,0.5,0.03587399566441238,0.00010835664928577666,0.03592042286250712,0.00035765639015126604,-0.0012980950256503197,OK
M6-OPERATING-POINT_m0p5_s203_EC,M6_OPERATING_POINT,0.5,0.0358611677447669,6.586795737671902e-06,0.03528405966804925,0.0003585458094902923,0.01609579756455845,OK
M6-OPERATING-POINT_m0p5_s204_ED,M6_OPERATING_POINT,0.5,0.0651650032165173,0.00073848181318955,0.06304817819696361,0.0006442652140332775,0.03285642268813159,OK
M6-OPERATING-POINT_m0p5_s205_EA,M6_OPERATING_POINT,0.5,0.08444508563184015,0.0025957151493553082,0.08088511970550262,0.0008184937048248484,0.04349411492540847,OK
M6-OPERATING-POINT_m0p5_s206_EB,M6_OPERATING_POINT,0.5,0.03586761635574851,0.00014049389159937227,0.03608127070544926,0.00035727122464149143,-0.005980172344278218,OK
M6-OPERATING-POINT_m0p5_s207_EC,M6_OPERATING_POINT,0.5,0.035857466389999385,8.335138274765675e-06,0.035286306473336256,0.0003584913125172462,0.015932322394441593,OK
M6-OPERATING-POINT_m0p5_s208_ED,M6_OPERATING_POINT,0.5,0.07003439320957448,0.0009523672473689192,0.06767776240415765,0.0006908202596220557,0.034113516107737454,OK
M6-OPERATING-POINT_m0p5_s209_EA,M6_OPERATING_POINT,0.5,0.09410003966888854,0.0036062502879246764,0.08996405409494236,0.0009049378938096387,0.045704634563752886,OK
M6-OPERATING-POINT_m0p5_s210_EB,M6_OPERATING_POINT,0.5,0.03585910173926844,0.0001769623977976173,0.03624567895620308,0.00035682139341470826,-0.010833913662944058,OK
M6-OPERATING-POINT_m0p5_s211_EC,M6_OPERATING_POINT,0.5,0.03585395490976582,1.0080063537816449e-05,0.03528873911471117,0.00035843874846228004,0.015768825147377447,OK
M6-OPERATING-POINT_m0p5_s212_ED,M6_OPERATING_POINT,0.5,0.07490030820131911,0.0011930146857975124,0.07230483710461463,0.0007370729351552159,0.03521321938320683,OK
M6-OPERATING-POINT_m0p5_s213_EA,M6_OPERATING_POINT,0.5,0.10374725078957281,0.004782121747926667,0.09901748217793435,0.0009896512904164615,0.04779227448537045,OK
M6-OPERATING-POINT_m0p5_s214_EB,M6_OPERATING_POINT,0.5,0.035848498407117305,0.00021796178649670698,0.03641365714040269,0.000356305366206206,-0.01586163967450072,OK
M6-OPERATING-POINT_m0p5_s215_EC,M6_OPERATING_POINT,0.5,0.03585063394496329,1.1821575517529774e-05,0.03529135826281819,0.0003583881236944576,0.015605307351699618,OK
M6-OPERATING-POINT_m0p5_s216_ED,M6_OPERATING_POINT,0.5,0.07976287460853906,0.001460483161711676,0.07692894241149521,0.0007830239144682739,0.03619215383693977,OK
M6-OPERATING-POINT_m0p5_s217_EA,M6_OPERATING_POINT,0.5,0.11339333487293053,0.006123350561185017,0.10804516802817728,0.0010726998431174553,0.04985706746456246,OK
M6-OPERATING-POINT_m0p5_s218_EB,M6_OPERATING_POINT,0.5,0.03583586662853199,0.0002637918832017206,0.03658522560182752,0.0003557207474533027,-0.021065933844465937,OK
M6-OPERATING-POINT_m0p5_s219_EC,M6_OPERATING_POINT,0.5,0.03584750378235155,1.3559693922536159e-05,0.03529416423555394,0.00035833944088429007,0.015441770669511213,OK
M6-OPERATING-POINT_m0p5_s220_ED,M6_OPERATING_POINT,0.5,0.08462224972658149,0.0017548098933817108,0.08154974197085627,0.0008286743983319978,0.03707738240628339,OK
M6-OPERATING-POINT_m1p0_s201_EA,M6_OPERATING_POINT,1.0,0.11114260107583243,0.0023156980537375007,0.107389560813259,0.0010882690302209494,0.034486327905623386,OK
M6-OPERATING-POINT_m1p0_s202_EB,M6_OPERATING_POINT,1.0,0.07175060240722222,0.00021093598302484714,0.071175238767262,0.0007153966642419738,0.008042582090732293,OK
M6-OPERATING-POINT_m1p0_s203_EC,M6_OPERATING_POINT,1.0,0.07172397860735384,9.518446923109561e-06,0.07055160196467931,0.0007171446016043073,0.016347841705171312,OK
M6-OPERATING-POINT_m1p0_s204_ED,M6_OPERATING_POINT,1.0,0.10141930724265799,0.0010714006144142136,0.09863113526100774,0.001003479066282438,0.02778505377276607,OK
M6-OPERATING-POINT_m1p0_s205_EA,M6_OPERATING_POINT,1.0,0.12093174683429168,0.003309962693888317,0.11657012389177496,0.0011762178414040337,0.0370817614644437,OK
M6-OPERATING-POINT_m1p0_s206_EB,M6_OPERATING_POINT,1.0,0.07174726739212942,0.0002542769957694586,0.07132606095152094,0.0007149299039635995,0.005891576758410658,OK
M6-OPERATING-POINT_m1p0_s207_EC,M6_OPERATING_POINT,1.0,0.07171987315132072,1.2048181185942938e-05,0.07055354157610293,0.0007170782497013478,0.01626505302180851,OK
M6-OPERATING-POINT_m1p0_s208_ED,M6_OPERATING_POINT,1.0,0.10635271094265435,0.001343843914623628,0.10331026043708001,0.0010500886702803072,0.028973272369105685,OK
M6-OPERATING-POINT_m1p0_s209_EA,M6_OPERATING_POINT,1.0,0.13070442318366784,0.004472992698798192,0.12572969968811168,0.0012623143048486965,0.03940954702365072,OK
M6-OPERATING-POINT_m1p0_s210_EB,M6_OPERATING_POINT,1.0,0.07174173688660182,0.0003020194194869391,0.07147788419598387,0.0007143971746711488,0.003693361339781283,OK
M6-OPERATING-POINT_m1p0_s211_EC,M6_OPERATING_POINT,1.0,0.07171586483898357,1.4574340462709874e-05,0.07055557624093166,0.0007170129049852085,0.016182255437589835,OK
M6-OPERATING-POINT_m1p0_s212_ED,M6_OPERATING_POINT,1.0,0.11128251065645749,0.001643746572693241,0.10798723843038346,0.0010963876408376424,0.03005572211263195,OK
M6-OPERATING-POINT_m1p0_s213_EA,M6_OPERATING_POINT,1.0,0.1404661141347881,0.005805110752484522,0.13486690319344194,0.0013466100338230358,0.04158004768054469,OK
M6-OPERATING-POINT_m1p0_s214_EB,M6_OPERATING_POINT,1.0,0.07173402318408016,0.0003538208226371239,0.07163073224560645,0.0007138020236144303,0.0014470530351072906,OK
M6-OPERATING-POINT_m1p0_s215_EC,M6_OPERATING_POINT,1.0,0.07171195393889424,1.7096915022759897e-05,0.07055770623638248,0.0007169485702387148,0.01609944911567978,OK
M6-OPERATING-POINT_m1p0_s216_ED,M6_OPERATING_POINT,1.0,0.1162088366295601,0.0019711941290262713,0.11266172326425418,0.0011423764250053383,0.031050302576835283,OK
M6-OPERATING-POINT_m1p0_s217_EA,M6_OPERATING_POINT,1.0,0.1502229548137046,0.007306485344778522,0.14398136341296652,0.0014291646946892607,0.04367300300610313,OK
M6-OPERATING-POINT_m1p0_s218_EB,M6_OPERATING_POINT,1.0,0.07172414445637029,0.0004098232844769876,0.0717846353804949,0.0007131432117189331,-0.0008482296841724335,OK
M6-OPERATING-POINT_m1p0_s219_EC,M6_OPERATING_POINT,1.0,0.07170814067381218,1.9615924572670623e-05,0.07055993178984486,0.0007168852474923951,0.016016634293754238,OK
M6-OPERATING-POINT_m1p0_s220_ED,M6_OPERATING_POINT,1.0,0.12113184181311187,0.0023262492825170283,0.11733344096129886,0.0011880559253059485,0.031971566076191726,OK
M6-OPERATING-POINT_m1p5_s201_EA,M6_OPERATING_POINT,1.5,0.1475057598968732,0.0029016168782366623,0.14306803616698407,0.0014460414301863654,0.030688773068674728,OK
M6-OPERATING-POINT_m1p5_s202_EB,M6_OPERATING_POINT,1.5,0.10761433024752633,0.0003319056236304331,0.10643753296971462,0.001072824246238959,0.01096915251437744,OK
M6-OPERATING-POINT_m1p5_s203_EC,M6_OPERATING_POINT,1.5,0.10757433522175523,1.2647652070759675e-05,0.10581053073350877,0.0010756168756968446,0.01639807377607175,OK
M6-OPERATING-POINT_m1p5_s204_ED,M6_OPERATING_POINT,1.5,0.1376668440487967,0.001417627111475162,0.13423864555696471,0.0013624921693732154,0.025161234456188085,OK
M6-OPERATING-POINT_m1p5_s205_EA,M6_OPERATING_POINT,1.5,0.15741890762467864,0.004050716027643809,0.1523453598118379,0.0015336819159703482,0.03308083481985096,OK
M6-OPERATING-POINT_m1p5_s206_EB,M6_OPERATING_POINT,1.5,0.10761409720348764,0.00039912747036554154,0.10658668421333699,0.0010721496973312209,0.009582738238028375,OK
M6-OPERATING-POINT_m1p5_s207_EC,M6_OPERATING_POINT,1.5,0.10757008845299881,1.6011585385170492e-05,0.10581242062667481,0.0010755407686761365,0.016342177605108085,OK
M6-OPERATING-POINT_m1p5_s208_ED,M6_OPERATING_POINT,1.5,0.1426653639302809,0.0017508350148984868,0.1389731075985264,0.001409145289153824,0.02620209825185346,OK
M6-OPERATING-POINT_m1p5_s209_EA,M6_OPERATING_POINT,1.5,0.1673135919702564,0.00537216296588032,0.1616017983850792,0.0016194142900437605,0.03527073720599825,OK
M6-OPERATING-POINT_m1p5_s210_EB,M6_OPERATING_POINT,1.5,0.10761166053647858,0.0004631828997277872,0.10673589831131204,0.001071484776367508,0.008173352010987088,OK
M6-OPERATING-POINT_m1p5_s211_EC,M6_OPERATING_POINT,1.5,0.10756590845820857,1.9371837203546755e-05,0.10581437585865831,0.0010754653662100504,0.0162862761980209,OK
M6-OPERATING-POINT_m1p5_s212_ED,M6_OPERATING_POINT,1.5,0.14766008114704632,0.0021122716554001822,0.14370521887478657,0.0014554780949164613,0.027172255536327607,OK
M6-OPERATING-POINT_m1p5_s213_EA,M6_OPERATING_POINT,1.5,0.17719495309502373,0.006866450921372695,0.1708366432746164,0.0017032850217365103,0.03732968786354372,OK
M6-OPERATING-POINT_m1p5_s214_EB,M6_OPERATING_POINT,1.5,0.10760702182666887,0.0005262159763669494,0.10688519540221852,0.0010708080585030192,0.0067409506187267095,OK
M6-OPERATING-POINT_m1p5_s215_EC,M6_OPERATING_POINT,1.5,0.1075617953359993,2.2728385700811052e-05,0.10581639653267111,0.0010753906695029848,0.0162303696026567,OK
M6-OPERATING-POINT_m1p5_s216_ED,M6_OPERATING_POINT,1.5,0.1526511379445107,0.0025020278195264315,0.1484347389613534,0.001501491101249843,0.028081411735624617,OK
M6-OPERATING-POINT_m1p5_s217_EA,M6_OPERATING_POINT,1.5,0.18706876772221726,0.008533875694985418,0.18005001088219147,0.0017853489202723182,0.03931308194341763,OK
M6-OPERATING-POINT_m1p5_s218_EB,M6_OPERATING_POINT,1.5,0.1076001863660957,0.0005937525277287438,0.10703459907056335,0.0010700643383836695,0.005285544758800852,OK
M6-OPERATING-POINT_m1p5_s219_EC,M6_OPERATING_POINT,1.5,0.10755774917671972,2.6081261719964877e-05,0.10581848274201165,0.0010753166791499975,0.016174457891631425,OK
M6-OPERATING-POINT_m1p5_s220_ED,M6_OPERATING_POINT,1.5,0.15763869426653998,0.0029201748367379127,0.15316147295003957,0.0015471851942980208,0.02893785005829123,OK
M7-COUPLED_m0p0_s201_EA,M7_COUPLED,0.0,0.03843856459803053,0.0012173761852464172,0.03660508949208578,0.00037221188412784115,0.04925890827588455,OK
M7-COUPLED_m0p0_s202_EB,M7_COUPLED,0.0,6.390785224751081e-05,6.390785224751081e-05,0.0018300118783198818,0.0,,NOT_IDENTIFIABLE_LOW_GAP
M7-COUPLED_m0p0_s203_EC,M7_COUPLED,0.0,0.00026986692433311423,4.20635222973474e-06,0.00026701240970314035,2.656605721033795e-06,0.010744969068511575,OK
M7-COUPLED_m0p0_s204_ED,M7_COUPLED,0.0,0.02893037644237568,0.00042521267649720917,0.02765087263016243,0.0002850516376587847,0.04488673781081226,OK
M7-COUPLED_m0p0_s205_EA,M7_COUPLED,0.0,0.0479936170822202,0.001921318530643542,0.045662698033958705,0.0004607229855157666,0.05059263638978418,OK
M7-COUPLED_m0p0_s206_EB,M7_COUPLED,0.0,9.727200485177069e-05,9.727200485177069e-05,0.002260088609797971,0.0,,NOT_IDENTIFIABLE_LOW_GAP
M7-COUPLED_m0p0_s207_EC,M7_COUPLED,0.0,0.00034182949347468455,5.319474712706186e-06,0.0003382163339588611,3.3651001876197835e-06,0.010737152876209275,OK
M7-COUPLED_m0p0_s208_ED,M7_COUPLED,0.0,0.0337371194912127,0.0005824247664772838,0.032238931138067826,0.0003315469472473541,0.0451878192691405,OK
M7-COUPLED_m0p0_s209_EA,M7_COUPLED,0.0,0.05753898812955717,0.0027868799162859012,0.054687592853346935,0.0005475210821327127,0.052078273682237726,OK
M7-COUPLED_m0p0_s210_EB,M7_COUPLED,0.0,0.0001378140798451142,0.0001378140798451142,0.002690167216800248,0.0,,NOT_IDENTIFIABLE_LOW_GAP
M7-COUPLED_m0p0_s211_EC,M7_COUPLED,0.0,0.00041379125285230414,6.429043289258604e-06,0.0004094205212584537,4.0736220956304556e-06,0.010729349682531154,OK
M7-COUPLED_m0p0_s212_ED,M7_COUPLED,0.0,0.038540195726037785,0.0007659122846814824,0.03682138170246526,0.000377742834413563,0.04550222709693333,OK
M7-COUPLED_m0p0_s213_EA,M7_COUPLED,0.0,0.06708143438279741,0.003813887752223567,0.06368329111499889,0.0006326754663057385,0.05371068500001533,OK
M7-COUPLED_m0p0_s214_EB,M7_COUPLED,0.0,0.0001855714072793538,0.0001855714072793538,0.0031203425213154902,0.0,,NOT_IDENTIFIABLE_LOW_GAP
M7-COUPLED_m0p0_s215_EC,M7_COUPLED,0.0,0.0004857521942115623,7.535065573679929e-06,0.0004806249725382204,4.782171286378824e-06,0.010721534981287544,OK
M7-COUPLED_m0p0_s216_ED,M7_COUPLED,0.0,0.043339845665039775,0.0009756791938096435,0.041398312944508346,0.0004236416647123013,0.04582959803658451,OK
M7-COUPLED_m0p0_s217_EA,M7_COUPLED,0.0,0.07662790402258206,0.005002208399008377,0.07265463046208502,0.0007162569562357368,0.05547273957908135,OK
M7-COUPLED_m0p0_s218_EB,M7_COUPLED,0.0,0.0002405663106547451,0.0002405663106547451,0.003550709118261769,0.0,,NOT_IDENTIFIABLE_LOW_GAP
M7-COUPLED_m0p0_s219_EC,M7_COUPLED,0.0,0.0005577123257904518,8.637569683277391e-06,0.0005518296883649751,5.490747561071744e-06,0.010713727702914885,OK
M7-COUPLED_m0p0_s220_ED,M7_COUPLED,0.0,0.04813631426908849,0.0012117196222136398,0.045969815553971845,0.0004692459464687485,0.04616979073384347,OK
M7-COUPLED_m0p5_s201_EA,M7_COUPLED,0.5,0.039526282727677206,0.0012386808617424493,0.037398940608254085,0.00038287601865934754,0.05556216675236224,OK
M7-COUPLED_m0p5_s202_EB,M7_COUPLED,0.5,0.004512016323378934,7.662470155478675e-05,0.005556715281427723,4.435391621824147e-05,-0.23553702742017085,OK
M7-COUPLED_m0p5_s203_EC,M7_COUPLED,0.5,0.004240569107917108,4.227495221446958e-06,0.00425324030457888,4.236341612695661e-05,-0.0029910705557357163,OK
M7-COUPLED_m0p5_s204_ED,M7_COUPLED,0.5,0.030089022706676495,0.0004356713229179036,0.02862051772882151,0.00029653351383758595,0.04952239491753695,OK
M7-COUPLED_m0p5_s205_EA,M7_COUPLED,0.5,0.04903763563020601,0.0019469054247193448,0.04640506417610289,0.0004709073020548666,0.055904239382475934,OK
M7-COUPLED_m0p5_s206_EB,M7_COUPLED,0.5,0.004527725628915135,0.00011195479191378737,0.005900331230194354,4.415770837001348e-05,-0.3108416745220693,OK
M7-COUPLED_m0p5_s207_EC,M7_COUPLED,0.5,0.004178314662464738,5.344999647216335e-06,0.004194368317679727,4.172969662817522e-05,-0.003847057733975752,OK
M7-COUPLED_m0p5_s208_ED,M7_COUPLED,0.5,0.03485832951983368,0.0005941041212507126,0.03316756127031661,0.0003426422539858297,0.049345001378230474,OK
M7-COUPLED_m0p5_s209_EA,M7_COUPLED,0.5,0.0585520527301218,0.0028166593543027885,0.05539306235202363,0.00055735393375819,0.05667835439497773,OK
M7-COUPLED_m0p5_s210_EB,M7_COUPLED,0.5,0.0045466834694227526,0.00015422257120253465,0.006257400207324754,4.3924608982202185e-05,-0.3894665832074149,OK
M7-COUPLED_m0p5_s211_EC,M7_COUPLED,0.5,0.004116289090157126,6.45840676510221e-06,0.004135688392219967,4.109830683392024e-05,-0.004720219288165379,OK
M7-COUPLED_m0p5_s212_ED,M7_COUPLED,0.5,0.039632040848333557,0.000778904334302733,0.0377179933155169,0.00038853136514030825,0.04926365551273947,OK
M7-COUPLED_m0p5_s213_EA,M7_COUPLED,0.5,0.06807136778085014,0.0038478116883599147,0.06436089889942294,0.0006422355609249022,0.057774267063063885,OK
M7-COUPLED_m0p5_s214_EB,M7_COUPLED,0.5,0.0045690774351034745,0.00020351016980105555,0.006624502861520519,4.365567265302419e-05,-0.4708266535608305,OK
M7-COUPLED_m0p5_s215_EC,M7_COUPLED,0.5,0.004054506653414428,7.567682926548426e-06,0.004077208716088551,4.046938970487879e-05,-0.005609687430346125,OK
M7-COUPLED_m0p5_s216_ED,M7_COUPLED,0.5,0.04440794333351339,0.0009900059655356007,0.04226916454995317,0.0004341793736797779,0.049260257700257354,OK
M7-COUPLED_m0p5_s217_EA,M7_COUPLED,0.5,0.07759987706823723,0.005040238883982731,0.07331060848907547,0.000725596381842545,0.059113698558829426,OK
M7-COUPLED_m0p5_s218_EB,M7_COUPLED,0.5,0.004595132417814141,0.00025988454974772526,0.006999471829748016,4.335247868066416e-05,-0.5546025244933103,OK
M7-COUPLED_m0p5_s219_EC,M7_COUPLED,0.5,0.003992982848384834,8.672933647766598e-06,0.004018938678119004,3.984309914737067e-05,-0.006514510740784943,OK
M7-COUPLED_m0p5_s220_ED,M7_COUPLED,0.5,0.0491847584645223,0.0012272672826062888,0.046819466339321256,0.0004795749118191601,0.049320597614850956,OK
M7-COUPLED_m1p0_s201_EA,M7_COUPLED,1.0,0.04096866434895353,0.0012635456468698912,0.03861414711769446,0.00039705118702083636,0.059300092991171734,OK
M7-COUPLED_m1p0_s202_EB,M7_COUPLED,1.0,0.009002216101635312,9.490723695690735e-05,0.009820044249432641,8.907308864678404e-05,-0.09181540240963211,OK
M7-COUPLED_m1p0_s203_EC,M7_COUPLED,1.0,0.00871580777366112,4.354622135169574e-06,0.008728267054863561,8.711453151525952e-05,-0.0014302184705267053,OK
M7-COUPLED_m1p0_s204_ED,M7_COUPLED,1.0,0.03168896661001761,0.0004496221890167835,0.030081072190300824,0.00031239344421000824,0.05147017165430242,OK
M7-COUPLED_m1p0_s205_EA,M7_COUPLED,1.0,0.05038141639102608,0.001976018319647027,0.04750674866974231,0.00048405398071379053,0.05938733768999806,OK
M7-COUPLED_m1p0_s206_EB,M7_COUPLED,1.0,0.009020571074859146,0.00013383084013925933,0.01010238006990352,8.886740234719887e-05,-0.12173293766569425,OK
M7-COUPLED_m1p0_s207_EC,M7_COUPLED,1.0,0.008653150069580708,5.505132939822633e-06,0.00866903573743999,8.647644936640886e-05,-0.0018369935370462984,OK
M7-COUPLED_m1p0_s208_ED,M7_COUPLED,1.0,0.03637409442543017,0.0006094564933374635,0.034533803472623324,0.0003576463793209271,0.05145560137645074,OK
M7-COUPLED_m1p0_s209_EA,M7_COUPLED,1.0,0.05982538221544409,0.002849926143402212,0.05641466538587776,0.0005697545607204188,0.05986291404589524,OK
M7-COUPLED_m1p0_s210_EB,M7_COUPLED,1.0,0.009041938134738239,0.00017942673239287825,0.010404306364498751,8.86251140234536e-05,-0.15372259260506874,OK
M7-COUPLED_m1p0_s211_EC,M7_COUPLED,1.0,0.008590593410117359,6.6511545224770565e-06,0.008609893916399465,8.583942255594883e-05,-0.002248443163690413,OK
M7-COUPLED_m1p0_s212_ED,M7_COUPLED,1.0,0.04108161890823759,0.0007956474832656552,0.03901099119598571,0.00040285971424971936,0.051398232163972844,OK
M7-COUPLED_m1p0_s213_EA,M7_COUPLED,1.0,0.06929117179868231,0.0038851470242445094,0.06532233636786511,0.0006540602477443781,0.06067996709025373,OK
M7-COUPLED_m1p0_s214_EB,M7_COUPLED,1.0,0.00906642878787431,0.00023177965688257773,0.010721436818671036,8.834649130991732e-05,-0.18733149514574368,OK
M7-COUPLED_m1p0_s215_EC,M7_COUPLED,1.0,0.008528140697954458,7.792692874696056e-06,0.008550842855339575,8.52034800507976e-05,-0.0026644636312486264,OK
M7-COUPLED_m1p0_s216_ED,M7_COUPLED,1.0,0.04580387499464425,0.0010080220808824825,0.04350304086386832,0.0004479585291376177,0.05136265928913917,OK
M7-COUPLED_m1p0_s217_EA,M7_COUPLED,1.0,0.07877716613576473,0.005081562183463326,0.07422474818126887,0.0007369560395230141,0.06177326340174056,OK
M7-COUPLED_m1p0_s218_EB,M7_COUPLED,1.0,0.009094157065301974,0.00029096097167438195,0.01105074074476493,8.803196093627592e-05,-0.2222583319346115,OK
M7-COUPLED_m1p0_s219_EC,M7_COUPLED,1.0,0.008465794952663277,8.92975532111417e-06,0.008491883967042882,8.456865197342161e-05,-0.0030849509565085893,OK
M7-COUPLED_m1p0_s220_ED,M7_COUPLED,1.0,0.050536157739073176,0.0012465219239065442,0.04800441474914769,0.0004928963581516664,0.05136461140470538,OK
M7-COUPLED_m1p5_s201_EA,M7_COUPLED,1.5,0.04268897389868589,0.0012914773069842762,0.040160266552178574,0.0004139749659170161,0.06108358124762089,OK
M7-COUPLED_m1p5_s202_EB,M7_COUPLED,1.5,0.01349341775147894,0.00011423575608078866,0.01421339293475511,0.00013379181995398152,-0.053813094367339526,OK
M7-COUPLED_m1p5_s203_EC,M7_COUPLED,1.5,0.013191436385904509,4.54770384041407e-06,0.013203639708373223,0.00013186888682064095,-0.0009254133225004944,OK
M7-COUPLED_m1p5_s204_ED,M7_COUPLED,1.5,0.033632664561347864,0.0004663055488448929,0.03193132707609489,0.0003316635901250297,0.051297083427566094,OK
M7-COUPLED_m1p5_s205_EA,M7_COUPLED,1.5,0.05196159359295649,0.002008006283588126,0.04888471846867861,0.0004995358730936837,0.06159467798023071,OK
M7-COUPLED_m1p5_s206_EB,M7_COUPLED,1.5,0.013514916268821028,0.0001571984592402783,0.014454666250585295,0.00013357717809580748,-0.07035258531140974,OK
M7-COUPLED_m1p5_s207_EC,M7_COUPLED,1.5,0.013128679787643684,5.749472028538766e-06,0.013144309371377507,0.00013122930315615145,-0.0011910132385009571,OK
M7-COUPLED_m1p5_s208_ED,M7_COUPLED,1.5,0.03819816528777406,0.0006276539102200784,0.03625099018401617,0.00037570511377553977,0.05182721853823909,OK
M7-COUPLED_m1p5_s209_EA,M7_COUPLED,1.5,0.061305520721429536,0.002885929193307143,0.05767706280019358,0.0005841959152812239,0.06211029256322793,OK
M7-COUPLED_m1p5_s210_EB,M7_COUPLED,1.5,0.013539305090722981,0.0002066706593593773,0.014716443914086856,0.00013332634431363602,-0.08829003970849013,OK
M7-COUPLED_m1p5_s211_EC,M7_COUPLED,1.5,0.01306598850959672,6.946638986968874e-06,0.013085038132182434,0.00013059041870609753,-0.001458730492976302,OK
M7-COUPLED_m1p5_s212_ED,M7_COUPLED,1.5,0.04281166894595468,0.0008152049217116469,0.04062061989482192,0.0004199646402424303,0.052172226925294066,OK
M7-COUPLED_m1p5_s213_EA,M7_COUPLED,1.5,0.07069566727893044,0.003925077787447735,0.06649860667833753,0.0006677058949148269,0.06285792341444409,OK
M7-COUPLED_m1p5_s214_EB,M7_COUPLED,1.5,0.01356669479757005,0.0002627341278195091,0.014995670733270692,0.0001330396066975054,-0.10740981360157875,OK
M7-COUPLED_m1p5_s215_EC,M7_COUPLED,1.5,0.013003363766505302,8.139226979198421e-06,0.013025826422242934,0.00012995224539526104,-0.0017285315593670869,OK
M7-COUPLED_m1p5_s216_ED,M7_COUPLED,1.5,0.0474576896225168,0.001028884554384373,0.0450246817970336,0.00046428805068132425,0.05240298176773779,OK
M7-COUPLED_m1p5_s217_EA,M7_COUPLED,1.5,0.08012205189890802,0.005125321915996856,0.07533420247390807,0.0007499672998291117,0.06384077580570405,OK
M7-COUPLED_m1p5_s218_EB,M7_COUPLED,1.5,0.013597175795141234,0.0003254587058188663,0.015289371669293745,0.00013271717089322367,-0.12750391398215924,OK
M7-COUPLED_m1p5_s219_EC,M7_COUPLED,1.5,0.012940806810755894,9.327279696014627e-06,0.012966674727540872,0.0001293147953105988,-0.002000383384039396,OK
M7-COUPLED_m1p5_s220_ED,M7_COUPLED,1.5,0.052126668680906846,0.0012686536596331185,0.049454777626159616,0.0005085801502127372,0.052536282700565214,OK
