lag_frames,lag_seconds,median_ms_per_frame,p95_ms_per_frame
0,0.0,0.01296829670356781,0.01296829670356781
1,0.03333333333333333,0.08733383516440742,0.08733383516440742
3,0.1,0.08733383516440742,0.08733383516440742
5,0.16666666666666666,0.08733383516440742,0.08733383516440742
10,0.3333333333333333,0.08733383516440742,0.08733383516440742
15,0.5,0.08733383516440742,0.08733383516440742
30,1.0,0.08733383516440742,0.08733383516440742
60,2.0,0.08733383516440742,0.08733383516440742
