case_id,m,custom_hidden_tve_percent,independent_hidden_tve_percent,custom_objective,independent_objective,independent_ac_residual,custom_d_norm,independent_d_norm,independent_converged
M6-OPERATING-POINT_m0p5_s611_EC,0.5,0.0023488438797452083,0.002329422990049109,,3.918948223355424e-06,3.826172178568454e-09,0.023680959482927037,0.023866749346762146,False
M6-OPERATING-POINT_m0p5_s612_ED,0.5,0.010193204278514466,0.010363601895249389,,0.002130487105080062,7.072808290431443e-09,0.06206353492530874,0.06246734900506039,False
M6-OPERATING-POINT_m1p0_s611_EC,1.0,0.004663576784751716,0.004863468910230776,,1.2383337266543835e-05,6.292466547819231e-13,0.047317778546252624,0.047520170407505384,True
M6-OPERATING-POINT_m1p0_s612_ED,1.0,0.012352134705336843,0.012627570802570934,,0.0022143330826461917,1.0710338865793645e-12,0.08146717023813306,0.08187667705117002,True
M6-OPERATING-POINT_m1p5_s611_EC,1.5,0.006980217443307497,0.0071562139595239245,,2.639915598051219e-05,6.494249582544853e-13,0.070957473568427,0.07109368137740787,True
M6-OPERATING-POINT_m1p5_s612_ED,1.5,0.014553842549285394,0.014828996201512772,,0.002305249340931793,1.4741903878179308e-11,0.10280562474182312,0.10316813148113024,True
