NORMAL_WHITENING_V2,TRUNCATION_OA2,SECOND_ORDER_EVENT_CURVATURE,FINITE_AMPLITUDE_LIKELIHOOD,AMPLITUDE_CALIBRATION_V2,SOURCE_BAYES_WEAK_EVENTS,EVI_PREDICTS_DETECTABILITY,PROJECTED_FISHER_DISCRIMINABILITY,ANALYTIC_DAE_TANGENT,cal_normal,dev_normal,dev_event_cases,weak_test_events,weak_test_no_event,finite_test_events,selected_whitening,selected_likelihood,dictionary_hash,truncation_slope,truncation_ci95_low,truncation_ci95_high,kappa_nl,evi_a90_spearman,J_confusion_spearman
PASS,SUPPORTED,SUPPORTED,PASS,PASS,PASS,SUPPORTED,INCONCLUSIVE,PENDING,1000,500,640,9600,800,8000,W2_SEPARABLE_AR1,L2,8a156913cea000cf9dba23bca74f45abbce47292a45993d707815215a103752b,2.0000012866451713,1.7891123689229516,2.2402651155285898,0.03759327229019886,-0.793753021820467,0.36124961432058655
