horizon_frames,hidden_bus,functional_residual,information_bound_sigma1e3,observability_rank,source,B1_TVE,B1_angle_rmse,B2_TVE,B2_angle_rmse,coverage,posterior_variance,spearman_B1_TVE_vs_functional_residual,spearman_B1_TVE_vs_information_bound_sigma1e3,spearman_B2_TVE_vs_functional_residual,spearman_B2_TVE_vs_information_bound_sigma1e3,spearman_B1_angle_rmse_vs_functional_residual,spearman_B1_angle_rmse_vs_information_bound_sigma1e3,spearman_B2_angle_rmse_vs_functional_residual,spearman_B2_angle_rmse_vs_information_bound_sigma1e3,spearman_coverage_vs_functional_residual,spearman_coverage_vs_information_bound_sigma1e3,spearman_posterior_variance_vs_functional_residual,spearman_posterior_variance_vs_information_bound_sigma1e3
180,1,0.1186455361782645,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,6.0702793118687624e-05,0.0038155232709834773,6.0193397587940053e-05,0.0038034088168421615,1.0,1.5865323466328136e-07,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,3,0.1608529172453738,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,0.00010910913967926043,0.008204365089179065,0.00010877652200003607,0.008185254210554084,1.0,1.1378756445364197e-07,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,4,0.1508921195149636,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,6.555894314556917e-05,0.004903756614827615,6.517998048924735e-05,0.004881332290181367,1.0,9.757267138253112e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,7,0.1619886349204913,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,6.432854019591622e-05,0.004807005315052173,6.394509220091877e-05,0.004784432849421453,1.0,9.7766363078902e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,8,0.1491546384645411,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,6.405870569993721e-05,0.004773219064020014,6.36730970375076e-05,0.0047511096654198086,1.0,9.842450657766742e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,9,0.1007190766801438,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,6.116947309382293e-05,0.0042017994251264176,6.0729724385155423e-05,0.0041866457021917875,1.0,1.2667261626573549e-07,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,11,0.1930872667213285,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,6.362165956800344e-05,0.004792348191128668,6.32439598258997e-05,0.004768006500698949,1.0,9.775606980024301e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,12,0.189102017118327,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,6.003366576535506e-05,0.004516705765996312,5.9651691716145614e-05,0.004492304150778483,1.0,9.459882344220335e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,13,0.1913607418240408,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,5.646079235517935e-05,0.004241558505064573,5.607408931465939e-05,0.0042170976796650425,1.0,9.655331887548233e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,14,0.1620703367984059,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,3.9711842353156486e-05,0.0029099927945534774,3.928874469005376e-05,0.002886246610188651,1.0,9.439244950341307e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,15,0.1674111497726441,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,4.6266258778038305e-05,0.0032789558792681206,4.641557362031346e-05,0.003303066405881956,1.0,8.949161106488005e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,16,0.1890725944787451,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,8.049019260865195e-05,0.005901121965478823,8.069286316768032e-05,0.005925361630090985,1.0,9.300690072462632e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,17,0.1641641038647498,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,2.8809342565092698e-05,0.001783693747664976,2.881078428232412e-05,0.0018063963317680946,1.0,9.397057276555831e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,18,0.1570272301847254,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,3.038652091954048e-05,0.0020170124250555627,2.9909005736154655e-05,0.001995552794462306,1.0,9.840110942336981e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,20,0.3686734162134299,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,0.0002246945635564812,0.01484583524575036,0.00031745140166934433,0.02390618186781086,1.0,0.0002423160107516398,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,21,0.2270860217500083,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,7.936709542665578e-05,0.005688489779586195,7.956671790311139e-05,0.005714521735246699,1.0,9.036249611345546e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,23,0.3143916226804022,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,7.816547520255269e-05,0.005447198449875209,7.836155503426493e-05,0.0054747391624076725,1.0,9.068599625157384e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,24,0.200728029280479,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,8.023149891652913e-05,0.005847828700826079,8.04334138619375e-05,0.0058726189652296545,1.0,9.333348518585844e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,25,0.2757706780410272,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,7.36143114561972e-05,0.0020040305471002717,7.281649608729418e-05,0.001986947044239203,1.0,2.3097127134179306e-07,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,26,0.1972450361996555,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,2.851229572870634e-05,0.0017680073382481205,2.8512135145185056e-05,0.0017901810562415364,1.0,9.59651248985315e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,27,0.1699701326336699,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,2.86467486351719e-05,0.0017749379516009615,2.8647349347854846e-05,0.0017973570253924022,1.0,9.37178604189536e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,28,0.263047098444342,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,6.505623197064241e-05,0.00466919545497968,6.539594488908823e-05,0.004694013590389432,1.0,1.1133904719706899e-07,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,30,0.4843391489630698,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,5.8035957493592926e-05,0.003809980349015665,5.752010070799257e-05,0.0037933516102875834,1.0,1.5769739360556e-07,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,31,0.5279601469744445,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,7.032728846538819e-05,0.005328052016016132,6.996556001152904e-05,0.005301832836496024,1.0,9.241092300934901e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,32,0.4266661102440831,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,9.738581179131756e-05,0.007352042588697196,9.703889313144077e-05,0.007323734360457409,1.0,9.49094365669989e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,33,0.5023983766837311,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,0.0005820207132541361,0.04400681079993915,0.00038278161197939496,0.028213040817310294,1.0,0.0002616874808756735,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,34,0.5824164484421933,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,0.000351763209730114,0.025056841197011175,0.0003805237987026523,0.028673230790162745,1.0,0.0013208193392938907,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
180,35,0.4412417482999084,2.065640204548823e-05,39,frozen E03 Gramian; preregistered before E04,7.608657813133e-05,0.00507550529716383,7.627792319604354e-05,0.005104433417667685,1.0,8.642994813225243e-08,0.5564516129032259,,0.5625,,0.33548387096774196,,0.33629032258064523,,,,0.11411290322580646,
