dictionary,epsilon,n_sources,n_frames,n_channels,source_buses,sha256,provenance,v1_test_used_for_fit
load_fd_central_operator.npz,0.005,16,30,32,"3,4,7,8,12,15,16,18,20,21,23,24,25,26,27,28",8a156913cea000cf9dba23bca74f45abbce47292a45993d707815215a103752b,LOAD-TANGENT-V2 frozen centered numerical physical tangent,False
