architecture,model_seed,split,subset_name,pmu_count,pmu_buses,subset_predeclared_without_test_selection,detection_precision,detection_recall,detection_f1,event_macro_f1_all_labels,event_weighted_f1_all_labels,event_macro_f1_abnormal,event_weighted_f1_abnormal,normal_minutes,false_positive_samples,false_positive_fraction,false_alarm_episodes,false_alarm_episodes_per_min,event_scenarios,detected_event_scenarios,scenario_detection_rate,delay_mean_s,delay_median_s,delay_p95_s,physical_n,physical_top1,physical_top3,physical_prediction_coverage,physical_electrical_distance_conditional,physical_electrical_distance_penalized,integrity_n,integrity_top1,integrity_top3,integrity_prediction_coverage,integrity_electrical_distance_conditional,integrity_electrical_distance_penalized,scenario_physical_top1,fitted_classifiers,fitted_trees,fitted_nodes,depth_mean,depth_max,serialized_bytes,inference_seconds_mean,inference_seconds_p50,inference_seconds_p95
typed,47,validation,leave_BUS2_out,7,"[5, 6, 10, 19, 22, 29, 39]",True,0.9733698357391737,0.9461715253417201,0.9595779917806538,0.7310171188594587,0.90840365215502,0.7071164826806515,0.8173200130422978,7.1509094444444425,214,0.016575013554333513,38,5.314009399115281,137,128,0.9343065693430657,0.028984375000000062,0.00010000000000021103,0.13343333333333307,7915,0.4957675300063171,0.6188250157927985,0.9464308275426405,0.015911125790694595,0.021655018817338303,2212,0.7034358047016275,0.7088607594936709,0.7160940325497287,0.000781188612871729,0.03551815953936722,0.6363636363636364,12,360,185230,13.647222222222222,14,28973436,0.315337099993485,0.315337099993485,0.315337099993485
typed,47,test,leave_BUS2_out,7,"[5, 6, 10, 19, 22, 29, 39]",True,0.9745604190048635,0.9453247852909157,0.9597200049121946,0.7577898226556649,0.9246942007347012,0.7375022920839015,0.8583241990388685,7.1509094444444425,204,0.015800480210673068,38,5.314009399115281,137,128,0.9343065693430657,0.029762500000000053,0.00010000000000021103,0.13343333333333307,7915,0.4722678458622868,0.6208464939987366,0.9437776373973468,0.016597338744180595,0.02258713652515983,2212,0.7147377938517179,0.7174502712477396,0.722875226039783,0.00046724943809231556,0.0344615159678539,0.5702479338842975,12,360,185230,13.647222222222222,14,28973436,0.3049763000017265,0.3049763000017265,0.3049763000017265
typed,11,validation,leave_BUS5_out,7,"[2, 6, 10, 19, 22, 29, 39]",True,0.9858066151311621,0.9409701221724931,0.9628666914222057,0.740483711113669,0.9129603840592944,0.7149465702270505,0.8194219616886295,7.1509094444444425,112,0.008674773448996979,31,4.3351129308572025,137,128,0.9343065693430657,0.03315885416666673,0.00010000000000021103,0.16676666666666629,7915,0.4915982312065698,0.6284270372710045,0.9315224257738471,0.016369860490946495,0.023680876744952548,2212,0.7237793851717902,0.7310126582278481,0.7337251356238698,0.000630918581870753,0.033250670369577885,0.6446280991735537,12,360,179648,13.636111111111111,14,28490147,0.32577630000014324,0.32577630000014324,0.32577630000014324
typed,11,test,leave_BUS5_out,7,"[2, 6, 10, 19, 22, 29, 39]",True,0.9864109728219457,0.9395185677996855,0.9623939037234372,0.7567433888432626,0.926278192310278,0.7340694364036638,0.8536468214423439,7.1509094444444425,107,0.008287506777166756,25,3.4960588152074217,137,128,0.9343065693430657,0.03445781250000005,0.00010000000000021103,0.15509999999999938,7915,0.4843967150979154,0.6341124447252053,0.931396083385976,0.016697856584733595,0.023999859981949992,2212,0.7138336347197106,0.720614828209765,0.7233273056057866,0.0006359702328655507,0.034528100752278884,0.5950413223140496,12,360,179648,13.636111111111111,14,28490147,0.30574239999987185,0.30574239999987185,0.30574239999987185
typed,29,validation,leave_BUS5_out,7,"[2, 6, 10, 19, 22, 29, 39]",True,0.9793981770508178,0.948832708358534,0.96387318751536,0.7441309668753306,0.9158477326458088,0.7206765665673465,0.8292375511654103,7.1509094444444425,165,0.012779800170397336,31,4.3351129308572025,137,128,0.9343065693430657,0.028461197916666726,0.00010000000000021103,0.13343333333333307,7915,0.49943145925457993,0.631838281743525,0.9350600126342388,0.015583577792313546,0.02256796435824402,2212,0.7350813743218807,0.7427667269439421,0.7481916817359855,0.0008441162870373274,0.03163797249570792,0.6528925619834711,12,360,182494,13.566666666666666,14,28902271,0.38900649998686276,0.38900649998686276,0.38900649998686276
typed,29,test,leave_BUS5_out,7,"[2, 6, 10, 19, 22, 29, 39]",True,0.9793621013133208,0.9471392282569251,0.9629811831263068,0.7675720056493955,0.9285598821107087,0.7476662412805641,0.8627263361411247,7.1509094444444425,165,0.012779800170397336,31,4.3351129308572025,137,128,0.9343065693430657,0.028718489583333385,0.00010000000000021103,0.13343333333333307,7915,0.487934301958307,0.6342387871130765,0.9365761212886924,0.015659722335260473,0.022476219910391428,2212,0.7246835443037974,0.7296564195298373,0.7377938517179023,0.0008848000940199085,0.03293954835046365,0.6611570247933884,12,360,182494,13.566666666666666,14,28902271,0.3017422999982955,0.3017422999982955,0.3017422999982955
typed,47,validation,leave_BUS5_out,7,"[2, 6, 10, 19, 22, 29, 39]",True,0.9787446861715429,0.9468973025281239,0.962557639102367,0.7426752657486413,0.9136288850775383,0.7193238886313851,0.8251458658260411,7.1509094444444425,170,0.013167066842227558,34,4.754639988682094,137,128,0.9343065693430657,0.030284114583333386,0.00010000000000021103,0.15509999999999938,7915,0.4826279216677195,0.6210991787744788,0.938218572331017,0.01650288247394467,0.023090765566383023,2212,0.7197106690777577,0.726491862567812,0.7341772151898734,0.0009981600281955,0.03346490908996037,0.6033057851239669,12,360,176940,13.602777777777778,14,27615337,0.3299074999958975,0.3299074999958975,0.3299074999958975
typed,47,test,leave_BUS5_out,7,"[2, 6, 10, 19, 22, 29, 39]",True,0.9811865044525273,0.9462924882061208,0.9634236453201971,0.7560022453995763,0.9256595770713212,0.734175318899563,0.8539279892759671,7.1509094444444425,150,0.011618000154906669,29,4.055428225640609,137,128,0.9343065693430657,0.03184505208333338,0.00010000000000021103,0.13343333333333307,7915,0.4817435249526216,0.6319646241313961,0.9389766266582439,0.017072413136044347,0.0235447086248802,2212,0.7174502712477396,0.7188065099457505,0.7255877034358047,0.000551357872566674,0.03418981057291566,0.6198347107438017,12,360,176940,13.602777777777778,14,27615337,0.3186472999950638,0.3186472999950638,0.3186472999950638
typed,11,validation,leave_BUS6_out,7,"[2, 5, 10, 19, 22, 29, 39]",True,0.9866751269035533,0.9404862707148905,0.9630271877128879,0.7445942968726404,0.9212353894085735,0.7192683389817787,0.8400153812372291,7.1509094444444425,105,0.008132600108434668,32,4.4749552834654995,137,128,0.9343065693430657,0.03419739583333339,0.00010000000000021103,0.16676666666666629,7915,0.49235628553379657,0.6477574226152875,0.9385975994946304,0.01571438794320309,0.02231027003192452,2212,0.7789330922242315,0.7816455696202531,0.7834538878842676,0.00021158166893702843,0.02683016521672884,0.6198347107438017,12,360,182140,13.65,14,29022618,0.31271969999943394,0.31271969999943394,0.31271969999943394
typed,11,test,leave_BUS6_out,7,"[2, 5, 10, 19, 22, 29, 39]",True,0.9848812095032398,0.937704124833676,0.9607138431032346,0.7593134133054583,0.931123410834996,0.7364286741319332,0.8683666079905648,7.1509094444444425,119,0.009216946789559291,25,3.4960588152074217,137,128,0.9343065693430657,0.03523671875000005,0.00010000000000021103,0.16676666666666629,7915,0.480227416298168,0.6320909665192672,0.9367024636765635,0.015682853709901492,0.02248430844557735,2212,0.8006329113924051,0.8128390596745028,0.8150994575045208,0.000852336110811317,0.02346246292044486,0.6528925619834711,12,360,182140,13.65,14,29022618,0.30708499999309424,0.30708499999309424,0.30708499999309424
typed,29,validation,leave_BUS6_out,7,"[2, 5, 10, 19, 22, 29, 39]",True,0.9784100836141271,0.9483488569009314,0.9631449631449631,0.7476635937337428,0.9187326076029042,0.7248874200301293,0.8378771768920766,7.1509094444444425,173,0.013399426845325692,32,4.4749552834654995,137,128,0.9343065693430657,0.028979687500000052,0.00010000000000021103,0.13343333333333307,7915,0.4891977258370183,0.6363866077068857,0.948831332912192,0.016117727157847025,0.021593657235117317,2212,0.7766726943942134,0.7843580470162749,0.7870705244122965,0.00064902548494484,0.026729895105337957,0.628099173553719,12,360,184562,13.577777777777778,14,29281345,0.33609189999697264,0.33609189999697264,0.33609189999697264
typed,29,test,leave_BUS6_out,7,"[2, 5, 10, 19, 22, 29, 39]",True,0.9799724621354362,0.9470182653925245,0.9632135826771654,0.7554567181230917,0.9311744352394979,0.732461173541351,0.8688842692747084,7.1509094444444425,160,0.012392533498567114,24,3.3562164625991247,137,128,0.9343065693430657,0.029759375000000046,0.00010000000000021103,0.13343333333333307,7915,0.49463044851547694,0.6567277321541377,0.9489576753000631,0.015554894098441104,0.02104603166847584,2212,0.7893309222423146,0.8019891500904159,0.8087703435804702,0.001124707219074342,0.024456689366246044,0.628099173553719,12,360,184562,13.577777777777778,14,29281345,0.30742510000709444,0.30742510000709444,0.30742510000709444
typed,47,validation,leave_BUS6_out,7,"[2, 5, 10, 19, 22, 29, 39]",True,0.9879685916919959,0.9436313051893069,0.9652910969498236,0.7538153848031311,0.9223821390515762,0.7295819840168479,0.8402415445459364,7.1509094444444425,95,0.007358066764774224,30,4.195270578248906,137,128,0.9343065693430657,0.034195052083333385,0.00010000000000021103,0.16676666666666629,7915,0.49273531269741,0.6265319014529375,0.9404927353126974,0.015816507717475795,0.022202736330083184,2212,0.7789330922242315,0.7811934900542495,0.7870705244122965,0.0005175815366787405,0.026626439448045335,0.6446280991735537,12,360,178376,13.608333333333333,14,27640037,0.3415850000019418,0.3415850000019418,0.3415850000019418
typed,47,test,leave_BUS6_out,7,"[2, 5, 10, 19, 22, 29, 39]",True,0.9871843674660576,0.9410910850368936,0.9635868218974486,0.7592952605196799,0.9341087738641383,0.7362983659399673,0.8722428107159698,7.1509094444444425,101,0.00782278677097049,23,3.216374109990828,137,128,0.9343065693430657,0.03237135416666672,0.00010000000000021103,0.13343333333333307,7915,0.46595072646873026,0.6355022109917877,0.9413771320277953,0.017928268251112597,0.02409578730224486,2212,0.7974683544303798,0.8037974683544303,0.8074141048824593,0.0006454092159221298,0.024235172448748107,0.5785123966942148,12,360,178376,13.608333333333333,14,27640037,0.3077860000048531,0.3077860000048531,0.3077860000048531
typed,11,validation,leave_BUS10_out,7,"[2, 5, 6, 19, 22, 29, 39]",True,0.9843355229914098,0.9425426394097012,0.9629858493480813,0.7564767330513266,0.9217879996761511,0.733308627217524,0.8427041187447487,7.1509094444444425,124,0.009604213461389512,30,4.195270578248906,137,128,0.9343065693430657,0.036016406250000035,0.00010000000000021103,0.1884333333333326,7915,0.48313329121920406,0.6293114339861023,0.9339229311433986,0.015621195662008152,0.02272539125577992,2212,0.7753164556962026,0.7875226039783002,0.7902350813743219,0.0009724923530639983,0.026597896198636506,0.6446280991735537,12,360,180680,13.613888888888889,14,29202597,0.32200439998996444,0.32200439998996444,0.32200439998996444
typed,11,test,leave_BUS10_out,7,"[2, 5, 6, 19, 22, 29, 39]",True,0.9834867011218958,0.9437522680537075,0.9632098765432099,0.7545900653541698,0.9311784204188577,0.7313306644354048,0.86703182763082,7.1509094444444425,131,0.010146386801951825,31,4.3351129308572025,137,128,0.9343065693430657,0.03627838541666671,0.00010000000000021103,0.16676666666666629,7915,0.45243209096651926,0.625142135186355,0.9340492735312698,0.016711202690735588,0.02372992798112632,2212,0.7753164556962026,0.7965641952983725,0.7974683544303798,0.001313572914392935,0.025986262537243118,0.5785123966942148,12,360,180680,13.613888888888889,14,29202597,0.31867270001384895,0.31867270001384895,0.31867270001384895
typed,29,validation,leave_BUS10_out,7,"[2, 5, 6, 19, 22, 29, 39]",True,0.9838285069575028,0.9493165598161365,0.9662644668800788,0.7486495313527697,0.9216308342330534,0.7249617646746548,0.8396213263794672,7.1509094444444425,129,0.009991480133219734,35,4.894482341290391,137,128,0.9343065693430657,0.02793880208333339,0.00010000000000021103,0.13343333333333307,7915,0.48654453569172457,0.6245104232469993,0.944914718888187,0.01678443380938465,0.02264278342850965,2212,0.7762206148282098,0.7852622061482821,0.7879746835443038,0.0006874876716592349,0.02664945554229937,0.5950413223140496,12,360,182024,13.566666666666666,14,28520773,0.32778229999530595,0.32778229999530595,0.32778229999530595
typed,29,test,leave_BUS10_out,7,"[2, 5, 6, 19, 22, 29, 39]",True,0.9824319237043544,0.9470182653925245,0.96440009854644,0.7567753666554526,0.9324032542367396,0.7347759106538059,0.8696566861715868,7.1509094444444425,140,0.010843466811246224,33,4.614797636073797,137,128,0.9343065693430657,0.029239322916666716,0.00010000000000021103,0.13343333333333307,7915,0.47302590018951357,0.6325963360707517,0.9451674036639293,0.01685788376482593,0.022685332768802826,2212,0.7766726943942134,0.788878842676311,0.7915913200723327,0.0009378315006148053,0.026404777478310562,0.6115702479338843,12,360,182024,13.566666666666666,14,28520773,0.3048715000040829,0.3048715000040829,0.3048715000040829
typed,47,validation,leave_BUS10_out,7,"[2, 5, 6, 19, 22, 29, 39]",True,0.9828170073999749,0.9478650054433289,0.9650246305418719,0.7613459160391793,0.9245258289054119,0.7392023789814273,0.848702907690243,7.1509094444444425,137,0.01061110680814809,25,3.4960588152074217,137,128,0.9343065693430657,0.02846354166666673,0.00010000000000021103,0.13343333333333307,7915,0.4945041061276058,0.6381554011370815,0.940113708149084,0.015843679945306173,0.022268957929314402,2212,0.7839059674502713,0.7952079566003617,0.8015370705244123,0.001148396196302623,0.025358210563332838,0.6528925619834711,12,360,177714,13.588888888888889,14,28013139,0.2954385000048205,0.2954385000048205,0.2954385000048205
typed,47,test,leave_BUS10_out,7,"[2, 5, 6, 19, 22, 29, 39]",True,0.9806775407779172,0.9454457481553163,0.9627394223070764,0.7596559344808151,0.9330029670249423,0.7387134632219089,0.8736240386724524,7.1509094444444425,154,0.011927813492370846,28,3.9155858730323123,137,128,0.9343065693430657,0.029247135416666733,0.00010000000000021103,0.13343333333333307,7915,0.47416298168035376,0.6298168035375868,0.9406190777005685,0.01645726575368463,0.022791886691342193,2212,0.7879746835443038,0.7893309222423146,0.7979204339963833,0.0006842300738291186,0.02542902405685977,0.5950413223140496,12,360,177714,13.588888888888889,14,28013139,0.3143466999899829,0.3143466999899829,0.3143466999899829
typed,11,validation,leave_BUS19_out,7,"[2, 5, 6, 10, 22, 29, 39]",True,0.9827197595792637,0.9493165598161365,0.9657294038023749,0.754417813779227,0.9204701422675386,0.731374260067051,0.8377024926540798,7.1509094444444425,138,0.010688560142514136,29,4.055428225640609,137,128,0.9343065693430657,0.026118229166666736,0.00010000000000021103,0.13343333333333307,7915,0.47820593809222994,0.6233733417561592,0.9393556538218573,0.017072875546792456,0.02350494239993246,2212,0.777124773960217,0.7870705244122965,0.7933996383363472,0.001173929215201425,0.026371125987981952,0.5867768595041323,12,360,188140,13.597222222222221,14,30067478,0.3364385000022594,0.3364385000022594,0.3364385000022594
typed,11,test,leave_BUS19_out,7,"[2, 5, 6, 10, 22, 29, 39]",True,0.9821831869510665,0.9468973025281239,0.9642175278684486,0.7701890899578512,0.934247521681126,0.7496520358993817,0.8746723272963355,7.1509094444444425,142,0.010998373479978313,30,4.195270578248906,137,128,0.9343065693430657,0.030546875000000057,0.00010000000000021103,0.13343333333333307,7915,0.4780795957043588,0.6279216677195198,0.9370814908401769,0.017900296287441282,0.024521505568124498,2212,0.794755877034358,0.7997287522603979,0.8001808318264014,0.0003525597846610764,0.024886840444249297,0.5537190082644629,12,360,188140,13.597222222222221,14,30067478,0.33161350000591483,0.33161350000591483,0.33161350000591483
typed,29,validation,leave_BUS19_out,7,"[2, 5, 6, 10, 22, 29, 39]",True,0.9793017456359102,0.9500423370025403,0.9644501749861853,0.7567413711046477,0.9200053899034477,0.7349204961121454,0.8394976287647663,7.1509094444444425,166,0.01285725350476338,27,3.7757435204240153,137,128,0.9343065693430657,0.026375520833333395,0.00010000000000021103,0.13343333333333307,7915,0.4981680353758686,0.6355022109917877,0.9465571699305116,0.017116296790167504,0.02278223515036604,2212,0.7707956600361664,0.777124773960217,0.7852622061482821,0.0009354496266567438,0.027176306743639345,0.5950413223140496,12,360,182378,13.572222222222223,14,29387413,0.31140590000723023,0.31140590000723023,0.31140590000723023
typed,29,test,leave_BUS19_out,7,"[2, 5, 6, 10, 22, 29, 39]",True,0.9803307441743924,0.946534413934922,0.9631361929964921,0.7704694632979501,0.9337228896746714,0.750799736608804,0.8752932310551882,7.1509094444444425,157,0.01216017349546898,29,4.055428225640609,137,128,0.9343065693430657,0.030541406250000045,0.00010000000000021103,0.13343333333333307,7915,0.48945041061276057,0.6362602653190146,0.944914718888187,0.018004340796160492,0.023795491495988676,2212,0.7911392405063291,0.7956600361663653,0.8001808318264014,0.0006205819753609125,0.02510130666375143,0.5950413223140496,12,360,182378,13.572222222222223,14,29387413,0.2994985999976052,0.2994985999976052,0.2994985999976052
typed,47,validation,leave_BUS19_out,7,"[2, 5, 6, 10, 22, 29, 39]",True,0.9805,0.948832708358534,0.9644064670805926,0.7536061047230466,0.9189932468749834,0.7309017273226688,0.8363013499399269,7.1509094444444425,156,0.012082720161102935,28,3.9155858730323123,137,128,0.9343065693430657,0.026638281250000066,0.00010000000000021103,0.13343333333333307,7915,0.5008212255211624,0.6223626026531901,0.9360707517372079,0.016553677049001885,0.023367339493016566,2212,0.7956600361663653,0.8006329113924051,0.8056057866184448,0.0007290343631732616,0.024524041475532322,0.6115702479338843,12,360,181410,13.622222222222222,14,28583448,0.3151103999989573,0.3151103999989573,0.3151103999989573
typed,47,test,leave_BUS19_out,7,"[2, 5, 6, 10, 22, 29, 39]",True,0.9806128830519074,0.9483488569009314,0.9642110441520109,0.7695604927731112,0.932711506091173,0.7496568729160722,0.8715851254677921,7.1509094444444425,155,0.012005266826736891,29,4.055428225640609,137,128,0.9343065693430657,0.028460416666666724,0.00010000000000021103,0.13343333333333307,7915,0.4679722046746683,0.611623499684144,0.937207833228048,0.01816275379253305,0.02475418719682077,2212,0.794755877034358,0.8001808318264014,0.8051537070524413,0.0006641165936218882,0.02452710991856716,0.5785123966942148,12,360,181410,13.622222222222222,14,28583448,0.38310370000544935,0.38310370000544935,0.38310370000544935
typed,11,validation,leave_BUS22_out,7,"[2, 5, 6, 10, 19, 29, 39]",True,0.983939774153074,0.9485907826297326,0.9659419843567162,0.7493972482822748,0.9191545788837565,0.7254458744150777,0.8334874384358038,7.1509094444444425,128,0.009914026798853691,30,4.195270578248906,137,128,0.9343065693430657,0.028461979166666727,0.00010000000000021103,0.13343333333333307,7915,0.47176247631080226,0.6309538850284271,0.9499684144030323,0.017701009204576977,0.0229760378355517,2212,0.7671790235081374,0.7753164556962026,0.7780289330922242,0.0007377068709894871,0.027906359713940242,0.6115702479338843,12,360,186456,13.588888888888889,14,29714125,0.3348381999967387,0.3348381999967387,0.3348381999967387
typed,11,test,leave_BUS22_out,7,"[2, 5, 6, 10, 19, 29, 39]",True,0.9836949705255237,0.9487117454941333,0.9658866995073891,0.7649847854772225,0.9326333048190024,0.7433912127942326,0.868202739223737,7.1509094444444425,130,0.01006893346758578,33,4.614797636073797,137,128,0.9343065693430657,0.027421093750000066,0.00010000000000021103,0.13343333333333307,7915,0.46544535691724576,0.6219835754895767,0.9470625394819963,0.017660594760334703,0.02324414075489227,2212,0.8033453887884268,0.8074141048824593,0.8092224231464737,0.0004462876426030913,0.02385253868243425,0.6033057851239669,12,360,186456,13.588888888888889,14,29714125,0.3157251999946311,0.3157251999946311,0.3157251999946311
typed,29,validation,leave_BUS22_out,7,"[2, 5, 6, 10, 19, 29, 39]",True,0.9757583291894579,0.949437522680537,0.9624180001226167,0.7525436524810746,0.9187656979354017,0.7312937889526814,0.840018985649442,7.1509094444444425,195,0.01510340020137867,43,6.013221162156765,137,128,0.9343065693430657,0.028459635416666722,0.00010000000000021103,0.13343333333333307,7915,0.4684775742261529,0.6197094125078964,0.9490840176879343,0.017987280935060485,0.023340979215267506,2212,0.7721518987341772,0.7784810126582279,0.7839059674502713,0.0009328705354997124,0.027340016707850637,0.6033057851239669,12,360,178942,13.602777777777778,14,28658905,0.30317689999355935,0.30317689999355935,0.30317689999355935
