NUMERICAL_PHYSICAL_TANGENT,ANALYTIC_DAE_TANGENT,NORMAL_WHITENING,EVENT_DETECTION,SOURCE_BAYES,AMPLITUDE_POSTERIOR,POSTERIOR_CALIBRATION,EVI_PREDICTS_DIFFICULTY,PAIR_GEOMETRY_PREDICTS_CONFUSION,dictionary_hash,sources,heldout_amplitudes,event_cases,no_event_test_cases,cal_cases,dev_cases,sigma_a,rho_temporal,selected_whitening,bus7_bus12_geometry_rows
PASS,PENDING,PASS,PASS,PASS,PASS,PARTIAL,INCONCLUSIVE,INCONCLUSIVE,8a156913cea000cf9dba23bca74f45abbce47292a45993d707815215a103752b,16,8,2560,320,20,20,0.05,0.30132566337785427,W2_SEPARABLE_AR1,1
