case_id,T,model,nearest_margin,whitened_error,eta_model
PAIR_3_28_AI0p0005_AJ0p001_R1,90,D_Q,4.226292224416952,0.10219307933654492,0.024180315489339646
PAIR_3_28_AI0p0005_AJ0p001_R1,90,D_Q_Qij,4.226292224416952,0.0018171323091652869,0.0004299589835901548
PAIR_3_28_AI0p0005_AJ0p001_R1,120,D,4.865931339187216,0.6286612919531075,0.12919649870318892
PAIR_3_28_AI0p0005_AJ0p001_R1,120,D_Q,4.865931339187216,0.30945322002606934,0.06359588708823809
PAIR_3_28_AI0p0005_AJ0p001_R1,120,D_Q_Qij,4.865931339187216,0.008701677059438768,0.0017882860346509243
PAIR_3_28_AI0p0005_AJm0p001_R1,30,D,2.547758768208018,0.001860646754629256,0.0007303072715702804
PAIR_3_28_AI0p0005_AJm0p001_R1,30,D_Q,2.547758768208018,0.0018807802747250189,0.0007382097152187911
PAIR_3_28_AI0p0005_AJm0p001_R1,30,D_Q_Qij,2.547758768208018,1.1161482645626396e-05,4.38090245627018e-06
PAIR_3_28_AI0p0005_AJm0p001_R1,45,D,3.0598406681071455,0.0032593250317140107,0.0010651943631203088
PAIR_3_28_AI0p0005_AJm0p001_R1,45,D_Q,3.0598406681071455,0.006323247476182925,0.002066528346423529
PAIR_3_28_AI0p0005_AJm0p001_R1,45,D_Q_Qij,3.0598406681071455,2.790654072730961e-05,9.120259436440832e-06
PAIR_3_28_AI0p0005_AJm0p001_R1,60,D,3.468056788555124,0.005278320514250183,0.001521982146217755
PAIR_3_28_AI0p0005_AJm0p001_R1,60,D_Q,3.468056788555124,0.01959877629310445,0.005651227038087162
PAIR_3_28_AI0p0005_AJm0p001_R1,60,D_Q_Qij,3.468056788555124,7.421794755150483e-05,2.140044182564433e-05
PAIR_3_28_AI0p0005_AJm0p001_R1,90,D,4.226292224416952,0.010932687367152133,0.002586827125675243
PAIR_3_28_AI0p0005_AJm0p001_R1,90,D_Q,4.226292224416952,0.10191751861368391,0.02411511395848738
PAIR_3_28_AI0p0005_AJm0p001_R1,90,D_Q_Qij,4.226292224416952,0.0005876359356298746,0.0001390429020110987
PAIR_3_28_AI0p0005_AJm0p001_R1,120,D,4.865931339187215,0.017975400827897964,0.0036941336765554324
PAIR_3_28_AI0p0005_AJm0p001_R1,120,D_Q,4.865931339187215,0.3086820695603897,0.0634374075676848
PAIR_3_28_AI0p0005_AJm0p001_R1,120,D_Q_Qij,4.865931339187215,0.0027965169776007297,0.0005747136123930282
PAIR_3_28_AI0p002_AJ0p004_R1,30,D,10.19103507283207,0.07526075601223756,0.007384996271170984
PAIR_3_28_AI0p002_AJ0p004_R1,30,D_Q,10.19103507283207,0.0300107178516287,0.0029448154811706263
PAIR_3_28_AI0p002_AJ0p004_R1,30,D_Q_Qij,10.19103507283207,1.8056730480719666e-05,1.7718249767245413e-06
PAIR_3_28_AI0p002_AJ0p004_R1,45,D,12.239362672428584,0.21894478842593834,0.01788857755797626
PAIR_3_28_AI0p002_AJ0p004_R1,45,D_Q,12.239362672428584,0.10098812623415505,0.008251093536238565
PAIR_3_28_AI0p002_AJ0p004_R1,45,D_Q_Qij,12.239362672428584,5.261229985637418e-05,4.298614336749173e-06
PAIR_3_28_AI0p002_AJ0p004_R1,60,D,13.872227154220496,0.6497644072132754,0.04683922775987637
PAIR_3_28_AI0p002_AJ0p004_R1,60,D_Q,13.872227154220496,0.31313582815289576,0.02257285904214934
PAIR_3_28_AI0p002_AJ0p004_R1,60,D_Q_Qij,13.872227154220496,0.00021763308273508596,1.568840246887632e-05
PAIR_3_28_AI0p002_AJ0p004_R1,90,D,16.905168897667807,3.3246462054559407,0.19666447733122622
PAIR_3_28_AI0p002_AJ0p004_R1,90,D_Q,16.905168897667807,1.6289166550462133,0.09635613018163541
PAIR_3_28_AI0p002_AJ0p004_R1,90,D_Q_Qij,16.905168897667807,0.00205246600870417,0.00012141055916852288
PAIR_3_28_AI0p002_AJ0p004_R1,120,D,19.463725356748864,10.046425358028184,0.5161614836773619
PAIR_3_28_AI0p002_AJ0p004_R1,120,D_Q,19.463725356748864,4.935026078797254,0.2535499236833446
PAIR_3_28_AI0p002_AJ0p004_R1,120,D_Q_Qij,19.463725356748864,0.009711484341113059,0.0004989530094117205
PAIR_3_28_AI0p002_AJm0p004_R1,30,D,10.191035072832072,0.029820709939882648,0.0029261708675089
PAIR_3_28_AI0p002_AJm0p004_R1,30,D_Q,10.191035072832072,0.030022076057658196,0.0029459300103571433
PAIR_3_28_AI0p002_AJm0p004_R1,30,D_Q_Qij,10.191035072832072,2.1687713075467893e-05,2.128116812519311e-06
PAIR_3_28_AI0p002_AJm0p004_R1,45,D,12.239362672428582,0.05229879777631838,0.004273000087997314
PAIR_3_28_AI0p002_AJm0p004_R1,45,D_Q,12.239362672428582,0.10101343767363578,0.00825316157198178
PAIR_3_28_AI0p002_AJm0p004_R1,45,D_Q_Qij,12.239362672428582,7.464216153669767e-05,6.098533357855543e-06
PAIR_3_28_AI0p002_AJm0p004_R1,60,D,13.872227154220496,0.08503109088880094,0.006129591877604961
PAIR_3_28_AI0p002_AJm0p004_R1,60,D_Q,13.872227154220496,0.3131980232775732,0.02257734246964703
PAIR_3_28_AI0p002_AJm0p004_R1,60,D_Q_Qij,13.872227154220496,0.00026466259686986444,1.907859451316318e-05
PAIR_3_28_AI0p002_AJm0p004_R1,90,D,16.905168897667807,0.18032626711672958,0.010666930819106276
PAIR_3_28_AI0p002_AJm0p004_R1,90,D_Q,16.905168897667807,1.62913839450026,0.09636924684763201
PAIR_3_28_AI0p002_AJm0p004_R1,90,D_Q_Qij,16.905168897667807,0.0023429530490554724,0.00013859388588413927
PAIR_3_28_AI0p002_AJm0p004_R1,120,D,19.46372535674886,0.3093291770605244,0.015892598738980225
PAIR_3_28_AI0p002_AJm0p004_R1,120,D_Q,19.46372535674886,4.935404962156064,0.2535693898108134
PAIR_3_28_AI0p002_AJm0p004_R1,120,D_Q_Qij,19.46372535674886,0.011281524153205177,0.0005796179275255452
PAIR_3_28_AI0p01_AJ0p025_R1,30,D,50.95517536416035,2.5704454687263514,0.05044522858289074
PAIR_3_28_AI0p01_AJ0p025_R1,30,D_Q,50.95517536416035,0.9280989572129432,0.018214027340306783
PAIR_3_28_AI0p01_AJ0p025_R1,30,D_Q_Qij,50.95517536416035,0.01203037895512607,0.00023609729275090896
PAIR_3_28_AI0p01_AJ0p025_R1,45,D,61.19681336214291,7.245942685157753,0.11840392149634675
PAIR_3_28_AI0p01_AJ0p025_R1,45,D_Q,61.19681336214291,3.129392043562122,0.05113651956096789
PAIR_3_28_AI0p01_AJ0p025_R1,45,D_Q_Qij,61.19681336214291,0.043891394586725085,0.0007172169950580602
PAIR_3_28_AI0p01_AJ0p025_R1,60,D,69.36113577110248,21.235773781216704,0.30616242864442883
PAIR_3_28_AI0p01_AJ0p025_R1,60,D_Q,69.36113577110248,9.711706154530676,0.14001653875132775
PAIR_3_28_AI0p01_AJ0p025_R1,60,D_Q_Qij,69.36113577110248,0.1878724826372813,0.002708613123886496
PAIR_3_28_AI0p01_AJ0p025_R1,90,D,84.525844488339,108.19568634394972,1.2800308236953037
PAIR_3_28_AI0p01_AJ0p025_R1,90,D_Q,84.525844488339,50.604439988545046,0.5986860030191868
PAIR_3_28_AI0p01_AJ0p025_R1,90,D_Q_Qij,84.525844488339,1.792517725568496,0.02120674139867112
PAIR_3_28_AI0p01_AJ0p025_R1,120,D,97.3186267837443,326.6578858086902,3.356581330874818
PAIR_3_28_AI0p01_AJ0p025_R1,120,D_Q,97.3186267837443,153.56314213192192,1.5779419336974498
PAIR_3_28_AI0p01_AJ0p025_R1,120,D_Q_Qij,97.3186267837443,8.581178131723318,0.08817611196664236
PAIR_3_28_AI0p01_AJm0p025_R1,30,D,50.95517536416036,1.1802250504460612,0.02316202509384709
PAIR_3_28_AI0p01_AJm0p025_R1,30,D_Q,50.95517536416036,0.9351845082768822,0.018353081931195746
PAIR_3_28_AI0p01_AJm0p025_R1,30,D_Q_Qij,50.95517536416036,0.0034063186296100076,6.68493161934217e-05
PAIR_3_28_AI0p01_AJm0p025_R1,45,D,61.19681336214291,2.085214842222092,0.03407391214772028
PAIR_3_28_AI0p01_AJm0p025_R1,45,D_Q,61.19681336214291,3.1503185159895515,0.05147847319021315
PAIR_3_28_AI0p01_AJm0p025_R1,45,D_Q_Qij,61.19681336214291,0.0067898750513590645,0.00011095144793208078
PAIR_3_28_AI0p01_AJm0p025_R1,60,D,69.36113577110248,3.527247434432355,0.050853369040446
PAIR_3_28_AI0p01_AJm0p025_R1,60,D_Q,69.36113577110248,9.770361552146966,0.1408621909593576
PAIR_3_28_AI0p01_AJm0p025_R1,60,D_Q_Qij,69.36113577110248,0.016501355302417288,0.0002379049177751808
PAIR_3_28_AI0p01_AJm0p025_R1,90,D,84.525844488339,9.239276605334346,0.1093071197485519
PAIR_3_28_AI0p01_AJm0p025_R1,90,D_Q,84.525844488339,50.8416111893158,0.6014919046011992
PAIR_3_28_AI0p01_AJm0p025_R1,90,D_Q_Qij,84.525844488339,0.0702301387686357,0.000830871778847764
PAIR_3_28_AI0p01_AJm0p025_R1,120,D,97.3186267837443,21.38755297460672,0.21976833912928997
PAIR_3_28_AI0p01_AJm0p025_R1,120,D_Q,97.3186267837443,154.06934934137837,1.5831434786245202
PAIR_3_28_AI0p01_AJm0p025_R1,120,D_Q_Qij,97.3186267837443,0.21542754986948223,0.0022136312131509272
PAIR_3_28_AIm0p0001_AJ0p0002_R1,30,D,0.5095517536416037,7.553053188844556e-05,0.00014822936306008757
PAIR_3_28_AIm0p0001_AJ0p0002_R1,30,D_Q,0.5095517536416037,7.411956351868222e-05,0.00014546032466569562
PAIR_3_28_AIm0p0001_AJ0p0002_R1,30,D_Q_Qij,0.5095517536416037,3.966892156885071e-06,7.785062319057798e-06
PAIR_3_28_AIm0p0001_AJ0p0002_R1,45,D,0.6119681336214291,0.0001335574581412134,0.00021824250447627665
PAIR_3_28_AIm0p0001_AJ0p0002_R1,45,D_Q,0.6119681336214291,0.0002498200959950872,0.0004082240271511081
PAIR_3_28_AIm0p0001_AJ0p0002_R1,45,D_Q_Qij,0.6119681336214291,1.1087409544463803e-05,1.8117625633302353e-05
PAIR_3_28_AIm0p0001_AJ0p0002_R1,60,D,0.6936113577110248,0.00022389299496154377,0.00032279314989940375
PAIR_3_28_AIm0p0001_AJ0p0002_R1,60,D_Q,0.6936113577110248,0.0007777270354019911,0.0011212720592819515
PAIR_3_28_AIm0p0001_AJ0p0002_R1,60,D_Q_Qij,0.6936113577110248,2.6463528604185618e-05,3.815325154351201e-05
PAIR_3_28_AIm0p0001_AJ0p0002_R1,90,D,0.8452584448833902,0.0005535918247574092,0.0006549379401157966
PAIR_3_28_AIm0p0001_AJ0p0002_R1,90,D_Q,0.8452584448833902,0.004050509771957581,0.00479203703491703
PAIR_3_28_AIm0p0001_AJ0p0002_R1,90,D_Q_Qij,0.8452584448833902,0.00012894915432357798,0.00015255588998151624
PAIR_3_28_AIm0p0001_AJ0p0002_R1,120,D,0.9731862678374429,0.001249573092236708,0.0012840019773536627
PAIR_3_28_AIm0p0001_AJ0p0002_R1,120,D_Q,0.9731862678374429,0.0122995885686638,0.012638473204102253
PAIR_3_28_AIm0p0001_AJ0p0002_R1,120,D_Q_Qij,0.9731862678374429,0.0005645404116650987,0.0005800949215195845
PAIR_3_28_AIm0p0001_AJm0p0002_R1,30,D,0.5095517536416037,0.0001863506815211699,0.0003657149253032319
PAIR_3_28_AIm0p0001_AJm0p0002_R1,30,D_Q,0.5095517536416037,7.270016247289552e-05,0.0001426747370671
PAIR_3_28_AIm0p0001_AJm0p0002_R1,30,D_Q_Qij,0.5095517536416037,5.041837900918347e-06,9.894653221946429e-06
PAIR_3_28_AIm0p0001_AJm0p0002_R1,45,D,0.6119681336214291,0.0005423216033632435,0.0008861925541023844
PAIR_3_28_AIm0p0001_AJm0p0002_R1,45,D_Q,0.6119681336214291,0.00024626877384189026,0.00040242091101141405
PAIR_3_28_AIm0p0001_AJm0p0002_R1,45,D_Q_Qij,0.6119681336214291,1.5151461945149677e-05,2.4758579920637755e-05
PAIR_3_28_AIm0p0001_AJm0p0002_R1,60,D,0.6936113577110248,0.001610644398166823,0.0023221136451428413
PAIR_3_28_AIm0p0001_AJm0p0002_R1,60,D_Q,0.6936113577110248,0.0007658919730477894,0.0011042090999998856
PAIR_3_28_AIm0p0001_AJm0p0002_R1,60,D_Q_Qij,0.6936113577110248,4.6643596211306935e-05,6.724745160637895e-05
PAIR_3_28_AIm0p0001_AJm0p0002_R1,90,D,0.8452584448833902,0.008258620743457618,0.009770527338058074
PAIR_3_28_AIm0p0001_AJm0p0002_R1,90,D_Q,0.8452584448833902,0.004012941829894412,0.004747591525628623
PAIR_3_28_AIm0p0001_AJm0p0002_R1,90,D_Q_Qij,0.8452584448833902,0.0003934065200799164,0.0004654274943496008
PAIR_3_28_AIm0p0001_AJm0p0002_R1,120,D,0.9731862678374431,0.025035917927956952,0.025725720507329276
PAIR_3_28_AIm0p0001_AJm0p0002_R1,120,D_Q,0.9731862678374431,0.01229183148523976,0.012630502393497537
PAIR_3_28_AIm0p0001_AJm0p0002_R1,120,D_Q_Qij,0.9731862678374431,0.0018815139507764966,0.0019333543977737022
PAIR_3_28_AIm0p0005_AJ0p001_R1,30,D,2.547758768208018,0.0018681860468275529,0.0007332664576173957
PAIR_3_28_AIm0p0005_AJ0p001_R1,30,D_Q,2.547758768208018,0.0018704310796102748,0.0007341476371115991
PAIR_3_28_AIm0p0005_AJ0p001_R1,30,D_Q_Qij,2.547758768208018,9.617910284044703e-06,3.775047466840638e-06
PAIR_3_28_AIm0p0005_AJ0p001_R1,45,D,3.0598406681071455,0.0032828542928619838,0.0010728840645460136
PAIR_3_28_AIm0p0005_AJ0p001_R1,45,D_Q,3.0598406681071455,0.006299821799024676,0.0020588724977375445
PAIR_3_28_AIm0p0005_AJ0p001_R1,45,D_Q_Qij,3.0598406681071455,2.8007989999739452e-05,9.15341451980424e-06
PAIR_3_28_AIm0p0005_AJ0p001_R1,60,D,3.468056788555124,0.005373025964517205,0.0015492900757129
PAIR_3_28_AIm0p0005_AJ0p001_R1,60,D_Q,3.468056788555124,0.01954201980907119,0.0056348615378968075
PAIR_3_28_AIm0p0005_AJ0p001_R1,60,D_Q_Qij,3.468056788555124,7.427054407607773e-05,2.141560781852728e-05
PAIR_3_28_AIm0p0005_AJ0p001_R1,90,D,4.226292224416952,0.011840783848024184,0.0028016954860847817
PAIR_3_28_AIm0p0005_AJ0p001_R1,90,D_Q,4.226292224416952,0.10169134498271146,0.02406159810606578
PAIR_3_28_AIm0p0005_AJ0p001_R1,90,D_Q_Qij,4.226292224416952,0.0005866354854380823,0.00013880618146773157
PAIR_3_28_AIm0p0005_AJ0p001_R1,120,D,4.865931339187215,0.02183473997615704,0.004487268408477836
PAIR_3_28_AIm0p0005_AJ0p001_R1,120,D_Q,4.865931339187215,0.3081898162340028,0.06333624433868021
PAIR_3_28_AIm0p0005_AJ0p001_R1,120,D_Q_Qij,4.865931339187215,0.0027919537619798254,0.0005737758236527402
PAIR_3_28_AIm0p0005_AJm0p001_R1,30,D,2.5477587682080176,0.004694621859441426,0.0018426477098314213
PAIR_3_28_AIm0p0005_AJm0p001_R1,30,D_Q,2.5477587682080176,0.0018640333968880682,0.0007316365348824402
PAIR_3_28_AIm0p0005_AJm0p001_R1,30,D_Q_Qij,2.5477587682080176,1.5455991364150656e-05,6.066505022774086e-06
PAIR_3_28_AIm0p0005_AJm0p001_R1,45,D,3.059840668107146,0.013658703858259786,0.004463861141733639
PAIR_3_28_AIm0p0005_AJm0p001_R1,45,D_Q,3.059840668107146,0.006280377910917735,0.002052517955061644
PAIR_3_28_AIm0p0005_AJm0p001_R1,45,D_Q_Qij,3.059840668107146,4.9699208268165815e-05,1.624241705987598e-05
PAIR_3_28_AIm0p0005_AJm0p001_R1,60,D,3.468056788555124,0.04053766740777417,0.011688870707524699
PAIR_3_28_AIm0p0005_AJm0p001_R1,60,D_Q,3.468056788555124,0.019482026536223433,0.005617562722881511
PAIR_3_28_AIm0p0005_AJm0p001_R1,60,D_Q_Qij,3.468056788555124,0.00019698575394797369,5.680003701151696e-05
PAIR_3_28_AIm0p0005_AJm0p001_R1,90,D,4.226292224416952,0.20748966732064955,0.04909496464108662
PAIR_3_28_AIm0p0005_AJm0p001_R1,90,D_Q,4.226292224416952,0.1014453890802129,0.02400340149082049
PAIR_3_28_AIm0p0005_AJm0p001_R1,90,D_Q_Qij,4.226292224416952,0.0018173960416894225,0.00043002138640333744
PAIR_3_28_AIm0p0005_AJm0p001_R1,120,D,4.865931339187216,0.6272205339862781,0.1289004078078599
PAIR_3_28_AIm0p0005_AJm0p001_R1,120,D_Q,4.865931339187216,0.30765118433726535,0.06322554982632658
PAIR_3_28_AIm0p0005_AJm0p001_R1,120,D_Q_Qij,4.865931339187216,0.008703015692085168,0.0017885611377202217
PAIR_3_28_AIm0p002_AJ0p004_R1,30,D,10.191035072832072,0.02983693654893131,0.0029277631109790375
PAIR_3_28_AIm0p002_AJ0p004_R1,30,D_Q,10.191035072832072,0.02999587946659031,0.00294335945781948
PAIR_3_28_AIm0p002_AJ0p004_R1,30,D_Q_Qij,10.191035072832072,2.344830442539514e-05,2.3008756478431876e-06
PAIR_3_28_AIm0p002_AJ0p004_R1,45,D,12.239362672428582,0.0523727072249494,0.004279038756072533
PAIR_3_28_AIm0p002_AJ0p004_R1,45,D_Q,12.239362672428582,0.10095467887133762,0.008248360766264132
PAIR_3_28_AIm0p002_AJ0p004_R1,45,D_Q_Qij,12.239362672428582,7.854823945113932e-05,6.417673987885308e-06
PAIR_3_28_AIm0p002_AJ0p004_R1,60,D,13.872227154220496,0.08537991219511773,0.0061547371770899586
PAIR_3_28_AIm0p002_AJ0p004_R1,60,D_Q,13.872227154220496,0.3130467205100466,0.022566435585997816
PAIR_3_28_AIm0p002_AJ0p004_R1,60,D_Q_Qij,13.872227154220496,0.00026574505503135,1.9156625109797134e-05
PAIR_3_28_AIm0p002_AJ0p004_R1,90,D,16.905168897667807,0.18386636509529503,0.010876340024065703
PAIR_3_28_AIm0p002_AJ0p004_R1,90,D_Q,16.905168897667807,1.6285522249211233,0.096334572862256
PAIR_3_28_AIm0p002_AJ0p004_R1,90,D_Q_Qij,16.905168897667807,0.002329171178793591,0.00013777863994691693
PAIR_3_28_AIm0p002_AJ0p004_R1,120,D,19.46372535674886,0.3245582961587884,0.016675034722797858
PAIR_3_28_AIm0p002_AJ0p004_R1,120,D_Q,19.46372535674886,4.934170689349195,0.25350597580428347
PAIR_3_28_AIm0p002_AJ0p004_R1,120,D_Q_Qij,19.46372535674886,0.011224769780558603,0.0005767020225995185
PAIR_3_28_AIm0p002_AJm0p004_R1,30,D,10.19103507283207,0.07525296298673248,0.0073842315769618696
PAIR_3_28_AIm0p002_AJm0p004_R1,30,D_Q,10.19103507283207,0.03000752740848363,0.002944502417470789
PAIR_3_28_AIm0p002_AJm0p004_R1,30,D_Q_Qij,10.19103507283207,1.9631988352510442e-05,1.9263978793328542e-06
PAIR_3_28_AIm0p002_AJm0p004_R1,45,D,12.239362672428584,0.2189245469414208,0.017886923755808675
PAIR_3_28_AIm0p002_AJm0p004_R1,45,D_Q,12.239362672428584,0.1009809089956115,0.008250503861862806
PAIR_3_28_AIm0p002_AJm0p004_R1,45,D_Q_Qij,12.239362672428584,5.49172383211759e-05,4.486936108600416e-06
PAIR_3_28_AIm0p002_AJm0p004_R1,60,D,13.872227154220496,0.6496993410239421,0.04683453736743902
PAIR_3_28_AIm0p002_AJm0p004_R1,60,D_Q,13.872227154220496,0.31310841766370723,0.02257088311651867
PAIR_3_28_AIm0p002_AJm0p004_R1,60,D_Q_Qij,13.872227154220496,0.00021164567796381494,1.525679154550347e-05
PAIR_3_28_AIm0p002_AJm0p004_R1,90,D,16.905168897667807,3.324325955738823,0.1966455334378492
PAIR_3_28_AIm0p002_AJm0p004_R1,90,D_Q,16.905168897667807,1.628762020851473,0.09634698302695886
PAIR_3_28_AIm0p002_AJm0p004_R1,90,D_Q_Qij,16.905168897667807,0.002040600931544834,0.00012070869826247936
PAIR_3_28_AIm0p002_AJm0p004_R1,120,D,19.463725356748864,10.04546354889859,0.5161120682077144
PAIR_3_28_AIm0p002_AJm0p004_R1,120,D_Q,19.463725356748864,4.934465518398034,0.25352112342085914
PAIR_3_28_AIm0p002_AJm0p004_R1,120,D_Q_Qij,19.463725356748864,0.009662150221955506,0.0004964183394935361
PAIR_3_28_AIm0p01_AJ0p025_R1,30,D,50.95517536416036,1.1766413115586147,0.023091693888786274
PAIR_3_28_AIm0p01_AJ0p025_R1,30,D_Q,50.95517536416036,0.940363404493052,0.01845471824544956
PAIR_3_28_AIm0p01_AJ0p025_R1,30,D_Q_Qij,50.95517536416036,0.0033892265109079544,6.651388179289415e-05
PAIR_3_28_AIm0p01_AJ0p025_R1,45,D,61.19681336214291,2.0788556770036553,0.03396999880862523
PAIR_3_28_AIm0p01_AJ0p025_R1,45,D_Q,61.19681336214291,3.1611578884918754,0.051655596342658684
PAIR_3_28_AIm0p01_AJ0p025_R1,45,D_Q_Qij,61.19681336214291,0.006754526819274197,0.00011037383236449089
PAIR_3_28_AIm0p01_AJ0p025_R1,60,D,69.36113577110248,3.5156101485799334,0.05068559084992119
PAIR_3_28_AIm0p01_AJ0p025_R1,60,D_Q,69.36113577110248,9.799704900412095,0.14128524268622036
PAIR_3_28_AIm0p01_AJ0p025_R1,60,D_Q_Qij,69.36113577110248,0.01644944472995591,0.00023715650770541653
PAIR_3_28_AIm0p01_AJ0p025_R1,90,D,84.525844488339,9.18775096356312,0.10869753528260391
PAIR_3_28_AIm0p01_AJ0p025_R1,90,D_Q,84.525844488339,50.96101903077038,0.6029045830805139
PAIR_3_28_AIm0p01_AJ0p025_R1,90,D_Q_Qij,84.525844488339,0.07098461770594348,0.0008397977936290996
PAIR_3_28_AIm0p01_AJ0p025_R1,120,D,97.3186267837443,21.24900297352481,0.2183446651044829
PAIR_3_28_AIm0p01_AJ0p025_R1,120,D_Q,97.3186267837443,154.35501846040145,1.5860788788501923
PAIR_3_28_AIm0p01_AJ0p025_R1,120,D_Q_Qij,97.3186267837443,0.22133358942333745,0.0022743188713006796
PAIR_3_28_AIm0p01_AJm0p025_R1,30,D,50.95517536416035,2.5841173631405985,0.05071354076740464
PAIR_3_28_AIm0p01_AJm0p025_R1,30,D_Q,50.95517536416035,0.9475272016886014,0.018595308423863276
PAIR_3_28_AIm0p01_AJm0p025_R1,30,D_Q_Qij,50.95517536416035,0.012089146048289706,0.0002372506023557459
