family,m,method,n,mean_TVE_percent,median_TVE_percent,p95_TVE_percent,bootstrap95_low_percent,bootstrap95_high_percent,mean_angle_RMSE_deg,mean_magnitude_RMSE,mean_coverage95
M4_AVR,0.25,B1,20,0.025074408437769615,0.01635841422135979,0.06901930759591196,0.01472619379383954,0.036231761863459035,0.02194103439341638,0.00013392362604170826,
M4_AVR,0.25,B2,20,0.024157854675993698,0.014744010827735972,0.06755845866842344,0.012907847438281453,0.035621381315152155,0.01799465283514421,0.00011402711622973674,0.9986529599432826
M4_AVR,0.25,B2-U2,20,0.024157854675993698,0.014744010827735972,0.06755845866842344,0.013650612421260084,0.03588999284106919,0.01799465283514421,0.00011402711622973674,0.5914569301666075
M4_AVR,0.5,B1,20,0.025075582881896548,0.016359195089693822,0.06902274682705703,0.01388873300323487,0.0363983573693379,0.021943699154830985,0.00013393155939341625,
M4_AVR,0.5,B2,20,0.024157789122808884,0.014743978146392021,0.06755816852985393,0.013675192690877549,0.03516099526120564,0.017994483314787587,0.00011403374194837409,0.9986529599432826
M4_AVR,0.5,B2-U2,20,0.024157789122808884,0.014743978146392021,0.06755816852985393,0.013910464048836724,0.035835861769462095,0.017994483314787587,0.00011403374194837409,0.59147465437788
M4_AVR,0.75,B1,20,0.025076725597981183,0.01635995501825857,0.06902609298738724,0.014089731956623828,0.03675796338961568,0.021946292126219864,0.00013393928050226182,
M4_AVR,0.75,B2,20,0.024157725448232407,0.014743946298531645,0.06755788713149198,0.012922260186302867,0.03494147371179581,0.017994318725639398,0.00011404018498971998,0.9986529599432826
M4_AVR,0.75,B2-U2,20,0.024157725448232407,0.014743946298531645,0.06755788713149198,0.012740048625623314,0.035341686443854416,0.017994318725639398,0.00011404018498971998,0.59147465437788
M4_AVR,1.0,B1,20,0.02507783783611372,0.016360694814796746,0.0690293497560476,0.013542951211433178,0.03628496529999329,0.021948816129436537,0.00013394679769601175,
M4_AVR,1.0,B2,20,0.02415766357163647,0.014743915265256176,0.06755761409931006,0.013446798788582652,0.0348709880685989,0.017994158861165066,0.00011404645244997996,0.9986529599432826
M4_AVR,1.0,B2-U2,20,0.02415766357163647,0.014743915265256176,0.06755761409931006,0.012461978747215972,0.03560404945690606,0.017994158861165066,0.00011404645244997996,0.59147465437788
M4_AVR,1.25,B1,20,0.025078920783098237,0.016361415272190406,0.06903252062461326,0.013895731170344428,0.03534032335372514,0.02195127383975162,0.00013395411883372542,
M4_AVR,1.25,B2,20,0.02415760341940818,0.014743885004456805,0.06755734901425323,0.012976948563904037,0.036567099246268525,0.017994003526561803,0.00011405255141369946,0.9986529599432826
M4_AVR,1.25,B2-U2,20,0.02415760341940818,0.014743885004456805,0.06755734901425323,0.012499218577302984,0.03515600256649146,0.017994003526561803,0.00011405255141369946,0.59147465437788
M4_AVR,1.5,B1,20,0.025079975568798138,0.01636211711571354,0.0690356089006594,0.014271763039253519,0.036390226895271126,0.021953667807007336,0.00013396125146367425,
M4_AVR,1.5,B2,20,0.02415754492390424,0.01474385549882572,0.06755709160089138,0.012249559803427922,0.036087275742688364,0.017993852544154577,0.00011405848844214884,0.9986529599432826
M4_AVR,1.5,B2-U2,20,0.02415754492390424,0.01474385549882572,0.06755709160089138,0.012434779808591633,0.03540215845185708,0.017993852544154577,0.00011405848844214884,0.5914923785891527
M5_LOAD_MODEL,0.0,B1,20,0.02507320094178474,0.016357611537189072,0.06901577140927462,0.015142386775384733,0.03717991930346688,0.021938294860167386,0.00013391547165712467,
M5_LOAD_MODEL,0.0,B2,20,0.024157922182724122,0.014744044384083058,0.06755875786478666,0.012909696902418718,0.03632283154622884,0.017994827501700398,0.00011402029983922059,0.9986529599432826
