split,case_id,family,m,seed,excitation,method,policy,window,cadence,TVE_fraction,TVE_percent,angle_RMSE_deg,magnitude_RMSE,complex_RMSE,p95_TVE_percent,worst_bus_TVE_percent,NLL,NEES_like,coverage50,coverage90,coverage95
TEST,M1-NETWORK_m1p0_s214_EB,M1_NETWORK,1.0,214,E-B,R0_FROZEN_B2,NA,0,0,0.0017799172998771314,0.17799172998771315,0.14154708441024108,0.0008464598533575057,0.0026661761476763066,0.595902400946153,0.856127089008838,,,,,
TEST,M1-NETWORK_m1p0_s214_EB,M1_NETWORK,1.0,214,E-B,R1_ORACLE_RECENTERED,NA,0,0,1.7452734879199087e-05,0.0017452734879199088,0.001430954389036498,1.7808612746976927e-05,3.1079504190832434e-05,0.007165185569178067,0.007732281734910029,,,,,
TEST,M1-NETWORK_m1p0_s214_EB,M1_NETWORK,1.0,214,E-B,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.001771950748725415,0.1771950748725415,0.14101842736401052,0.0008574115689776734,0.002660874675717936,0.5972833912536472,0.8563638214919185,-9.782951235690861,2.8791727974439567,0.8404820985466147,0.8723856788372918,0.9042892591279688
TEST,M1-NETWORK_m1p0_s214_EB,M1_NETWORK,1.0,214,E-B,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.0017724013645711312,0.17724013645711312,0.14114994338351822,0.0008601827099655546,0.0026639319652941437,0.5967151495177966,0.8567203614734438,-7.0347709301719465,1.0177466234461885,0.945054945054945,0.9560439560439561,0.967032967032967
TEST,M1-NETWORK_m1p0_s215_EC,M1_NETWORK,1.0,215,E-C,R0_FROZEN_B2,NA,0,0,0.0017671843293719696,0.17671843293719697,0.1405058758696521,0.0008402044523966464,0.002646506016450293,0.5913497001927618,0.8501701087250476,,,,,
TEST,M1-NETWORK_m1p0_s215_EC,M1_NETWORK,1.0,215,E-C,R1_ORACLE_RECENTERED,NA,0,0,3.2057561665408054e-07,3.205756166540805e-05,2.2810320148032464e-05,3.9401094335124053e-07,5.647589698182953e-07,0.00011961224183004314,0.00014176845704383294,,,,,
TEST,M1-NETWORK_m1p0_s215_EC,M1_NETWORK,1.0,215,E-C,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.001766757462515592,0.1766757462515592,0.14046657766193701,0.000840575542246157,0.002645972546695136,0.5913851229634651,0.8501677786132932,-9.806936615310363,2.831202038204956,0.8404820985466147,0.8723856788372918,0.9042892591279688
TEST,M1-NETWORK_m1p0_s215_EC,M1_NETWORK,1.0,215,E-C,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.0017668439292012057,0.17668439292012056,0.14048538951982503,0.0008406175274007309,0.0026462958454684525,0.5914783139985446,0.8501842921460442,-7.048780704610327,0.9897270745694254,0.945054945054945,0.9560439560439561,0.967032967032967
TEST,M1-NETWORK_m1p0_s216_ED,M1_NETWORK,1.0,216,E-D,R0_FROZEN_B2,NA,0,0,0.001385701883777887,0.1385701883777887,0.12097876590612791,0.0008752715509530084,0.002339341576415756,0.555930966734182,0.8717810606622309,,,,,
TEST,M1-NETWORK_m1p0_s216_ED,M1_NETWORK,1.0,216,E-D,R1_ORACLE_RECENTERED,NA,0,0,2.1978845645807606e-05,0.0021978845645807604,0.001250421396186315,3.76869117323319e-05,4.373719589105643e-05,0.008766548449337398,0.011644689841921583,,,,,
TEST,M1-NETWORK_m1p0_s216_ED,M1_NETWORK,1.0,216,E-D,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.0014077414285422127,0.14077414285422127,0.12229789384744855,0.0008581332878354946,0.002354462294464391,0.5526738062436983,0.8706877766294948,-10.050257999898896,2.344559269027889,0.8404820985466147,0.8723856788372918,0.9042892591279688
TEST,M1-NETWORK_m1p0_s216_ED,M1_NETWORK,1.0,216,E-D,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.001412081099399431,0.14120810993994312,0.12213288134972877,0.0008577874429980847,0.0023517555940854133,0.5530384694596855,0.87041782831942,-7.137096523324418,0.8130954371412422,0.9415101028004254,0.955689471818504,0.967032967032967
TEST,M1-NETWORK_m1p0_s217_EA,M1_NETWORK,1.0,217,E-A,R0_FROZEN_B2,NA,0,0,0.0011117841241244303,0.11117841241244303,0.10973887634592071,0.000930549050572103,0.0021811098157054716,0.5263948736090723,0.884164382119411,,,,,
TEST,M1-NETWORK_m1p0_s217_EA,M1_NETWORK,1.0,217,E-A,R1_ORACLE_RECENTERED,NA,0,0,6.599000558566744e-05,0.006599000558566744,0.006309011182696776,0.0001392169809062384,0.00017830222335372313,0.029900603638297107,0.04763465301968285,,,,,
TEST,M1-NETWORK_m1p0_s217_EA,M1_NETWORK,1.0,217,E-A,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.0011686552919630102,0.11686552919630101,0.11266516647146767,0.0008783158824203598,0.002206088747219741,0.5202449578773408,0.8799771069753054,-10.20418041210924,2.0367144446072007,0.8404820985466147,0.8745125841900036,0.9042892591279688
TEST,M1-NETWORK_m1p0_s217_EA,M1_NETWORK,1.0,217,E-A,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.001192895272372278,0.1192895272372278,0.11293532997414317,0.0008959341214863327,0.002217752967666551,0.5219753343860433,0.8809456698774284,-7.182760472048408,0.721767539693264,0.9340659340659341,0.9560439560439561,0.967032967032967
TEST,M1-NETWORK_m1p0_s218_EB,M1_NETWORK,1.0,218,E-B,R0_FROZEN_B2,NA,0,0,0.001781675101847033,0.17816751018470328,0.141694641907814,0.0008468629172993185,0.002668799918407727,0.5965407328014134,0.8568445271443739,,,,,
TEST,M1-NETWORK_m1p0_s218_EB,M1_NETWORK,1.0,218,E-B,R1_ORACLE_RECENTERED,NA,0,0,2.006425640459162e-05,0.002006425640459162,0.0016564272960889119,2.0761345614792173e-05,3.605151501174778e-05,0.008157762048688707,0.00880625757638344,,,,,
TEST,M1-NETWORK_m1p0_s218_EB,M1_NETWORK,1.0,218,E-B,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.001772676920187594,0.17726769201875942,0.14109437083696783,0.0008596211144907152,0.002662885766165767,0.597961254412421,0.8571172499515386,-9.77982769711491,2.8854198745958586,0.8404820985466147,0.8723856788372918,0.9042892591279688
TEST,M1-NETWORK_m1p0_s218_EB,M1_NETWORK,1.0,218,E-B,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.001773249204701469,0.17732492047014692,0.14124420745780064,0.0008629279509381372,0.002666419343206387,0.5972869829629157,0.8575400939614569,-7.032747833751747,1.021792816286587,0.9429280397022333,0.9560439560439561,0.967032967032967
TEST,M1-NETWORK_m1p0_s219_EC,M1_NETWORK,1.0,219,E-C,R0_FROZEN_B2,NA,0,0,0.0017670767388155652,0.1767076738815565,0.14050177970344188,0.0008397043336908288,0.002646270748847336,0.5912745204902928,0.8500692040907639,,,,,
TEST,M1-NETWORK_m1p0_s219_EC,M1_NETWORK,1.0,219,E-C,R1_ORACLE_RECENTERED,NA,0,0,3.680121741266939e-07,3.680121741266939e-05,2.6189475750857617e-05,4.521825304947078e-07,6.482848769359971e-07,0.00013731826739451025,0.0001627604001056453,,,,,
TEST,M1-NETWORK_m1p0_s219_EC,M1_NETWORK,1.0,219,E-C,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.0017666143831738335,0.17666143831738335,0.14045966682822011,0.0008401035513727952,0.002645699368444958,0.5913164952167035,0.8500668919414719,-9.8072234656411,2.83062833754348,0.8404820985466147,0.8723856788372918,0.9042892591279688
TEST,M1-NETWORK_m1p0_s219_EC,M1_NETWORK,1.0,219,E-C,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.0017667008479986264,0.17667008479986263,0.1404793618401495,0.0008401619051691178,0.002646042399309241,0.5914232470732057,0.8500854179281092,-7.048877519613706,0.9895334445626685,0.945054945054945,0.9560439560439561,0.967032967032967
TEST,M1-NETWORK_m1p0_s220_ED,M1_NETWORK,1.0,220,E-D,R0_FROZEN_B2,NA,0,0,0.0013446927789360038,0.1344692778936004,0.11919128445966656,0.0008812843446443692,0.0023127614738577373,0.5521263666013533,0.8743430988344147,,,,,
TEST,M1-NETWORK_m1p0_s220_ED,M1_NETWORK,1.0,220,E-D,R1_ORACLE_RECENTERED,NA,0,0,2.462126803855457e-05,0.0024621268038554573,0.0014753536558677267,4.3164179760195426e-05,5.047459030473574e-05,0.009934178833495939,0.012943176487073396,,,,,
TEST,M1-NETWORK_m1p0_s220_ED,M1_NETWORK,1.0,220,E-D,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.0013695916131951642,0.1369591613195164,0.12063890833866517,0.0008618553943531283,0.002328936740141142,0.5483509286562592,0.8730180448413234,-10.072562912407163,2.299949444011354,0.8404820985466147,0.8723856788372918,0.9042892591279688
TEST,M1-NETWORK_m1p0_s220_ED,M1_NETWORK,1.0,220,E-D,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.0013752524083145044,0.13752524083145043,0.12049251016426743,0.0008622305554294503,0.0023268200928895392,0.5487888455767997,0.8727785933250233,-7.144659194655393,0.7979700944792953,0.9415101028004254,0.955689471818504,0.967032967032967
TEST,M1-NETWORK_m1p5_s201_EA,M1_NETWORK,1.5,201,E-A,R0_FROZEN_B2,NA,0,0,0.0022798885425431847,0.22798885425431847,0.19011867508888292,0.0012690516041760649,0.0036323172331627195,0.8448793353660466,1.279410646185108,,,,,
TEST,M1-NETWORK_m1p5_s201_EA,M1_NETWORK,1.5,201,E-A,R1_ORACLE_RECENTERED,NA,0,0,3.971254547568624e-05,0.003971254547568625,0.002280371280947906,6.203196745695499e-05,7.417694693785687e-05,0.015772328374367064,0.02050864001882683,,,,,
TEST,M1-NETWORK_m1p5_s201_EA,M1_NETWORK,1.5,201,E-A,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.0023027244066891957,0.23027244066891958,0.19157926094497194,0.001250782972762984,0.0036499927372758293,0.8413996275548832,1.278436201913145,-8.451989603045183,5.541096062735316,0.7706487061325771,0.8404820985466147,0.8404820985466147
TEST,M1-NETWORK_m1p5_s201_EA,M1_NETWORK,1.5,201,E-A,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.002305499816951014,0.2305499816951014,0.1913035210416933,0.001249276643195047,0.0036450541483039026,0.8417439144371399,1.2780382752660109,-6.5825612135056675,1.9221660567787453,0.9067706487061326,0.945054945054945,0.945054945054945
TEST,M1-NETWORK_m1p5_s202_EB,M1_NETWORK,1.5,202,E-B,R0_FROZEN_B2,NA,0,0,0.0026458489777202053,0.26458489777202054,0.21045213219688536,0.001256473788692306,0.003963464050118685,0.8857600478255633,1.2731936518892075,,,,,
TEST,M1-NETWORK_m1p5_s202_EB,M1_NETWORK,1.5,202,E-B,R1_ORACLE_RECENTERED,NA,0,0,1.4635504899933882e-05,0.0014635504899933882,0.001168501286084151,1.4258520825146433e-05,2.5246289940469547e-05,0.005826717198041177,0.006733682103977031,,,,,
TEST,M1-NETWORK_m1p5_s202_EB,M1_NETWORK,1.5,202,E-B,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.002640895703430639,0.2640895703430639,0.2101220504298933,0.0012624027018138045,0.003959851849257257,0.8872053230967342,1.2733093071043449,-8.04566555787711,6.35374415307146,0.5427153491669621,0.8404820985466147,0.8404820985466147
TEST,M1-NETWORK_m1p5_s202_EB,M1_NETWORK,1.5,202,E-B,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.0026410856583307706,0.26410856583307707,0.21020675259789953,0.001263619124937875,0.003961631040395615,0.88708317815405,1.2734778942099976,-6.428378907607166,2.2305306685757476,0.8355193193902871,0.945054945054945,0.945054945054945
TEST,M1-NETWORK_m1p5_s203_EC,M1_NETWORK,1.5,203,E-C,R0_FROZEN_B2,NA,0,0,0.002635293341845096,0.2635293341845096,0.20957857550329848,0.001252019459564548,0.003947210999938219,0.882061831000833,1.2681822584614282,,,,,
TEST,M1-NETWORK_m1p5_s203_EC,M1_NETWORK,1.5,203,E-C,R1_ORACLE_RECENTERED,NA,0,0,2.5642222109773445e-07,2.5642222109773444e-05,1.656911218833594e-05,3.1142128462187996e-07,4.287556786984439e-07,9.348083742481349e-05,0.0001181533188514944,,,,,
TEST,M1-NETWORK_m1p5_s203_EC,M1_NETWORK,1.5,203,E-C,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.002634880859883045,0.2634880859883045,0.20953772465441511,0.0012523955870780853,0.003946654136389103,0.8820951759098035,1.268178678854174,-8.073614117046304,6.2978470347330715,0.5427153491669621,0.8404820985466147,0.8404820985466147
TEST,M1-NETWORK_m1p5_s203_EC,M1_NETWORK,1.5,203,E-C,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.0026350095173788162,0.26350095173788163,0.20956026336465958,0.0012523553985935043,0.003947012309028396,0.8822253745828,1.2681907138721114,-6.442934153705982,2.201420176378114,0.8355193193902871,0.945054945054945,0.945054945054945
TEST,M1-NETWORK_m1p5_s204_ED,M1_NETWORK,1.5,204,E-D,R0_FROZEN_B2,NA,0,0,0.0023737273199359865,0.23737273199359865,0.19522678570089486,0.0012653701275173982,0.0037150489610134328,0.8564340931880642,1.2799062589097572,,,,,
TEST,M1-NETWORK_m1p5_s204_ED,M1_NETWORK,1.5,204,E-D,R1_ORACLE_RECENTERED,NA,0,0,2.191476021405112e-05,0.002191476021405112,0.0009623759254522578,3.593232604320183e-05,3.982617732459441e-05,0.008610970929106723,0.01155426987033344,,,,,
TEST,M1-NETWORK_m1p5_s204_ED,M1_NETWORK,1.5,204,E-D,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.0023872385140177917,0.23872385140177918,0.1961370188562302,0.001254699890699072,0.0037264356147013815,0.8535231388214987,1.2795031665426104,-8.345819954107082,5.753435360611515,0.6256646579227224,0.8404820985466147,0.8404820985466147
TEST,M1-NETWORK_m1p5_s204_ED,M1_NETWORK,1.5,204,E-D,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.002388195481520831,0.23881954815208312,0.1959267029644349,0.0012522330086605557,0.003722203722150056,0.8537198229661761,1.2791210482077102,-6.542788682781399,2.0017111182272824,0.9092520382842963,0.945054945054945,0.945054945054945
TEST,M1-NETWORK_m1p5_s205_EA,M1_NETWORK,1.5,205,E-A,R0_FROZEN_B2,NA,0,0,0.0021932734319519013,0.21932734319519012,0.1857623993639843,0.0012762751500719992,0.003563670360781291,0.835880955910793,1.2823824802353243,,,,,
TEST,M1-NETWORK_m1p5_s205_EA,M1_NETWORK,1.5,205,E-A,R1_ORACLE_RECENTERED,NA,0,0,5.01127831341194e-05,0.00501127831341194,0.0030786890900972924,8.10668185767988e-05,9.785685496506837e-05,0.02005624659920663,0.025656131805360114,,,,,
TEST,M1-NETWORK_m1p5_s205_EA,M1_NETWORK,1.5,205,E-A,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.00222210310927332,0.222210310927332,0.18756739375975087,0.0012528278497123562,0.0035849276162019292,0.8311777990001055,1.2809440608066323,-8.536399734938309,5.372275798949063,0.7862460120524637,0.8404820985466147,0.8404820985466147
TEST,M1-NETWORK_m1p5_s205_EA,M1_NETWORK,1.5,205,E-A,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.0022267375806214484,0.22267375806214484,0.18727397464782847,0.0012526480789246549,0.0035802025684258045,0.8318177551367333,1.2805750333531347,-6.61212151340869,1.8630454569727,0.9074796171570365,0.9447004608294931,0.945054945054945
TEST,M1-NETWORK_m1p5_s206_EB,M1_NETWORK,1.5,206,E-B,R0_FROZEN_B2,NA,0,0,0.0026483051897116484,0.26483051897116483,0.2106593756320828,0.0012570702745200541,0.003967165148191377,0.8866238442080611,1.2742789995782762,,,,,
TEST,M1-NETWORK_m1p5_s206_EB,M1_NETWORK,1.5,206,E-B,R1_ORACLE_RECENTERED,NA,0,0,1.8194914277634194e-05,0.0018194914277634194,0.001457488112600005,1.781918653216497e-05,3.150423537585062e-05,0.007309748897589017,0.00832323721790911,,,,,
TEST,M1-NETWORK_m1p5_s206_EB,M1_NETWORK,1.5,206,E-B,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.002642260219628977,0.2642260219628977,0.21025737257870847,0.0012644769842696342,0.003962824198069232,0.8881685647827089,1.274421878282517,-8.039402337691447,6.366270593442787,0.5427153491669621,0.8404820985466147,0.8404820985466147
TEST,M1-NETWORK_m1p5_s206_EB,M1_NETWORK,1.5,206,E-B,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.002642489825361252,0.2642489825361252,0.21035823098559403,0.0012660669874009663,0.003964988336914174,0.8879364138496973,1.2746360034531583,-6.4249695512662415,2.2373493812575975,0.8355193193902871,0.945054945054945,0.945054945054945
TEST,M1-NETWORK_m1p5_s207_EC,M1_NETWORK,1.5,207,E-C,R0_FROZEN_B2,NA,0,0,0.00263518946757596,0.263518946757596,0.2095750084474692,0.0012515109262515236,0.003946981619167314,0.8819986142823336,1.2680834148523856,,,,,
TEST,M1-NETWORK_m1p5_s207_EC,M1_NETWORK,1.5,207,E-C,R1_ORACLE_RECENTERED,NA,0,0,3.2476986130753293e-07,3.2476986130753294e-05,2.0987338939537485e-05,3.9439849774739375e-07,5.430381112896073e-07,0.0001184088744143586,0.00014965442897491688,,,,,
TEST,M1-NETWORK_m1p5_s207_EC,M1_NETWORK,1.5,207,E-C,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.00263474143060123,0.263474143060123,0.20953133664900744,0.001251915046625856,0.003946386726060062,0.8820216499563669,1.268079805167193,-8.074034972948217,6.297005322929249,0.5427153491669621,0.8404820985466147,0.8404820985466147
TEST,M1-NETWORK_m1p5_s207_EC,M1_NETWORK,1.5,207,E-C,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.0026348699289192694,0.26348699289192695,0.20955475580960872,0.001251890651194621,0.003946764377879377,0.8821507806178975,1.2680937778775718,-6.44308164876535,2.2011251862593793,0.8355193193902871,0.945054945054945,0.945054945054945
TEST,M1-NETWORK_m1p5_s208_ED,M1_NETWORK,1.5,208,E-D,R0_FROZEN_B2,NA,0,0,0.002330623539289414,0.2330623539289414,0.19299387757340966,0.001268403483299074,0.0036794775137501006,0.8522357998793851,1.281906261048749,,,,,
TEST,M1-NETWORK_m1p5_s208_ED,M1_NETWORK,1.5,208,E-D,R1_ORACLE_RECENTERED,NA,0,0,2.5475738768245725e-05,0.0025475738768245726,0.0011406165197341822,4.180994089969841e-05,4.6498682287519235e-05,0.010208899224060307,0.01347645510891154,,,,,
TEST,M1-NETWORK_m1p5_s208_ED,M1_NETWORK,1.5,208,E-D,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.002346504629403575,0.2346504629403575,0.19404817430728777,0.001255911756292816,0.0036925473138596674,0.8487347061357462,1.2813766220320777,-8.387934949697424,5.669205369430831,0.7699397376816731,0.8404820985466147,0.8404820985466147
TEST,M1-NETWORK_m1p5_s208_ED,M1_NETWORK,1.5,208,E-D,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.00234786284948235,0.234786284948235,0.1938146403727374,0.0012534033733444935,0.0036879293798609673,0.8490281639486632,1.2809575414361918,-6.557910124819963,1.9714682341501555,0.9096065225097483,0.945054945054945,0.945054945054945
TEST,M1-NETWORK_m1p5_s209_EA,M1_NETWORK,1.5,209,E-A,R0_FROZEN_B2,NA,0,0,0.002107877576825436,0.21078775768254362,0.18163211745337896,0.0012851952129515104,0.0034996245867339993,0.8269617778251508,1.2854512425057194,,,,,
TEST,M1-NETWORK_m1p5_s209_EA,M1_NETWORK,1.5,209,E-A,R1_ORACLE_RECENTERED,NA,0,0,6.11150533622599e-05,0.0061115053362259895,0.004052563694872607,0.00010318338616407629,0.0001258266251141794,0.02472887722502419,0.030819241594803284,,,,,
TEST,M1-NETWORK_m1p5_s209_EA,M1_NETWORK,1.5,209,E-A,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.0021427804779794706,0.21427804779794707,0.18377703297504455,0.001255778845399352,0.003523971589600011,0.8211340504064409,1.2834663105531132,-8.616561548481789,5.211952171862103,0.8188585607940446,0.8404820985466147,0.8404820985466147
TEST,M1-NETWORK_m1p5_s209_EA,M1_NETWORK,1.5,209,E-A,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.002149922244970841,0.21499222449708413,0.18349002327796723,0.0012576249876943093,0.0035201268981567405,0.8218492049096706,1.2831735753364664,-6.639478959561629,1.8083305646668217,0.9071251329315846,0.9443459766040411,0.945054945054945
TEST,M1-NETWORK_m1p5_s210_EB,M1_NETWORK,1.5,210,E-B,R0_FROZEN_B2,NA,0,0,0.0026507863323803013,0.2650786332380301,0.21086849291070042,0.0012576686399474609,0.003970897887730194,0.887520181653463,1.2753618690012556,,,,,
TEST,M1-NETWORK_m1p5_s210_EB,M1_NETWORK,1.5,210,E-B,R1_ORACLE_RECENTERED,NA,0,0,2.180192076446957e-05,0.002180192076446957,0.0017525770146366128,2.1480803060658273e-05,3.7906823705059245e-05,0.008777356404148567,0.009914805681207908,,,,,
TEST,M1-NETWORK_m1p5_s210_EB,M1_NETWORK,1.5,210,E-B,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.0026436534147393103,0.26436534147393104,0.2103939395633582,0.0012666117069493035,0.003965836444786041,0.8891644716194994,1.2755316193132045,-8.03311631507036,6.378842638684959,0.5427153491669621,0.8404820985466147,0.8404820985466147
TEST,M1-NETWORK_m1p5_s210_EB,M1_NETWORK,1.5,210,E-B,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.002643932943457808,0.2643932943457808,0.2105112497236604,0.0012685992013617788,0.003968398320256513,0.8887905287542304,1.2757939405406686,-6.42151596115437,2.2442565614813406,0.8355193193902871,0.945054945054945,0.945054945054945
TEST,M1-NETWORK_m1p5_s211_EC,M1_NETWORK,1.5,211,E-C,R0_FROZEN_B2,NA,0,0,0.0026350858661006527,0.26350858661006527,0.20957144693227664,0.0012510028869357666,0.003946752539949895,0.8819438905342862,1.2679845710713824,,,,,
TEST,M1-NETWORK_m1p5_s211_EC,M1_NETWORK,1.5,211,E-C,R1_ORACLE_RECENTERED,NA,0,0,3.931041582345529e-07,3.931041582345529e-05,2.5405453042620432e-05,4.773467925044806e-07,6.572980840683746e-07,0.00014331966210052047,0.0001811526055624505,,,,,
TEST,M1-NETWORK_m1p5_s211_EC,M1_NETWORK,1.5,211,E-C,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.002634602274829932,0.2634602274829932,0.20952495392543657,0.0012514350191204526,0.0039461196094259755,0.8819576539274837,1.267980932738459,-8.07445558573573,6.296164097354217,0.5427153491669621,0.8404820985466147,0.8404820985466147
TEST,M1-NETWORK_m1p5_s211_EC,M1_NETWORK,1.5,211,E-C,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.0026347306355266834,0.26347306355266836,0.20954925472591832,0.0012514264844848875,0.003946516779693536,0.8821030332409956,1.2679968510879707,-6.4432290038885185,2.2008304760130435,0.8355193193902871,0.945054945054945,0.945054945054945
TEST,M1-NETWORK_m1p5_s212_ED,M1_NETWORK,1.5,212,E-D,R0_FROZEN_B2,NA,0,0,0.0022877022732404957,0.22877022732404959,0.19081044074363165,0.0012717690661175121,0.003644902541514392,0.848065411902279,1.2839362499363778,,,,,
TEST,M1-NETWORK_m1p5_s212_ED,M1_NETWORK,1.5,212,E-D,R1_ORACLE_RECENTERED,NA,0,0,2.905129454219959e-05,0.002905129454219959,0.0013324033835221973,4.784207701779057e-05,5.341584940344156e-05,0.011751813806779773,0.015398363855357186,,,,,
TEST,M1-NETWORK_m1p5_s212_ED,M1_NETWORK,1.5,212,E-D,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.002305976497624456,0.2305976497624456,0.1920054958354186,0.0012574120189631941,0.0036595632240418773,0.8440537990100395,1.2832635964514045,-8.429044915546749,5.586985437732184,0.7706487061325771,0.8404820985466147,0.8404820985466147
TEST,M1-NETWORK_m1p5_s212_ED,M1_NETWORK,1.5,212,E-D,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.0023078242387697336,0.23078242387697337,0.19175333919215687,0.0012549659393532794,0.0036546718543673316,0.844250789370305,1.2828149892542864,-6.572570878073542,1.9421467276429962,0.9096065225097483,0.945054945054945,0.945054945054945
TEST,M1-NETWORK_m1p5_s213_EA,M1_NETWORK,1.5,213,E-A,R0_FROZEN_B2,NA,0,0,0.002023928683143825,0.2023928683143825,0.17773984409037055,0.0012960472771863106,0.003440477219276578,0.8179620377310632,1.2886140506721628,,,,,
TEST,M1-NETWORK_m1p5_s213_EA,M1_NETWORK,1.5,213,E-A,R1_ORACLE_RECENTERED,NA,0,0,7.28840390024033e-05,0.007288403900240331,0.005225888032277119,0.0001288302841116004,0.00015871587272837115,0.030032973243255573,0.03676068903939721,,,,,
TEST,M1-NETWORK_m1p5_s213_EA,M1_NETWORK,1.5,213,E-A,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.0020649980315503866,0.20649980315503866,0.18022353600187835,0.0012595760930947538,0.0034673422136320044,0.8110940255389789,1.2860029480097437,-8.692458562913341,5.060158142999001,0.8316199929103155,0.8404820985466147,0.8404820985466147
TEST,M1-NETWORK_m1p5_s213_EA,M1_NETWORK,1.5,213,E-A,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.0020753767923366246,0.20753767923366245,0.17996767286688267,0.0012641568844106816,0.003465070264606461,0.8118869325089941,1.285831558344797,-6.664621139078939,1.7580462056322008,0.9195320808224035,0.9439914923785891,0.945054945054945
TEST,M1-NETWORK_m1p5_s214_EB,M1_NETWORK,1.5,214,E-B,R0_FROZEN_B2,NA,0,0,0.0026532925644376236,0.2653292564437624,0.21107949835833184,0.0012582703796200597,0.003974662988248356,0.8884493842273615,1.2764422750283209,,,,,
TEST,M1-NETWORK_m1p5_s214_EB,M1_NETWORK,1.5,214,E-B,R1_ORACLE_RECENTERED,NA,0,0,2.545786409570542e-05,0.002545786409570542,0.002054090896089151,2.525356918240489e-05,4.446455425363017e-05,0.010344922226873514,0.011508409795458915,,,,,
TEST,M1-NETWORK_m1p5_s214_EB,M1_NETWORK,1.5,214,E-B,R2A_ONLINE_OFFSET_ONLY,ALWAYS_RECENTER,60,1,0.002645075758725539,0.2645075758725539,0.21053171461919373,0.0012688095489850645,0.003968888891666106,0.8900807718174114,1.2766385226978036,-8.02680730449403,6.391460659837621,0.5427153491669621,0.8404820985466147,0.8404820985466147
TEST,M1-NETWORK_m1p5_s214_EB,M1_NETWORK,1.5,214,E-B,R2A_ONLINE_OFFSET_ONLY,ADAPTIVE_RECENTER,60,1,0.0026454158712781884,0.26454158712781883,0.21066577577672665,0.0012712181862990079,0.00397186130737141,0.8896444124777312,1.276951691386431,-6.418017918911501,2.2512526459670763,0.8355193193902871,0.945054945054945,0.945054945054945
TEST,M1-NETWORK_m1p5_s215_EC,M1_NETWORK,1.5,215,E-C,R0_FROZEN_B2,NA,0,0,0.0026349825375997253,0.26349825375997254,0.20956789096854211,0.001250495342287835,0.003946523762536039,0.8818650156056559,1.267885727202512,,,,,
