traj,method,lag,tve,TVE_fraction,TVE_percent,complex_rmse,angle_rmse,vm_rmse,re_rmse,im_rmse,p95_tve,worst_bus
TEST_45,B2_KALMAN,0,9.17492403400299e-05,9.17492403400299e-05,0.00917492403400299,0.00012750397132884022,0.006894315268448316,3.9940651830930615e-05,3.8343199860256595e-05,0.00012160206301334743,0.00035470190821930615,26
TEST_46,B0_NOMINAL,0,0.0007192695374923661,0.0007192695374923661,0.0719269537492366,0.00102871231144077,0.0575241905540277,4.896743659443203e-06,0.00011866232815006582,0.0010218455223700979,0.002100286774073623,22
TEST_46,B1_SNAPSHOT_WLS,0,5.4343509819055095e-06,5.4343509819055095e-06,0.000543435098190551,2.6629650419171103e-05,0.0014921696639893804,4.583093261775621e-06,5.79069580749455e-06,2.5992424348496715e-05,3.0120754373618344e-05,26
TEST_46,B2_KALMAN,0,4.633231081879642e-08,4.633231081879642e-08,4.633231081879642e-06,1.6898113688797565e-07,6.677562683115482e-06,1.2154200497162157e-07,1.1656893952703725e-07,1.223368585565883e-07,1.4557238593415756e-07,26
TEST_47,B0_NOMINAL,0,0.008309765046771608,0.008309765046771608,0.8309765046771608,0.011014117736483768,0.6160933509145988,6.226467267648468e-05,0.0013387771705343453,0.010932450100539328,0.02089560970683202,1
TEST_47,B1_SNAPSHOT_WLS,0,0.00024236895215925963,0.00024236895215925963,0.024236895215925962,0.000375666739234023,0.02018562931278345,0.00012621590724791853,0.00012630988171687422,0.0003537955804520354,0.0007440735463307077,25
TEST_47,B2_KALMAN,0,0.00023830463653421027,0.00023830463653421027,0.02383046365342103,0.00033057407665633,0.017833534854670784,0.00010581443419759865,0.00010217355814796707,0.00031438795169753107,0.0009244657625027917,25
TEST_48,B0_NOMINAL,0,0.003037591917519518,0.003037591917519518,0.30375919175195176,0.00394967677955318,0.22094446949680827,2.5119489447843696e-05,0.0004686235783737594,0.003921777480267557,0.007297414484161733,1
TEST_48,B1_SNAPSHOT_WLS,0,0.0001083312395649908,0.0001083312395649908,0.01083312395649908,0.00015908086000466958,0.008506389608857013,5.5460158887599395e-05,5.4955629881267395e-05,0.00014928696783101473,0.0003309836175853698,25
TEST_48,B2_KALMAN,0,0.0001107376268436135,0.0001107376268436135,0.01107376268436135,0.00015385657156078295,0.008317854569179701,4.827450009193045e-05,4.6378614329171425e-05,0.00014669992755739282,0.0004288335394832221,26
TEST_49,B0_NOMINAL,0,0.001160785674844681,0.001160785674844681,0.11607856748446808,0.0016601822711337717,0.09283497941826743,7.901065488996797e-06,0.00019101348016532736,0.0016491570646187763,0.0033895206322172053,22
TEST_49,B1_SNAPSHOT_WLS,0,8.771497921415355e-06,8.771497921415355e-06,0.0008771497921415354,4.2984013906910875e-05,0.002408702522199874,7.381901802273832e-06,9.371866863434908e-06,4.194989348071766e-05,4.861157530030949e-05,26
TEST_49,B2_KALMAN,0,1.0582456686326603e-07,1.0582456686326603e-07,1.0582456686326603e-05,4.3963080213803235e-07,1.7637820262590894e-05,3.116504973331662e-07,2.974081667269928e-07,3.237647673120394e-07,2.567240717579942e-07,26
TEST_5,B0_NOMINAL,0,0.004580085728011941,0.004580085728011941,0.4580085728011941,0.00607071468633472,0.33956929132081026,3.430003690281166e-05,0.0007243135392556604,0.006027349890269436,0.011516700059261276,1
TEST_5,B1_SNAPSHOT_WLS,0,0.00013357167064937265,0.00013357167064937265,0.013357167064937265,0.0002071343554074277,0.011134031884413177,6.935814968039584e-05,6.968132619874685e-05,0.00019506192342236964,0.00040997766286973735,25
TEST_5,B2_KALMAN,0,0.00013155282379674648,0.00013155282379674648,0.013155282379674648,0.00018263677188846918,0.009867378136981502,5.765940597478175e-05,5.54861809237006e-05,0.00017400423607585844,0.0005119183517741744,25
TEST_50,B0_NOMINAL,0,0.004464048934888089,0.004464048934888089,0.44640489348880885,0.00591691482315913,0.33096622943995885,3.3430490331629225e-05,0.0007055587277766487,0.005874697260810843,0.011224913511673457,1
TEST_50,B1_SNAPSHOT_WLS,0,0.0001301871899187088,0.0001301871899187088,0.013018718991870881,0.00020188899171013377,0.010852203948588154,6.759465239052911e-05,6.791803064238457e-05,0.00019012181907238993,0.00039958687729354955,25
TEST_50,B2_KALMAN,0,0.0001282266296984407,0.0001282266296984407,0.012822662969844068,0.00017802449080746725,0.009618563176386043,5.618247155319103e-05,5.4058700280345555e-05,0.0001696183252224174,0.0004988610858772013,25
TEST_51,B0_NOMINAL,0,0.007856113448475496,0.007856113448475496,0.7856113448475496,0.010368120021984579,0.5799670074350521,6.0097790097278846e-05,0.0012575475298453927,0.01029157359204399,0.01956330859042545,1
TEST_51,B1_SNAPSHOT_WLS,0,0.00024030403822573727,0.00024030403822573727,0.024030403822573727,0.0003667950578919733,0.01968081326254208,0.00012464500668911145,0.00012440644812932792,0.00034505311208250376,0.0007411221202121655,25
TEST_51,B2_KALMAN,0,0.0002387801285062994,0.0002387801285062994,0.02387801285062994,0.0003313054536981473,0.01788006215500042,0.00010567072672388708,0.00010199487714194648,0.00031521476597224073,0.0009280244675080328,25
TEST_52,B0_NOMINAL,0,0.0013015676270425156,0.0013015676270425156,0.13015676270425156,0.0018615338337439912,0.10409421437124478,8.858785997662806e-06,0.00021400592286748468,0.001849191628564016,0.003800605176978764,22
TEST_52,B1_SNAPSHOT_WLS,0,9.835793910896781e-06,9.835793910896781e-06,0.000983579391089678,4.820005576331324e-05,0.00270104121817052,8.272012458986201e-06,1.0518017843745048e-05,4.703845954349659e-05,5.4507806052766754e-05,26
TEST_52,B2_KALMAN,0,1.3068677260384937e-07,1.3068677260384937e-07,1.3068677260384938e-05,5.532111361859375e-07,2.225661438151407e-05,3.9107960893133293e-07,3.728492854634025e-07,4.086881103354563e-07,2.926549748399085e-07,26
TEST_53,B0_NOMINAL,0,0.006120526005359161,0.006120526005359161,0.6120526005359161,0.008112465340986755,0.45377918935880945,4.5846408401331994e-05,0.0009753429312382043,0.00805362030860625,0.015390342136072745,1
TEST_53,B1_SNAPSHOT_WLS,0,0.0001785043757387629,0.0001785043757387629,0.01785043757387629,0.000276757244705191,0.01487418059272855,9.2800484585643e-05,9.308090951658967e-05,0.00026063483416529997,0.0005479402113915844,25
TEST_53,B2_KALMAN,0,0.000175679891974587,0.000175679891974587,0.0175679891974587,0.00024380675627023437,0.013164874643925059,7.737723094410093e-05,7.457053672938815e-05,0.00023212274652628173,0.0006850422878905972,25
TEST_54,B0_NOMINAL,0,0.004549596690323327,0.004549596690323327,0.45495966903233265,0.005927813537820416,0.33160007955428017,3.720865542765958e-05,0.0007081637074431889,0.005885361289048219,0.010987633349348484,1
TEST_54,B1_SNAPSHOT_WLS,0,0.00015901220571093154,0.00015901220571093154,0.015901220571093153,0.00023448708856988308,0.012542525098570638,8.157115890962539e-05,8.089255243419291e-05,0.00022009222990978475,0.0004887266420916024,25
TEST_54,B2_KALMAN,0,0.00016197845778206528,0.00016197845778206528,0.01619784577820653,0.00022496715573432736,0.012157887337573456,7.083531862181522e-05,6.815943934868913e-05,0.0002143933580754438,0.0006291030767793516,26
TEST_55,B0_NOMINAL,0,0.0006162977146457478,0.0006162977146457478,0.061629771464574774,0.0008814394513696843,0.04928891227311282,4.1959032488458774e-06,0.00010173513525953032,0.0008755486672279361,0.0017996068692608714,22
TEST_55,B1_SNAPSHOT_WLS,0,4.65619595929434e-06,4.65619595929434e-06,0.000465619595929434,2.2816311325418407e-05,0.001278476350188606,3.9287615602742895e-06,4.958395171452236e-06,2.2271021077223545e-05,2.5808428272724956e-05,26
TEST_55,B2_KALMAN,0,3.638857678473764e-08,3.638857678473764e-08,3.6388576784737637e-06,1.2451666248733058e-07,4.891897221160124e-06,9.00409044409655e-08,8.654562503387424e-08,8.952236605720292e-08,1.2029581377670218e-07,26
TEST_56,B0_NOMINAL,0,0.004952083866250769,0.004952083866250769,0.49520838662507694,0.0065637752909954265,0.3671495616683518,3.708788146283129e-05,0.0007845840394752476,0.006516714966582688,0.012452131259932699,1
TEST_56,B1_SNAPSHOT_WLS,0,0.00014442201085393158,0.00014442201085393158,0.014442201085393158,0.00022394944530556958,0.012037445338174746,7.501389492593389e-05,7.533355650731569e-05,0.00021089857589996042,0.0004432906034156728,25
TEST_56,B2_KALMAN,0,0.00014221399164664276,0.00014221399164664276,0.014221399164664276,0.0001974186622918967,0.010664641845536591,6.240172959121766e-05,6.0071658542143026e-05,0.00018805723613070073,0.0005537703680625674,25
TEST_57,B0_NOMINAL,0,0.002256776533764245,0.002256776533764245,0.22567765337642448,0.0028556429661662527,0.15976425170540237,2.190640021446117e-05,0.00033896785452072043,0.002835453675131444,0.005046452745377909,1
TEST_57,B1_SNAPSHOT_WLS,0,0.00010313944524129884,0.00010313944524129884,0.010313944524129884,0.0001458348175758781,0.007772977818164614,5.1984145426437727e-05,5.0846325672745954e-05,0.00013668374147268104,0.00029744934824371677,25
TEST_57,B2_KALMAN,0,0.0001080967042522967,0.0001080967042522967,0.01080967042522967,0.00015025064765070777,0.008124938601340908,4.702948534186943e-05,4.514381625713505e-05,0.00014330838416924237,0.00041725938667102805,26
TEST_58,B0_NOMINAL,0,0.0008852835026513683,0.0008852835026513683,0.08852835026513683,0.0012661500963351126,0.07080134387279317,6.026528908673676e-06,0.00014591034040963878,0.0012577146890336288,0.0025850505807771167,22
TEST_58,B1_SNAPSHOT_WLS,0,6.689029196559737e-06,6.689029196559737e-06,0.0006689029196559736,3.2778318474208746e-05,0.0018367423377952728,5.636762837108367e-06,7.134872335031783e-06,3.1992370321053934e-05,3.707333077597949e-05,26
TEST_58,B2_KALMAN,0,6.544092021621013e-08,6.544092021621013e-08,6.5440920216210136e-06,2.5552690573237026e-07,1.017076149789781e-05,1.825427774654924e-07,1.746491658914807e-07,1.8652524871064964e-07,1.8528870776907572e-07,26
TEST_59,B0_NOMINAL,0,0.007896144870576839,0.007896144870576839,0.7896144870576839,0.010465902464179546,0.585426628041609,5.916191936791319e-05,0.0012695030584749345,0.010388622448344261,0.01985546995442604,1
TEST_59,B1_SNAPSHOT_WLS,0,0.00023030214440339792,0.00023030214440339792,0.023030214440339793,0.0003569827432354077,0.01918247558971602,0.00011989364360814475,0.0001200339530999094,0.0003361971580354091,0.0007070116355226599,25
TEST_59,B2_KALMAN,0,0.0002264800485611657,0.0002264800485611657,0.02264800485611657,0.000314193738348335,0.016953029598442547,0.00010039986323620206,9.6911192828444e-05,0.00029887443169644023,0.0008798524112157616,25
TEST_6,B0_NOMINAL,0,0.006018351128517515,0.006018351128517515,0.6018351128517515,0.007896906628055958,0.4417399734634599,4.740398831981757e-05,0.0009495026073956338,0.00783961600403891,0.01478144206875228,1
TEST_6,B1_SNAPSHOT_WLS,0,0.00019578939738842035,0.00019578939738842035,0.019578939738842036,0.00029371669262851104,0.015735429876954393,0.00010099299630090729,0.00010053492160085734,0.0002759750442836104,0.0006039555670274152,25
TEST_6,B2_KALMAN,0,0.00019701082438345732,0.00019701082438345732,0.019701082438345733,0.00027349403136284184,0.01477251937008311,8.655268116772416e-05,8.340277845858945e-05,0.0002604668150388578,0.0007677451222233599,25
TEST_60,B0_NOMINAL,0,0.004073430477187403,0.004073430477187403,0.40734304771874025,0.005326705248758334,0.29796900572703267,3.2660080183646204e-05,0.0006347022939861181,0.005288756168056753,0.009925206909898355,1
TEST_60,B1_SNAPSHOT_WLS,0,0.00013725254417397436,0.00013725254417397436,0.013725254417397435,0.0002041226973446129,0.010927712681597312,7.055485288112362e-05,7.014586275203995e-05,0.00019169150609772047,0.0004228521728197382,25
TEST_60,B2_KALMAN,0,0.00013904615975480512,0.00013904615975480512,0.013904615975480513,0.00019312379155781527,0.01043773358834719,6.076446538768501e-05,5.8441426378291715e-05,0.00018406900485561708,0.0005398528138129148,26
TEST_61,B0_NOMINAL,0,0.0007750501906659535,0.0007750501906659535,0.07750501906659535,0.001108491284165719,0.06198530894029483,5.2763687029110265e-06,0.00012782349533344578,0.0011010967628288196,0.0022631673639474346,22
TEST_61,B1_SNAPSHOT_WLS,0,5.8559066501807106e-06,5.8559066501807106e-06,0.0005855906650180711,2.8695505180355436e-05,0.001607939047821825,4.937299752665248e-06,6.2420194965317005e-06,2.8008377499611144e-05,3.2456803708283244e-05,26
TEST_61,B2_KALMAN,0,5.232293872826476e-08,5.232293872826476e-08,5.232293872826476e-06,1.9601426103394965e-07,7.76673335422399e-06,1.4063101770261832e-07,1.3475124256162802e-07,1.42350599425442e-07,1.6060951018883186e-07,26
TEST_62,B0_NOMINAL,0,0.008333740848045744,0.008333740848045744,0.8333740848045744,0.011045895391419052,0.6178709730282831,6.244453687853462e-05,0.001342801480230105,0.010963972326801288,0.020955902304601624,1
TEST_62,B1_SNAPSHOT_WLS,0,0.0002430684232561826,0.0002430684232561826,0.02430684232561826,0.00037674972414804476,0.0202437727969382,0.00012658251029391238,0.00012667364212077837,0.0003548156465511136,0.0007462219557580089,25
TEST_62,B2_KALMAN,0,0.00023898995875800045,0.00023898995875800045,0.023898995875800046,0.0003315234105216277,0.017884552005078564,0.00010612893362480213,0.00010247930731978252,0.00031528679530730316,0.0009271074645533738,25
TEST_63,B0_NOMINAL,0,0.007413100221739759,0.007413100221739759,0.7413100221739759,0.009745640871493303,0.5451544824753886,5.7824947243726335e-05,0.0011796436585231672,0.009673983503967061,0.018287817948093116,1
TEST_63,B1_SNAPSHOT_WLS,0,0.00023637057747170797,0.00023637057747170797,0.023637057747170797,0.00035647291330462863,0.019105389155904165,0.0001222012909388662,0.00012169397806244892,0.0003350574780887982,0.0007310320867113984,25
TEST_63,B2_KALMAN,0,0.00023684161571242614,0.00023684161571242614,0.023684161571242614,0.00032868084399310113,0.017744017060890363,0.00010453232652641429,0.00010085678123186918,0.00031282424280666633,0.0009232413536313207,25
TEST_64,B0_NOMINAL,0,0.0004594376304783598,0.0004594376304783598,0.045943763047835984,0.0006570947058795873,0.03674387726988437,3.1281715818777062e-06,7.591056205733982e-05,0.0006526952114602343,0.0013415716890294357,22
TEST_64,B1_SNAPSHOT_WLS,0,3.4709145591097705e-06,3.4709145591097705e-06,0.00034709145591097705,1.7007975721092638e-05,0.0009529970252015116,2.930847305312369e-06,3.6926429269233465e-06,1.6602277745644407e-05,1.923945220158302e-05,26
TEST_64,B2_KALMAN,0,2.3911804537703744e-08,2.3911804537703744e-08,2.3911804537703746e-06,7.033417391624887e-08,2.733206714710075e-06,5.135540976950688e-08,4.96278191491436e-08,4.9839498261730514e-08,8.200375661808427e-08,26
TEST_65,B0_NOMINAL,0,0.007864879876951043,0.007864879876951043,0.7864879876951043,0.010424463537836317,0.5831085750120317,5.89274009106558e-05,0.0012642783448632393,0.010347513726417025,0.019776847342770076,1
TEST_65,B1_SNAPSHOT_WLS,0,0.0002293900431412995,0.0002293900431412995,0.02293900431412995,0.0003555703824197356,0.019106641796165533,0.0001194159222271262,0.00011955952570113633,0.00033486686409412965,0.000704210310448894,25
TEST_65,B2_KALMAN,0,0.00022558611118346367,0.00022558611118346367,0.022558611118346367,0.0003129553467291636,0.016886444145747227,9.999141953630156e-05,9.65143514545539e-05,0.00029770124119606533,0.0008763664817115023,25
TEST_66,B0_NOMINAL,0,0.003371671989377599,0.003371671989377599,0.3371671989377599,0.004382331961395674,0.24514786702211575,2.794567944281777e-05,0.0005207892042427822,0.004351277056751756,0.008091759784564636,1
TEST_66,B1_SNAPSHOT_WLS,0,0.00012071703575092566,0.00012071703575092566,0.012071703575092567,0.0001771202128827044,0.009470047530243508,6.179623410991722e-05,6.121316174096742e-05,0.00016620625331583853,0.0003690615924806585,25
TEST_66,B2_KALMAN,0,0.00012345010831014887,0.00012345010831014887,0.012345010831014887,0.00017150722043684634,0.00927147542404892,5.384814375044134e-05,5.175145074177816e-05,0.00016351303926015904,0.00047833421278340495,26
TEST_67,B0_NOMINAL,0,0.0014617331192241455,0.0014617331192241455,0.14617331192241456,0.0020906089700926532,0.11690369194411522,9.948229343504967e-06,0.00024011875411060062,0.0020767736635840307,0.004268289273012684,22
TEST_67,B1_SNAPSHOT_WLS,0,1.104675230231044e-05,1.104675230231044e-05,0.0011046752302310441,5.4135023553774866e-05,0.003033685085537021,9.28331392903434e-06,1.1824480377700894e-05,5.2827856656929835e-05,6.121600326009625e-05,26
TEST_67,B2_KALMAN,0,1.6244956183418706e-07,1.6244956183418706e-07,1.6244956183418704e-05,6.984699344727205e-07,2.817078959346246e-05,4.92529431971222e-07,4.691334595313562e-07,5.17468884581931e-07,3.3737779416792186e-07,26
TEST_68,B0_NOMINAL,0,0.0076513458031312485,0.0076513458031312485,0.7651345803131249,0.010141443164784334,0.5672767189355342,5.732574482373722e-05,0.001228638097886462,0.010066743161965186,0.019239870732879253,1
TEST_68,B1_SNAPSHOT_WLS,0,0.00022316061003799085,0.00022316061003799085,0.022316061003799084,0.00034592398971895966,0.01858868597481377,0.00011615381402207163,0.00011631912884259574,0.00032578101069335286,0.000685078033969503,25
TEST_68,B2_KALMAN,0,0.0002194801787291114,0.0002194801787291114,0.02194801787291114,0.00030449649208952247,0.016431567548227045,9.720490691089359e-05,9.380745284495349e-05,0.0002896865124329513,0.0008525587655867064,25
TEST_69,B0_NOMINAL,0,0.0015891605298384232,0.0015891605298384232,0.15891605298384232,0.0020434939757779384,0.11431807439537746,1.4001519977799344e-05,0.00024122655217929633,0.0020292060958819374,0.003712281332667956,1
TEST_69,B1_SNAPSHOT_WLS,0,6.298865301156825e-05,6.298865301156825e-05,0.006298865301156826,9.074163935832945e-05,0.004843780675212118,3.202070144764837e-05,3.1534452929526214e-05,8.508597647011298e-05,0.00018936773906658903,25
TEST_69,B2_KALMAN,0,6.525044949772112e-05,6.525044949772112e-05,0.006525044949772112,9.069624210064388e-05,0.004904727464608319,2.8372214070957804e-05,2.7214897158135364e-05,8.65168059041174e-05,0.0002517684524782947,26
TEST_7,B0_NOMINAL,0,0.0014484786741362622,0.0014484786741362622,0.14484786741362624,0.002071651907345405,0.1158436469122692,9.85807885053589e-06,0.0002379596219783514,0.002057939951387254,0.00422958624340043,22
TEST_7,B1_SNAPSHOT_WLS,0,1.094653473019121e-05,1.094653473019121e-05,0.001094653473019121,5.3643846485179004e-05,0.003006155035193394,9.19967910256447e-06,1.1716263311434442e-05,5.2348748215621995e-05,6.0660862431367795e-05,26
TEST_7,B2_KALMAN,0,1.5968052501022534e-07,1.5968052501022534e-07,1.5968052501022535e-05,6.858011729355851e-07,2.7654750148242128e-05,4.83685830685673e-07,4.607430733186517e-07,5.079754612072396e-07,3.3229771931320045e-07,26
TEST_70,B0_NOMINAL,0,0.0010788109942758048,0.0010788109942758048,0.10788109942758048,0.001542939243273858,0.08627894509051427,7.343350378386044e-06,0.00017760820008230557,0.001532682888172902,0.0031501536363708954,22
TEST_70,B1_SNAPSHOT_WLS,0,8.151825713506611e-06,8.151825713506611e-06,0.0008151825713506611,3.994709714564393e-05,0.0022384998655000654,6.863090559620117e-06,8.7054331937937e-06,3.8986997874572336e-05,4.517836608960602e-05,26
TEST_70,B2_KALMAN,0,9.266540866566768e-08,9.266540866566768e-08,9.266540866566768e-06,3.7957179439871524e-07,1.5198471315420009e-05,2.6959510054060294e-07,2.574410282152036e-07,2.7892447740304056e-07,2.367439447803295e-07,26
TEST_71,B0_NOMINAL,0,0.006262390349939875,0.006262390349939875,0.6262390349939875,0.008300495974837199,0.46429720685275994,4.69100100387828e-05,0.0009986544721395415,0.00824020161607495,0.01574708301302409,1
TEST_71,B1_SNAPSHOT_WLS,0,0.0001826425890643824,0.0001826425890643824,0.01826425890643824,0.0002831679654287534,0.01521850739408653,9.496228068871111e-05,9.523505506001347e-05,0.00026667279751181204,0.0005606475152633258,25
TEST_71,B2_KALMAN,0,0.00017974102717755068,0.00017974102717755068,0.01797410271775507,0.00024943484315144215,0.0134680301210851,7.92043114004351e-05,7.634132483539637e-05,0.00023746524608953,0.0007007060929037219,25
TEST_72,B0_NOMINAL,0,0.0035985461839365945,0.0035985461839365945,0.35985461839365945,0.004732275451899045,0.26471049490514115,2.8010549940881067e-05,0.0005622933875162212,0.004698750589146209,0.008883180118787705,1
TEST_72,B1_SNAPSHOT_WLS,0,0.00011436243278172593,0.00011436243278172593,0.011436243278172593,0.00017269655405680934,0.009259554195410179,5.8993146435218e-05,5.891357991128564e-05,0.0001623369640135389,0.00035345944852401673,25
TEST_72,B2_KALMAN,0,0.00011470384689101951,0.00011470384689101951,0.011470384689101951,0.0001593153467468332,0.008610969312858468,5.0098331844718026e-05,4.816053821122521e-05,0.00015186158917997932,0.000445174359235707,26
TEST_73,B0_NOMINAL,0,0.0006081380593830991,0.0006081380593830991,0.06081380593830991,0.0008697693195880694,0.04863633567585128,4.140364860520705e-06,0.00010039293294762096,0.0008639559759101547,0.0017757804937853204,22
TEST_73,B1_SNAPSHOT_WLS,0,4.594536034187767e-06,4.594536034187767e-06,0.00045945360341877666,2.2514150332801852e-05,0.0012615439702717399,3.87688563610524e-06,4.892489400043168e-06,2.197613507144664e-05,2.5466714715280716e-05,26
TEST_73,B2_KALMAN,0,3.566133937682462e-08,3.566133937682462e-08,3.566133937682462e-06,1.2129487873848772e-07,4.762885650413389e-06,8.775185128658902e-08,8.436287026731259e-08,8.715132660175076e-08,1.18702286844734e-07,26
TEST_74,B0_NOMINAL,0,0.00233823674521389,0.00233823674521389,0.23382367452138902,0.003099257200670391,0.17335736585132527,1.750535255695426e-05,0.0003657303330297031,0.003077602397875536,0.005879428118738978,1
TEST_74,B1_SNAPSHOT_WLS,0,6.818701260263853e-05,6.818701260263853e-05,0.006818701260263853,0.0001057711423731316,0.005686743314571499,3.534515256659966e-05,3.559593204664933e-05,9.960152699957765e-05,0.00020926250530953392,25
TEST_74,B2_KALMAN,0,6.723089698181415e-05,6.723089698181415e-05,0.006723089698181414,9.339952728682932e-05,0.005049524077409483,2.929609359133801e-05,2.8126406248339417e-05,8.906389262185067e-05,0.0002604344410145907,26
TEST_75,B0_NOMINAL,0,0.00417616257871029,0.00417616257871029,0.417616257871029,0.005417751176514579,0.3030726912413751,3.498746823946427e-05,0.0006463809372985539,0.005379053773157705,0.009973759187596049,1
TEST_75,B1_SNAPSHOT_WLS,0,0.0001523009451426341,0.0001523009451426341,0.01523009451426341,0.0002226181509444708,0.011897859411460415,7.79046675721509e-05,7.706926514769036e-05,0.00020885202776015888,0.0004667820235360647,25
TEST_75,B2_KALMAN,0,0.000156091956038002,0.000156091956038002,0.015609195603800202,0.00021682566775445066,0.01171950695576487,6.818240506312904e-05,6.558167330476934e-05,0.00020666981957632308,0.0006057153394533827,26
TEST_76,B0_NOMINAL,0,0.0012286054370712063,0.0012286054370712063,0.12286054370712063,0.0017571805538708575,0.0982589587418083,8.362448458567931e-06,0.00020209443183853273,0.001745520363536832,0.0035875549961822055,22
TEST_76,B1_SNAPSHOT_WLS,0,9.284194987556396e-06,9.284194987556396e-06,0.0009284194987556396,4.549669248358545e-05,0.0025495270531015342,7.81084032836772e-06,9.923752253283768e-06,4.440121809321661e-05,5.1451994461102746e-05,26
TEST_76,B2_KALMAN,0,1.174445989532507e-07,1.174445989532507e-07,1.1744459895325069e-05,4.926998868616325e-07,1.9795114752927347e-05,3.487772852956594e-07,3.3267762254338676e-07,3.634264409372896e-07,2.7452071361375705e-07,26
TEST_77,B0_NOMINAL,0,0.00796601132685679,0.00796601132685679,0.796601132685679,0.010558504104756434,0.5906066769654539,5.9685993548716005e-05,0.001281184382440815,0.010480485461482603,0.02003116430860341,1
TEST_77,B1_SNAPSHOT_WLS,0,0.0002323403816757837,0.0002323403816757837,0.02323403816757837,0.000360138849156718,0.019351934449011746,0.00012096127207388124,0.00012109411456707595,0.00033916987792128765,0.0007132717470547427,25
TEST_77,B2_KALMAN,0,0.0002284776216943889,0.0002284776216943889,0.02284776216943889,0.0003169609999469582,0.017101810191569197,0.00010131301429872599,9.779846661355036e-05,0.000301495829847469,0.0008876422915284662,25
TEST_78,B0_NOMINAL,0,0.001873946112655766,0.001873946112655766,0.1873946112655766,0.0024166070732592367,0.13518925999390877,1.6238214489836095e-05,0.00028551367045091873,0.0023996815810670004,0.0044079006740749375,1
TEST_78,B1_SNAPSHOT_WLS,0,7.232920110595732e-05,7.232920110595732e-05,0.007232920110595732,0.00010464997886292253,0.0055883312206503975,3.6832148007043554e-05,3.632808029438775e-05,9.814218592498667e-05,0.0002186651764553148,25
TEST_78,B2_KALMAN,0,7.470538013589577e-05,7.470538013589577e-05,0.007470538013589577,0.00010382998264680854,0.005614697435209661,3.2497448408276816e-05,3.1181724635040874e-05,9.90371917272549e-05,0.0002884761149267236,26
TEST_79,B0_NOMINAL,0,0.0005799688118365937,0.0005799688118365937,0.057996881183659366,0.0008294810075974263,0.0463834722513407,3.94862815769473e-06,9.575832632916764e-05,0.0008239351217805188,0.0016935256580660916,22
TEST_79,B1_SNAPSHOT_WLS,0,4.3816726765814774e-06,4.3816726765814774e-06,0.00043816726765814776,2.1471028341988558e-05,0.0012030901665993864,3.6977675977610935e-06,4.665018735821082e-06,2.0958116763128173e-05,2.428703707338002e-05,26
TEST_79,B2_KALMAN,0,3.3217985571184206e-08,3.3217985571184206e-08,3.3217985571184206e-06,1.1051275994310405e-07,4.331600755107656e-06,8.008305650830166e-08,7.704891088458093e-08,7.922458861832007e-08,1.1108179831891072e-07,26
TEST_8,B0_NOMINAL,0,0.004616336089059673,0.004616336089059673,0.46163360890596733,0.006118762358624987,0.342256923268436,3.4571692969269584e-05,0.0007301770242110549,0.006075038626596567,0.011607855456877003,1
TEST_8,B1_SNAPSHOT_WLS,0,0.00013462900081205137,0.00013462900081205137,0.013462900081205136,0.00020877300286224832,0.01122207337519133,6.990914062981469e-05,7.023216676108477e-05,0.00019660521223040735,0.0004132238387326854,25
TEST_8,B2_KALMAN,0,0.00013259187422219975,0.00013259187422219975,0.013259187422219975,0.00018407753008083244,0.009945096654085592,5.812102980594539e-05,5.593240727108211e-05,0.00017537417967740168,0.0005159846945221255,25
TEST_80,B0_NOMINAL,0,0.006957030589995752,0.006957030589995752,0.6957030589995752,0.009221187241174418,0.515798906715887,5.211857506468133e-05,0.001113275561297674,0.009153737578793442,0.01749387788270406,1
TEST_80,B1_SNAPSHOT_WLS,0,0.0002029059089733226,0.0002029059089733226,0.02029059089733226,0.0003145554958947668,0.016904224961988686,0.00010555463405908474,0.00010578101789520433,0.00029623560935623035,0.0006228735518263224,25
TEST_80,B2_KALMAN,0,0.00019962022204488155,0.00019962022204488155,0.019962022204488155,0.00027698116961934725,0.01495117875264697,8.818052596906272e-05,8.504655075802866e-05,0.00026360131359282654,0.0007761090565906123,25
TEST_81,B0_NOMINAL,0,0.005739912431704536,0.005739912431704536,0.5739912431704536,0.007471469082232672,0.4179555315739262,4.7205885933472626e-05,0.0008976749990100367,0.007417346550007694,0.013828241912603317,1
TEST_81,B1_SNAPSHOT_WLS,0,0.0002025676906467152,0.0002025676906467152,0.02025676906467152,0.0002980593628010883,0.015938471465992636,0.00010391290995223435,0.00010295052573453153,0.0002797151640586801,0.0006212815962009718,25
TEST_81,B2_KALMAN,0,0.00020654813465402459,0.00020654813465402459,0.020654813465402457,0.00028680578551286564,0.01549533337187468,9.056068073098566e-05,8.724126764810558e-05,0.0002732151529890015,0.0008038322757122443,25
TEST_82,B0_NOMINAL,0,0.0009648098679780745,0.0009648098679780745,0.09648098679780745,0.0013798911237873292,0.07716156055726942,6.567677312763404e-06,0.00015894454178565445,0.0013707064405421045,0.002817268808786298,22
TEST_82,B1_SNAPSHOT_WLS,0,7.290113512770178e-06,7.290113512770178e-06,0.0007290113512770178,3.572404678566935e-05,0.0020018265330673203,6.140954724417314e-06,7.779792967537122e-06,3.486663649001654e-05,4.0403909895601484e-05,26
