traj,method,lag,tve,TVE_fraction,TVE_percent,complex_rmse,angle_rmse,vm_rmse,re_rmse,im_rmse,p95_tve,worst_bus
TEST_21,B2_KALMAN,0,0.00013142151721093803,0.00013142151721093803,0.013142151721093804,0.00018252658400487755,0.009864832892667574,5.7437815562282156e-05,5.5237800835201254e-05,0.00017396763844859266,0.0005103650470025626,26
TEST_22,B0_NOMINAL,0,0.00042861695189236245,0.00042861695189236245,0.04286169518923624,0.0006130143559906873,0.03427896585574999,2.9183617002976015e-06,7.083088983388908e-05,0.0006089085199732522,0.0012515745064625588,22
TEST_22,B1_SNAPSHOT_WLS,0,3.238039314423993e-06,3.238039314423993e-06,0.00032380393144239934,1.586681452991076e-05,0.0008890517116086752,2.7346086241691978e-06,3.4442417228702856e-06,1.5488479663318374e-05,1.79487707777038e-05,26
TEST_22,B2_KALMAN,0,2.181631836440044e-08,2.181631836440044e-08,2.181631836440044e-06,6.160825795810031e-08,2.388750994861315e-06,4.50709910179972e-08,4.3622510130956014e-08,4.3504644102744584e-08,7.560778441010978e-08,26
TEST_23,B0_NOMINAL,0,0.007165082668747977,0.007165082668747977,0.7165082668747977,0.00949694310702421,0.531224249117164,5.367879739732086e-05,0.0011477602996075877,0.0094273312593066,0.018017064401063553,1
TEST_23,B1_SNAPSHOT_WLS,0,0.00020897515451697313,0.00020897515451697313,0.020897515451697313,0.00032395554422006453,0.017409024018755666,0.0001087294499263498,0.00010893906910844773,0.00030508928832835656,0.0006415123668345962,25
TEST_23,B2_KALMAN,0,0.0002055722938513017,0.0002055722938513017,0.02055722938513017,0.00028522798052168515,0.015394993989054596,9.087902620856355e-05,8.766534468240581e-05,0.00027142179023467104,0.0007990660775183536,25
TEST_24,B0_NOMINAL,0,0.005678856970685127,0.005678856970685127,0.5678856970685128,0.007375956071639777,0.41261632379543484,4.727325615323209e-05,0.0008861025790763036,0.007322537141600171,0.013604770082492161,1
TEST_24,B1_SNAPSHOT_WLS,0,0.00020474111739181498,0.00020474111739181498,0.020474111739181497,0.0002999208402230168,0.016031303545161833,0.00010487952449592278,0.00010378736803446078,0.0002813906406342609,0.0006267296588407504,25
TEST_24,B2_KALMAN,0,0.00020939994022679419,0.00020939994022679419,0.020939994022679417,0.0002907830787732781,0.015711056426876122,9.17711467948478e-05,8.840217515550952e-05,0.00027701959195811603,0.0008146824667275713,25
TEST_25,B0_NOMINAL,0,0.0013351678955785397,0.0013351678955785397,0.13351678955785395,0.0019095902446412542,0.1067814451656588,9.087346881285475e-06,0.00021948798860006808,0.0018969343492301835,0.003898718187022445,22
TEST_25,B1_SNAPSHOT_WLS,0,1.0089823397147917e-05,1.0089823397147917e-05,0.0010089823397147917,4.94450544082331e-05,0.002770819993106866,8.4842883932211e-06,1.0791872775493265e-05,4.825296765413189e-05,5.59150711133505e-05,26
TEST_25,B2_KALMAN,0,1.3704334865529977e-07,1.3704334865529977e-07,1.3704334865529977e-05,5.822691530743813e-07,2.3439176515443694e-05,4.113837514317257e-07,3.9212565999795456e-07,4.3043563211370625e-07,3.0023219683107935e-07,26
TEST_26,B0_NOMINAL,0,0.004065047509621023,0.004065047509621023,0.4065047509621023,0.005388061294430777,0.30138396875482965,3.0440705250656035e-05,0.0006412324611268434,0.0053497687280236956,0.010221586809411952,1
TEST_26,B1_SNAPSHOT_WLS,0,0.00011854956870603655,0.00011854956870603655,0.011854956870603655,0.00018385146158748133,0.009883016620672267,6.153323594695636e-05,6.185404648787638e-05,0.0001731341585618758,0.00036385887598814096,25
TEST_26,B2_KALMAN,0,0.00011678677461814016,0.00011678677461814016,0.011678677461814016,0.00016215961633980007,0.008762535658422449,5.111201829429341e-05,4.9160267889937694e-05,0.00015452834443059537,0.0004540783648655944,25
TEST_27,B0_NOMINAL,0,0.0012543459094312157,0.0012543459094312157,0.12543459094312157,0.0015815808486149214,0.08848581613645494,1.2439400666312198e-05,0.0001870601723092675,0.001570479695074445,0.0027777545589861502,1
TEST_27,B1_SNAPSHOT_WLS,0,5.906004044151883e-05,5.906004044151883e-05,0.005906004044151883,8.325830490640534e-05,0.004436921096125329,2.9704741448132497e-05,2.9007503778917114e-05,7.804171999901122e-05,0.00016888093584956285,25
TEST_27,B2_KALMAN,0,6.2028546156787e-05,6.2028546156787e-05,0.0062028546156787,8.623189171856095e-05,0.004663642697441511,2.6956082557042732e-05,2.584666841196505e-05,8.226717985541713e-05,0.00023901405830512902,26
TEST_28,B0_NOMINAL,0,0.0014368711480032162,0.0014368711480032162,0.14368711480032162,0.002055050340610345,0.11491531693622711,9.779128498669745e-06,0.00023606850045674988,0.0020414464395459406,0.004195692217843515,22
TEST_28,B1_SNAPSHOT_WLS,0,1.085877039216585e-05,1.085877039216585e-05,0.001085877039216585,5.3213704888275435e-05,0.0029820460434705743,9.12642808445e-06,1.1621507668038878e-05,5.1929172412606216e-05,6.017470296652874e-05,26
TEST_28,B2_KALMAN,0,1.5727638951301013e-07,1.5727638951301013e-07,1.5727638951301015e-05,6.748024648987847e-07,2.720676791362291e-05,4.760074622422742e-07,4.534577673318629e-07,4.997343493095883e-07,3.2732967128826085e-07,26
TEST_29,B0_NOMINAL,0,0.0017470660109087943,0.0017470660109087943,0.17470660109087943,0.002315683461409421,0.1295277954774605,1.307841814420996e-05,0.00027247754093051915,0.0022995968957914286,0.004392924703207839,1
TEST_29,B1_SNAPSHOT_WLS,0,5.0946616926568204e-05,5.0946616926568204e-05,0.00509466169265682,7.903411765399278e-05,0.004249485141906444,2.639637771964585e-05,2.660088994136842e-05,7.442300993424261e-05,0.00015634728261436427,25
TEST_29,B2_KALMAN,0,5.0247516445526476e-05,5.0247516445526476e-05,0.005024751644552647,6.981936400430722e-05,0.003775257569297492,2.1867682547549837e-05,2.0980904188387624e-05,6.659238131651134e-05,0.00019433384059055513,26
TEST_3,B0_NOMINAL,0,0.004802939390401524,0.004802939390401524,0.4802939390401524,0.006243157515153193,0.3492442889970542,3.980016869865878e-05,0.000746890497036521,0.0061983199614452245,0.011529490392984785,1
TEST_3,B1_SNAPSHOT_WLS,0,0.0001718307479090522,0.0001718307479090522,0.01718307479090522,0.0002521265678260652,0.013479375820185718,8.80273472691322e-05,8.716719260572572e-05,0.0002365791341961243,0.000525285235575116,25
TEST_3,B2_KALMAN,0,0.00017560871529447218,0.00017560871529447218,0.017560871529447217,0.0002438963941602758,0.013180476357829256,7.681978954219559e-05,7.39362894159116e-05,0.00023241961232174703,0.0006822139704088636,26
TEST_30,B0_NOMINAL,0,0.002594738233931941,0.002594738233931941,0.25947382339319414,0.0033868202641306206,0.1894548494527483,2.1007031827294253e-05,0.00040083056152919903,0.003363017449028475,0.006293150352306047,1
TEST_30,B1_SNAPSHOT_WLS,0,8.906948981545706e-05,8.906948981545706e-05,0.008906948981545705,0.00013190197018251917,0.0070590743944220335,4.5695850639569324e-05,4.540325306085989e-05,0.0001238413273084623,0.00027521748761751924,25
TEST_30,B2_KALMAN,0,9.055399666108417e-05,9.055399666108417e-05,0.009055399666108417,0.0001258204559093475,0.0068026075616226716,3.945105444321125e-05,3.788420025852412e-05,0.00011998155898307082,0.00035048041720727477,26
TEST_31,B0_NOMINAL,0,0.0010436679131006097,0.0010436679131006097,0.10436679131006098,0.0014926764354955665,0.08346833172101334,7.104242375167944e-06,0.00017185738225174838,0.0014827501412069824,0.003047535394194788,22
TEST_31,B1_SNAPSHOT_WLS,0,7.886178835678227e-06,7.886178835678227e-06,0.0007886178835678228,3.8645215573438596e-05,0.0021655375306938395,6.64055637996528e-06,8.419942494190594e-06,3.771680335224692e-05,4.370653765128178e-05,26
TEST_31,B2_KALMAN,0,8.732103663574603e-08,8.732103663574603e-08,8.732103663574603e-06,3.551938459200609e-07,1.4209121292196395e-05,2.5251046677379427e-07,2.411995702252667e-07,2.607401685637075e-07,2.2679224819665745e-07,26
TEST_32,B0_NOMINAL,0,0.0028915224573346264,0.0028915224573346264,0.28915224573346265,0.003832613298725115,0.21437817735709166,2.164926265712272e-05,0.00045349623633978033,0.003805688618527567,0.0072706821692005135,1
TEST_32,B1_SNAPSHOT_WLS,0,8.432308512051728e-05,8.432308512051728e-05,0.008432308512051729,0.00013079178541470772,0.007031584785988782,4.3728147689963224e-05,4.401186895731734e-05,0.0001231643070164846,0.0002587915737666738,25
TEST_32,B2_KALMAN,0,8.311742288073951e-05,8.311742288073951e-05,0.00831174228807395,0.0001154493415373787,0.0062406791999733684,3.62655182725053e-05,3.483829643746675e-05,0.00011006745006017676,0.0003223639391159305,26
TEST_33,B0_NOMINAL,0,0.006546359149787628,0.006546359149787628,0.6546359149787628,0.008590887022785628,0.48056102177119664,5.153057834612543e-05,0.001035580898320892,0.008528242025253468,0.016083409626869404,1
TEST_33,B1_SNAPSHOT_WLS,0,0.00021266933095600259,0.00021266933095600259,0.02126693309560026,0.00031914068081975705,0.017097374995033835,0.00010974590455627277,0.00010922385984371127,0.00029986817536200693,0.0006558684054811386,25
TEST_33,B2_KALMAN,0,0.00021389728079460578,0.00021389728079460578,0.021389728079460577,0.00029690344453230154,0.016034172606121923,9.411521264349854e-05,9.073468739627757e-05,0.00028269926048407916,0.0008342502700700883,25
TEST_34,B0_NOMINAL,0,0.0009932634226676256,0.0009932634226676256,0.09932634226676255,0.001420586297673599,0.07943716887321714,6.761284542334763e-06,0.00016360510888535146,0.0014111338694413778,0.002900353601039275,22
TEST_34,B1_SNAPSHOT_WLS,0,7.505182103622602e-06,7.505182103622602e-06,0.0007505182103622602,3.677804036445107e-05,0.0020608951085126074,6.3212615363447155e-06,8.010697221014216e-06,3.589502727513141e-05,4.159556104838323e-05,26
TEST_34,B2_KALMAN,0,7.996672445877882e-08,7.996672445877882e-08,7.996672445877882e-06,3.216644015787826e-07,1.2849262812414194e-05,2.2899588365609004e-07,2.1884020572163096e-07,2.3574764389649915e-07,2.1585058978546404e-07,26
TEST_35,B0_NOMINAL,0,0.003421881982505164,0.003421881982505164,0.3421881982505164,0.004535579396748021,0.25369928599960023,2.5622077269121887e-05,0.0005380731868516586,0.004503549456794767,0.00860429894261212,1
TEST_35,B1_SNAPSHOT_WLS,0,9.979101582074538e-05,9.979101582074538e-05,0.009979101582074539,0.00015477299764167098,0.00832041944288271,5.177077462966839e-05,5.207674619064544e-05,0.00014574873345996454,0.0003062727407648721,25
TEST_35,B2_KALMAN,0,9.833817429984422e-05,9.833817429984422e-05,0.009833817429984421,0.00013656884139542745,0.007381169838199338,4.296362927444117e-05,4.129581301738303e-05,0.00013017566695555186,0.0003819044162596337,26
TEST_36,B0_NOMINAL,0,0.005274787242798529,0.005274787242798529,0.5274787242798529,0.006908354521875952,0.38644376547194087,4.195277736886735e-05,0.0008277830806550368,0.0068585812943571045,0.01289912938283384,1
TEST_36,B1_SNAPSHOT_WLS,0,0.00017494604810348605,0.00017494604810348605,0.017494604810348605,0.00026116609706053036,0.01398560534689017,9.008531677529636e-05,8.960255238850595e-05,0.0002453143144198793,0.0005399099238884591,25
TEST_36,B2_KALMAN,0,0.00017668227706500668,0.00017668227706500668,0.01766822770650067,0.0002453234075323449,0.013254385485819219,7.744508799229859e-05,7.457342612311189e-05,0.00023371430935982884,0.000687511913129816,25
TEST_37,B0_NOMINAL,0,0.0011418326215639914,0.0011418326215639914,0.11418326215639914,0.0016330749449682883,0.09131918332234013,7.772121757798689e-06,0.0001879152236986471,0.0016222273714203768,0.003334177515390442,22
TEST_37,B1_SNAPSHOT_WLS,0,8.62822278312611e-06,8.62822278312611e-06,0.0008628222783126111,4.22818412441122e-05,0.0023693492635041527,7.26198321721269e-06,9.217721235817499e-06,4.126484840891902e-05,4.781779314997104e-05,26
TEST_37,B2_KALMAN,0,1.0269587781308395e-07,1.0269587781308395e-07,1.0269587781308395e-05,4.25347299510248e-07,1.7057462039001768e-05,3.0165276497118344e-07,2.8790843432232735e-07,3.130959256309905e-07,2.523597546872186e-07,26
TEST_38,B0_NOMINAL,0,0.00455579971265489,0.00455579971265489,0.455579971265489,0.006038525027893434,0.33776870613542176,3.41180415024464e-05,0.0007203864572329436,0.005995400559156225,0.011455630342564187,1
TEST_38,B1_SNAPSHOT_WLS,0,0.0001328633110861141,0.0001328633110861141,0.01328633110861141,0.0002060365329800875,0.011075047565041582,6.898902992916541e-05,6.93122839452507e-05,0.0001940279882304293,0.00040780289441615114,25
TEST_38,B2_KALMAN,0,0.00013085669200081128,0.00013085669200081128,0.013085669200081128,0.0001816714962623128,0.009815307170310211,5.735019979882171e-05,5.5187304162336883e-05,0.00017308637731919065,0.0005091851292428944,25
TEST_39,B0_NOMINAL,0,0.006111080404230536,0.006111080404230536,0.6111080404230536,0.00800937133197495,0.44803343521482775,4.842669264139848e-05,0.0009635284423124427,0.00795120381290262,0.01496930160167683,1
TEST_39,B1_SNAPSHOT_WLS,0,0.00020119589060572,0.00020119589060572,0.020119589060572,0.0003008901769078938,0.01611475046515487,0.00010370400471800505,0.00010315053894186783,0.0002826567969741146,0.0006200414398091261,25
TEST_39,B2_KALMAN,0,0.00020286858236348226,0.00020286858236348226,0.020286858236348227,0.0002816289865715036,0.015211887281789314,8.913003205584849e-05,8.589368190162056e-05,0.00026821103908429155,0.0007905861824528857,25
TEST_4,B0_NOMINAL,0,0.0014596345594843632,0.0014596345594843632,0.14596345594843632,0.00208760752070797,0.11673585627118109,9.933955999688314e-06,0.0002397769230224224,0.002073791741641956,0.004262161466670767,22
TEST_4,B1_SNAPSHOT_WLS,0,1.103088489563585e-05,1.103088489563585e-05,0.0011030884895635849,5.405725572468794e-05,0.0030293262599469946,9.270072796808703e-06,1.1807345290995505e-05,5.2751999902027533e-05,6.112810960498136e-05,26
TEST_4,B2_KALMAN,0,1.6200946068645102e-07,1.6200946068645102e-07,1.62009460686451e-05,6.964562894760101e-07,2.8088767925257373e-05,4.911237720253481e-07,4.6779986405828156e-07,5.159599309420697e-07,3.365887580433517e-07,26
TEST_40,B0_NOMINAL,0,0.0011239939531793941,0.0011239939531793941,0.11239939531793941,0.0016075614585651396,0.08989251189308954,7.650757661993281e-06,0.00018499851661886717,0.0015968811452055213,0.0032820884071007674,22
TEST_40,B1_SNAPSHOT_WLS,0,8.493373514909035e-06,8.493373514909035e-06,0.0008493373514909035,4.1620964599022413e-05,0.0023323106057677586,7.149096935782574e-06,9.072673016855725e-06,4.0620084914759774e-05,4.707068846867257e-05,26
TEST_40,B2_KALMAN,0,9.979851707576891e-08,9.979851707576891e-08,9.97985170757689e-06,4.121220404678879e-07,1.652021726795415e-05,2.9239362110401553e-07,2.791096511402268e-07,3.032200172808457e-07,2.484006051046217e-07,26
TEST_41,B0_NOMINAL,0,0.004846272679320008,0.004846272679320008,0.4846272679320008,0.006423529207411649,0.3593046226003492,3.6294876974394235e-05,0.0007674181369765296,0.006377522785651965,0.012186056614190335,1
TEST_41,B1_SNAPSHOT_WLS,0,0.0001413357147221916,0.0001413357147221916,0.014133571472219159,0.00021916668844571476,0.01178049205943821,7.340483077419585e-05,7.372593626299551e-05,0.00020639409789624733,0.00043381484491159623,25
TEST_41,B2_KALMAN,0,0.000139181860160255,0.000139181860160255,0.0139181860160255,0.00019321478174653769,0.010437930493583271,6.105164197035293e-05,5.8765923995516206e-05,0.00018406118021548,0.0005418891452732907,25
TEST_42,B0_NOMINAL,0,0.004718477324976653,0.004718477324976653,0.47184773249766526,0.006141949589091185,0.34358045989919284,3.8796468349008555e-05,0.0007343948927660236,0.006097885608669333,0.011367536454232009,1
TEST_42,B1_SNAPSHOT_WLS,0,0.00016649730338410502,0.00016649730338410502,0.016649730338410502,0.0002450129964642626,0.013102780045019314,8.536637511992973e-05,8.460272741399117e-05,0.00022994292107066629,0.0005108256395631526,25
TEST_42,B2_KALMAN,0,0.0001698299142732169,0.0001698299142732169,0.01698299142732169,0.0002358679726431856,0.012746633552337386,7.428893241320224e-05,7.149453482081672e-05,0.00022477151067152966,0.0006597650866864577,26
TEST_43,B0_NOMINAL,0,0.0012699837497861393,0.0012699837497861393,0.12699837497861394,0.0018163613654198852,0.10156824810103773,8.643934923957205e-06,0.00020885090547014042,0.0018043142489805625,0.0037083800160345203,22
TEST_43,B1_SNAPSHOT_WLS,0,9.59701435632042e-06,9.59701435632042e-06,0.0009597014356320419,4.7029803250728044e-05,0.0026354522802530048,8.072417232111235e-06,1.026070424998702e-05,4.589684457668619e-05,5.318500770210268e-05,26
TEST_43,B2_KALMAN,0,1.2486023200359085e-07,1.2486023200359085e-07,1.2486023200359086e-05,5.265821335750302e-07,2.1173193926443055e-05,3.7246737414847816e-07,3.5517631648333713e-07,3.8876538890410413e-07,2.8395582066716893e-07,26
TEST_44,B0_NOMINAL,0,0.004492647003623967,0.004492647003623967,0.44926470036239674,0.005954819871344164,0.3330865130419048,3.364479262554498e-05,0.0007101789852392,0.005912319807747204,0.011296826278459482,1
TEST_44,B1_SNAPSHOT_WLS,0,0.00013102131637617528,0.00013102131637617528,0.013102131637617528,0.00020318175914474073,0.010921663601340698,6.802924797633767e-05,6.83526160999468e-05,0.00019133935068731865,0.0004021477216938756,25
TEST_44,B2_KALMAN,0,0.00012904642323242904,0.00012904642323242904,0.012904642323242904,0.00017916128179906615,0.00967989091586279,5.654637159624572e-05,5.441038843165719e-05,0.0001706993688523791,0.0005020786970629758,25
TEST_45,B0_NOMINAL,0,0.0023427661646222044,0.0023427661646222044,0.23427661646222042,0.0030262800092521287,0.16929437250550453,2.0106039608599824e-05,0.00035821868556124026,0.0030050041709977445,0.005533191075488532,1
TEST_45,B1_SNAPSHOT_WLS,0,8.90065772134762e-05,8.90065772134762e-05,0.00890065772134762,0.0001291285419671259,0.0068970672023333495,4.537690399397569e-05,4.479578665608232e-05,0.00012110952831391323,0.00026895625015241093,25
