m,n,closure_median,closure_ci95_low,closure_ci95_high,denominator_floor_percent
0.5,20,0.9742120906205478,0.9486211779046482,0.9876347337569945,1e-06
1.0,20,0.9808898436506872,0.9671912455054105,0.9877030960856013,1e-06
1.5,20,0.9832171614433887,0.9739157365716479,0.9877260837857158,1e-06
